time	V(D,G)	V(a1)	V(l)	Ix(U1:G)
Step Information: A=10µ  (Step: 1/3)
6.346157624421015e-04	4.442202e+00	8.811440e+00	1.480871e-03	1.422463e-07
6.746157624421016e-04	5.012683e+00	9.836473e+00	1.652388e-03	1.505228e-07
7.146157624421017e-04	5.615490e+00	1.090365e+01	1.830909e-03	1.586681e-07
7.546157624421018e-04	6.250090e+00	1.201095e+01	2.016096e-03	1.666756e-07
7.946157624421019e-04	6.915926e+00	1.315640e+01	2.207620e-03	1.745389e-07
8.546157624421021e-04	7.971972e+00	1.494193e+01	2.506091e-03	1.860510e-07
9.146157624421022e-04	9.094936e+00	1.680274e+01	2.817060e-03	1.972087e-07
9.746157624421024e-04	1.028267e+01	1.873282e+01	3.139525e-03	2.079973e-07
1.034615762442103e-03	1.153295e+01	2.072640e+01	3.472524e-03	2.184042e-07
1.094615762442103e-03	1.284347e+01	2.277796e+01	3.815136e-03	2.295912e-07
1.117115762442103e-03	1.334842e+01	2.355979e+01	3.946697e-03	2.401406e-07
1.132115762442103e-03	1.369105e+01	2.408637e+01	4.037058e-03	2.684076e-07
1.169448593709951e-03	1.455815e+01	2.540943e+01	4.265594e-03	3.517349e-07
1.249448593709951e-03	1.648495e+01	2.830172e+01	4.766916e-03	5.488046e-07
1.349448593709951e-03	1.902154e+01	3.201571e+01	5.411628e-03	8.117736e-07
1.449448593709951e-03	2.168972e+01	3.582007e+01	6.072745e-03	1.088377e-06
1.569448593709952e-03	2.504895e+01	4.047764e+01	6.882973e-03	1.435472e-06
1.709448593709952e-03	2.915985e+01	4.600045e+01	7.844828e-03	1.858212e-06
1.789448593709952e-03	3.159024e+01	4.918327e+01	8.399678e-03	2.108498e-06
1.809448593709952e-03	3.220545e+01	4.998069e+01	8.539319e-03	2.181095e-06
1.811948593709952e-03	3.228247e+01	5.008031e+01	8.558027e-03	2.210582e-06
1.816948593709952e-03	3.243618e+01	5.027909e+01	8.603745e-03	2.373127e-06
1.820051742266714e-03	3.253061e+01	5.040164e+01	8.648371e-03	2.642332e-06
1.823307657140221e-03	3.262748e+01	5.052839e+01	8.726791e-03	3.302727e-06
1.827147790889775e-03	3.273721e+01	5.067429e+01	8.890860e-03	4.813951e-06
1.830812731687012e-03	3.283703e+01	5.080997e+01	9.157795e-03	6.980394e-06
1.831793570208966e-03	3.286178e+01	5.084467e+01	9.252902e-03	7.890165e-06
1.833097268077730e-03	3.289375e+01	5.089008e+01	9.397097e-03	9.241422e-06
1.833962935278001e-03	3.291417e+01	5.091960e+01	9.504676e-03	1.026818e-05
1.833981145296943e-03	3.291434e+01	5.091998e+01	9.507657e-03	1.033941e-05
1.834017565334827e-03	3.291305e+01	5.091925e+01	9.539453e-03	1.078494e-05
1.834041652037717e-03	3.290829e+01	5.091523e+01	9.616586e-03	1.180315e-05
1.834065049017182e-03	3.289453e+01	5.090311e+01	9.852280e-03	1.446687e-05
1.834080957841826e-03	3.287155e+01	5.088260e+01	1.024560e-02	1.878281e-05
1.834095924245263e-03	3.282590e+01	5.084165e+01	1.102027e-02	2.726379e-05
1.834109892524549e-03	3.274454e+01	5.076857e+01	1.240362e-02	4.229612e-05
1.834123746332850e-03	3.259827e+01	5.063721e+01	1.488410e-02	6.922575e-05
1.834137692698913e-03	3.233611e+01	5.040176e+01	1.926112e-02	1.174049e-04
1.834153052797217e-03	3.184156e+01	4.995877e+01	2.773531e-02	2.079628e-04
1.834167183317327e-03	3.108395e+01	4.928148e+01	4.081330e-02	3.463421e-04
1.834182282189538e-03	2.980681e+01	4.814318e+01	6.314587e-02	5.788387e-04
1.834197133516006e-03	2.796060e+01	4.650506e+01	9.599826e-02	9.133659e-04
1.834213444480332e-03	2.527615e+01	4.414095e+01	1.449462e-01	1.396108e-03
1.834231234869478e-03	2.194636e+01	4.124286e+01	2.066573e-01	1.987876e-03
1.834245435928094e-03	1.935851e+01	3.901030e+01	2.521861e-01	2.443774e-03
1.834252974229317e-03	1.822499e+01	3.801585e+01	2.721909e-01	2.646838e-03
1.834263368515323e-03	1.706115e+01	3.694857e+01	2.939343e-01	2.864751e-03
1.834271296681351e-03	1.640992e+01	3.634266e+01	3.057305e-01	2.988479e-03
1.834280067627787e-03	1.591645e+01	3.588776e+01	3.150602e-01	3.081388e-03
1.834294926123525e-03	1.537571e+01	3.538739e+01	3.254844e-01	3.183612e-03
1.834314914054649e-03	1.494764e+01	3.499212e+01	3.334818e-01	3.264416e-03
1.834347933406138e-03	1.458903e+01	3.466034e+01	3.399639e-01	3.332327e-03
1.834385955739832e-03	1.440144e+01	3.448736e+01	3.430572e-01	3.367849e-03
1.834444994065890e-03	1.429398e+01	3.438868e+01	3.448677e-01	3.388318e-03
1.834525866693144e-03	1.424434e+01	3.434449e+01	3.456105e-01	3.397783e-03
1.834894052130514e-03	1.421421e+01	3.432433e+01	3.460726e-01	3.403939e-03
1.903510994441837e-03	1.421360e+01	3.579794e+01	3.546397e-01	3.487642e-03
1.963510994441837e-03	1.421500e+01	3.709312e+01	3.632780e-01	3.571921e-03
2.023510994441837e-03	1.421691e+01	3.839085e+01	3.728918e-01	3.665806e-03
2.083510994441837e-03	1.421857e+01	3.968939e+01	3.833317e-01	3.768103e-03
2.143510994441837e-03	1.422067e+01	4.098716e+01	3.945189e-01	3.877735e-03
2.203510994441838e-03	1.422248e+01	4.228268e+01	4.063277e-01	3.993728e-03
2.263510994441838e-03	1.422467e+01	4.357453e+01	4.186974e-01	4.115206e-03
2.323510994441838e-03	1.422655e+01	4.486145e+01	4.315219e-01	4.241374e-03
2.383510994441838e-03	1.422876e+01	4.614220e+01	4.447550e-01	4.371514e-03
2.443510994441838e-03	1.423066e+01	4.741564e+01	4.583065e-01	4.504975e-03
2.503510994441838e-03	1.423285e+01	4.868070e+01	4.721417e-01	4.641169e-03
2.563510994441839e-03	1.423472e+01	4.993637e+01	4.861832e-01	4.779560e-03
2.603510994441839e-03	1.423606e+01	5.076779e+01	4.956450e-01	4.872800e-03
2.643510994441839e-03	1.423738e+01	5.159433e+01	5.051686e-01	4.966668e-03
2.683510994441839e-03	1.423868e+01	5.241574e+01	5.147417e-01	5.061039e-03
2.723510994441839e-03	1.423997e+01	5.323177e+01	5.243524e-01	5.155796e-03
2.763510994441839e-03	1.424125e+01	5.404216e+01	5.339897e-01	5.250829e-03
2.803510994441839e-03	1.424251e+01	5.484669e+01	5.436434e-01	5.346034e-03
2.843510994441839e-03	1.424375e+01	5.564513e+01	5.533034e-01	5.441316e-03
2.883510994441839e-03	1.424497e+01	5.643725e+01	5.629609e-01	5.536581e-03
2.903510994441839e-03	1.424570e+01	5.683088e+01	5.677909e-01	5.584181e-03
2.923510994441839e-03	1.424617e+01	5.722284e+01	5.726070e-01	5.631745e-03
2.943510994441840e-03	1.424689e+01	5.761312e+01	5.774282e-01	5.679263e-03
2.963510994441840e-03	1.424735e+01	5.800169e+01	5.822336e-01	5.726725e-03
2.983510994441840e-03	1.424806e+01	5.838853e+01	5.870421e-01	5.774122e-03
3.003510994441840e-03	1.424852e+01	5.877361e+01	5.918331e-01	5.821445e-03
3.023510994441840e-03	1.424921e+01	5.915691e+01	5.966251e-01	5.868685e-03
3.043510994441840e-03	1.424966e+01	5.953839e+01	6.013982e-01	5.915834e-03
3.063510994441840e-03	1.425035e+01	5.991805e+01	6.061704e-01	5.962882e-03
3.083510994441840e-03	1.425079e+01	6.029585e+01	6.109220e-01	6.009822e-03
3.103510994441840e-03	1.425146e+01	6.067177e+01	6.156710e-01	6.056646e-03
3.123510994441840e-03	1.425189e+01	6.104580e+01	6.203980e-01	6.103346e-03
3.143510994441840e-03	1.425255e+01	6.141790e+01	6.251209e-01	6.149914e-03
3.163510994441840e-03	1.425298e+01	6.178805e+01	6.298203e-01	6.196343e-03
3.183510994441840e-03	1.425362e+01	6.215624e+01	6.345139e-01	6.242627e-03
3.203510994441840e-03	1.425404e+01	6.252245e+01	6.391829e-01	6.288758e-03
3.223510994441840e-03	1.425468e+01	6.288664e+01	6.438445e-01	6.334729e-03
3.263510994441840e-03	1.425571e+01	6.360892e+01	6.531074e-01	6.426168e-03
3.303510994441840e-03	1.425673e+01	6.432293e+01	6.622975e-01	6.516892e-03
3.343510994441841e-03	1.425772e+01	6.502849e+01	6.714100e-01	6.606854e-03
3.403510994441841e-03	1.425907e+01	6.607067e+01	6.849189e-01	6.740270e-03
3.463510994441841e-03	1.426059e+01	6.709301e+01	6.982372e-01	6.871726e-03
3.523510994441841e-03	1.426185e+01	6.809502e+01	7.113345e-01	7.001091e-03
3.603510994441841e-03	1.426361e+01	6.939859e+01	7.284510e-01	7.170110e-03
3.683510994441841e-03	1.426529e+01	7.066411e+01	7.451406e-01	7.334921e-03
3.783510994441842e-03	1.426739e+01	7.219097e+01	7.653685e-01	7.534647e-03
3.883510994441842e-03	1.426918e+01	7.365493e+01	7.848396e-01	7.726988e-03
4.003510994441842e-03	1.427130e+01	7.532616e+01	8.071663e-01	7.947505e-03
4.143510994441843e-03	1.427367e+01	7.715445e+01	8.317047e-01	8.189843e-03
4.283510994441843e-03	1.427565e+01	7.884798e+01	8.545275e-01	8.415321e-03
4.443510994441843e-03	1.427778e+01	8.061357e+01	8.784313e-01	8.651456e-03
4.623510994441844e-03	1.427996e+01	8.237727e+01	9.024334e-01	8.888541e-03
4.843510994441844e-03	1.428201e+01	8.420404e+01	9.274476e-01	9.135713e-03
5.083510994441845e-03	1.428384e+01	8.577374e+01	9.491496e-01	9.350153e-03
5.343510994441846e-03	1.428530e+01	8.696503e+01	9.659003e-01	9.515667e-03
5.623510994441847e-03	1.428612e+01	8.764603e+01	9.759112e-01	9.614658e-03
5.923510994441847e-03	1.428615e+01	8.767654e+01	9.772876e-01	9.628406e-03
6.183510994441848e-03	1.428569e+01	8.711718e+01	9.706405e-01	9.562824e-03
6.303510994441848e-03	1.428524e+01	8.667638e+01	9.651220e-01	9.508363e-03
6.723510994441849e-03	1.428255e+01	8.423663e+01	9.337629e-01	9.198820e-03
7.143510994441851e-03	1.427838e+01	8.043674e+01	8.841307e-01	8.708714e-03
7.563510994441852e-03	1.427224e+01	7.534210e+01	8.170691e-01	8.046512e-03
7.963510994441847e-03	1.426460e+01	6.936663e+01	7.380706e-01	7.266356e-03
8.363510994441830e-03	1.425477e+01	6.239008e+01	6.455772e-01	6.352897e-03
8.763510994441814e-03	1.424217e+01	5.452162e+01	5.410595e-01	5.320664e-03
9.163510994441798e-03	1.422564e+01	4.588376e+01	4.261904e-01	4.186184e-03
9.543510994441782e-03	1.420427e+01	3.708603e+01	3.091855e-01	3.030531e-03
9.903510994441768e-03	1.417335e+01	2.832672e+01	1.929211e-01	1.882275e-03
1.006351099444176e-02	1.415249e+01	2.432333e+01	1.400900e-01	1.360542e-03
1.014351099444176e-02	1.413873e+01	2.229586e+01	1.135637e-01	1.098636e-03
1.020351099444176e-02	1.412403e+01	2.075925e+01	9.369365e-02	9.029638e-04
1.022351099444175e-02	1.412116e+01	2.024181e+01	8.720049e-02	8.382915e-04
1.024351099444175e-02	1.411133e+01	1.971894e+01	8.063769e-02	7.745798e-04
1.026351099444175e-02	1.410982e+01	1.918768e+01	7.441896e-02	7.123298e-04
1.028351099444175e-02	1.409582e+01	1.864368e+01	6.816530e-02	6.523726e-04
1.030351099444175e-02	1.410280e+01	1.808786e+01	6.256296e-02	5.945568e-04
1.032351099444175e-02	1.408493e+01	1.752678e+01	5.653536e-02	5.375349e-04
1.034351099444175e-02	1.408967e+01	1.696341e+01	5.101115e-02	4.806726e-04
1.036351099444175e-02	1.406910e+01	1.639898e+01	4.497211e-02	4.237298e-04
1.038351099444175e-02	1.407083e+01	1.583345e+01	3.942848e-02	3.667406e-04
1.040351099444175e-02	1.404747e+01	1.526642e+01	3.338736e-02	3.097912e-04
1.042351099444175e-02	1.404419e+01	1.469738e+01	2.785972e-02	2.529960e-04
1.044351099444175e-02	1.401438e+01	1.412494e+01	2.186292e-02	1.966418e-04
1.046351099444174e-02	1.399920e+01	1.354723e+01	1.646511e-02	1.411127e-04
1.048351099444174e-02	1.394784e+01	1.295702e+01	1.066495e-02	8.787045e-05
1.050351099444174e-02	1.388871e+01	1.234658e+01	5.976657e-03	3.854459e-05
1.050355005694174e-02	1.388916e+01	1.234719e+01	5.832977e-03	3.808010e-05
1.050362818194174e-02	1.389155e+01	1.234899e+01	5.726873e-03	3.703281e-05
1.050376231708524e-02	1.389110e+01	1.234579e+01	5.718039e-03	3.651862e-05
1.050430810794162e-02	1.388838e+01	1.232864e+01	5.574334e-03	3.526635e-05
1.050713735105115e-02	1.387268e+01	1.223758e+01	4.954940e-03	2.920759e-05
1.051037077174775e-02	1.385063e+01	1.213016e+01	4.277032e-03	2.295424e-05
1.051696407508558e-02	1.379676e+01	1.190498e+01	3.124057e-03	1.143311e-05
1.051814065641726e-02	1.378454e+01	1.186274e+01	2.954442e-03	9.788635e-06
1.051821649537539e-02	1.378400e+01	1.186025e+01	2.941609e-03	9.636115e-06
1.051825897156797e-02	1.378522e+01	1.186026e+01	2.923740e-03	9.262872e-06
1.051832196264289e-02	1.379278e+01	1.186530e+01	2.783670e-03	7.685122e-06
1.051839314296212e-02	1.380759e+01	1.187583e+01	2.456226e-03	4.913457e-06
1.051846532708595e-02	1.382294e+01	1.188609e+01	2.173983e-03	2.190516e-06
1.051850307262190e-02	1.382822e+01	1.188892e+01	2.099706e-03	1.281920e-06
1.051854762498804e-02	1.383146e+01	1.188971e+01	2.046808e-03	7.327532e-07
1.051859762681096e-02	1.383340e+01	1.188933e+01	2.013315e-03	3.746495e-07
1.051864892163115e-02	1.383425e+01	1.188817e+01	1.994032e-03	1.641253e-07
1.051869300978171e-02	1.383441e+01	1.188681e+01	1.984010e-03	5.689011e-08
1.051873605345078e-02	1.383423e+01	1.188529e+01	1.977530e-03	-8.579208e-09
1.051877944648684e-02	1.383384e+01	1.188365e+01	1.973076e-03	-5.226925e-08
1.051882093075421e-02	1.383334e+01	1.188202e+01	1.970108e-03	-8.054536e-08
1.051885907982245e-02	1.383280e+01	1.188048e+01	1.968141e-03	-9.827788e-08
1.051890028583735e-02	1.383216e+01	1.187878e+01	1.966583e-03	-1.112983e-07
1.051894540069095e-02	1.383140e+01	1.187690e+01	1.965339e-03	-1.208449e-07
1.051899700392664e-02	1.383050e+01	1.187473e+01	1.964288e-03	-1.279362e-07
1.051912009499855e-02	1.382824e+01	1.186951e+01	1.962613e-03	-1.362861e-07
1.051940050567306e-02	1.382293e+01	1.185755e+01	1.960194e-03	-1.408482e-07
1.053743174942123e-02	1.347406e+01	1.108494e+01	1.828297e-03	-1.733497e-07
1.054864775374613e-02	1.325227e+01	1.060184e+01	1.746317e-03	-1.863523e-07
1.056864775374613e-02	1.284986e+01	9.736810e+00	1.601583e-03	-1.972460e-07
1.064864775374613e-02	1.115058e+01	6.232334e+00	1.016189e-03	-2.166541e-07
1.072864775374612e-02	9.308584e+00	2.662178e+00	4.199788e-04	-2.341557e-07
1.076864775374612e-02	8.337068e+00	8.559183e-01	1.183900e-04	-2.424819e-07
1.078864775374612e-02	7.839196e+00	-5.193329e-02	-3.317293e-05	-2.465416e-07
1.082864775374612e-02	6.819956e+00	-1.876293e+00	-3.377339e-04	-2.544585e-07
1.084864775374612e-02	6.298874e+00	-2.792495e+00	-4.906806e-04	-2.583180e-07
1.088864775374612e-02	5.234501e+00	-4.632196e+00	-7.977562e-04	-2.658452e-07
1.094864775374611e-02	3.584523e+00	-7.407840e+00	-1.260996e-03	-2.766833e-07
1.098864775374611e-02	2.450539e+00	-9.267380e+00	-1.571317e-03	-2.836395e-07
1.102864775374611e-02	1.290626e+00	-1.113297e+01	-1.882627e-03	-2.904370e-07
1.104864775374611e-02	7.012822e-01	-1.206771e+01	-2.038610e-03	-2.939554e-07
1.106864775374611e-02	1.071392e-01	-1.300336e+01	-2.194827e-03	-2.981070e-07
1.107114775374611e-02	3.241941e-02	-1.312040e+01	-2.214451e-03	-2.990860e-07
1.107614775374611e-02	-1.177118e-01	-1.335459e+01	-2.253720e-03	-3.013000e-07
1.108614775374611e-02	-4.191628e-01	-1.382316e+01	-2.331949e-03	-3.038910e-07
1.112123438033395e-02	-1.487786e+00	-1.546881e+01	-2.606493e-03	-3.096032e-07
1.116123438033395e-02	-2.726119e+00	-1.734735e+01	-2.919873e-03	-3.155399e-07
1.122123438033394e-02	-4.623466e+00	-2.016845e+01	-3.390423e-03	-3.238096e-07
1.128123438033394e-02	-6.565712e+00	-2.299092e+01	-3.861144e-03	-3.314257e-07
1.134123438033394e-02	-8.549601e+00	-2.581202e+01	-4.331569e-03	-3.384450e-07
1.138123438033394e-02	-9.893759e+00	-2.769070e+01	-4.644813e-03	-3.428106e-07
1.142123438033394e-02	-1.125410e+01	-2.956686e+01	-4.957615e-03	-3.469341e-07
1.144123438033393e-02	-1.194005e+01	-3.050378e+01	-5.113816e-03	-3.489073e-07
1.146123438033393e-02	-1.262971e+01	-3.143980e+01	-5.269857e-03	-3.524049e-07
1.148123438033393e-02	-1.332218e+01	-3.237505e+01	-5.426363e-03	-3.610658e-07
1.148873438033393e-02	-1.358297e+01	-3.272534e+01	-5.486567e-03	-3.784689e-07
1.151444837116827e-02	-1.448112e+01	-3.392486e+01	-5.694474e-03	-4.600228e-07
1.155444837116827e-02	-1.588823e+01	-3.578694e+01	-6.018299e-03	-5.973971e-07
1.161444837116827e-02	-1.802150e+01	-3.856976e+01	-6.502972e-03	-8.104948e-07
1.169444837116826e-02	-2.090429e+01	-4.225769e+01	-7.146015e-03	-1.100404e-06
1.179444837116826e-02	-2.456070e+01	-4.682521e+01	-7.943334e-03	-1.468587e-06
1.193444837116825e-02	-2.975732e+01	-5.312627e+01	-9.044736e-03	-1.991181e-06
1.199694837116825e-02	-3.209909e+01	-5.590001e+01	-9.530009e-03	-2.229692e-06
1.200194837116825e-02	-3.228673e+01	-5.612054e+01	-9.570507e-03	-2.282349e-06
1.200519008544353e-02	-3.240798e+01	-5.626310e+01	-9.602618e-03	-2.387860e-06
1.200806512603325e-02	-3.251450e+01	-5.638863e+01	-9.645997e-03	-2.649199e-06
1.201076464782028e-02	-3.261253e+01	-5.650485e+01	-9.716216e-03	-3.220699e-06
1.201366916583904e-02	-3.271418e+01	-5.662681e+01	-9.849387e-03	-4.451128e-06
1.201674681908623e-02	-3.281734e+01	-5.675272e+01	-1.009117e-02	-6.419317e-06
1.201752856871843e-02	-3.284179e+01	-5.678325e+01	-1.017410e-02	-7.212416e-06
1.201856764427122e-02	-3.287344e+01	-5.682320e+01	-1.030011e-02	-8.392632e-06
1.201959694795361e-02	-3.290353e+01	-5.686176e+01	-1.044392e-02	-9.765969e-06
1.201998425269530e-02	-3.291451e+01	-5.687600e+01	-1.050312e-02	-1.033728e-05
1.202000172776184e-02	-3.291462e+01	-5.687628e+01	-1.050772e-02	-1.043704e-05
1.202003667789493e-02	-3.291279e+01	-5.687498e+01	-1.055127e-02	-1.101463e-05
1.202005914536359e-02	-3.290713e+01	-5.687009e+01	-1.064387e-02	-1.221584e-05
1.202008165132718e-02	-3.289096e+01	-5.685576e+01	-1.092205e-02	-1.534397e-05
1.202009717187870e-02	-3.286454e+01	-5.683213e+01	-1.137910e-02	-2.030656e-05
1.202011165173685e-02	-3.281369e+01	-5.678648e+01	-1.224486e-02	-2.975695e-05
1.202012547787269e-02	-3.272241e+01	-5.670446e+01	-1.379566e-02	-4.662271e-05
1.202013932477058e-02	-3.255836e+01	-5.655712e+01	-1.657813e-02	-7.682574e-05
1.202015330732997e-02	-3.226623e+01	-5.629484e+01	-2.147773e-02	-1.304949e-04
1.202016848300727e-02	-3.172720e+01	-5.581213e+01	-3.072687e-02	-2.291731e-04
1.202018267426178e-02	-3.089635e+01	-5.506968e+01	-4.510100e-02	-3.808648e-04
1.202019775027460e-02	-2.951979e+01	-5.384354e+01	-6.923135e-02	-6.313068e-04
1.202021277516160e-02	-2.753583e+01	-5.208509e+01	-1.046748e-01	-9.904122e-04
1.202022929770905e-02	-2.471996e+01	-4.960997e+01	-1.563414e-01	-1.495830e-03
1.202024763732395e-02	-2.125753e+01	-4.660246e+01	-2.199211e-01	-2.109944e-03
1.202025911118461e-02	-1.919919e+01	-4.482758e+01	-2.557863e-01	-2.472404e-03
1.202026622139455e-02	-1.816146e+01	-4.391448e+01	-2.743567e-01	-2.658881e-03
1.202027700645653e-02	-1.698042e+01	-4.282876e+01	-2.964422e-01	-2.880558e-03
1.202028436423575e-02	-1.638764e+01	-4.227757e+01	-3.071133e-01	-2.993104e-03
1.202029339578731e-02	-1.589686e+01	-4.182502e+01	-3.165849e-01	-3.085548e-03
1.202031024922977e-02	-1.531522e+01	-4.128704e+01	-3.278508e-01	-3.195482e-03
1.202033250917582e-02	-1.487485e+01	-4.088005e+01	-3.358518e-01	-3.278710e-03
1.202036520891134e-02	-1.455605e+01	-4.058503e+01	-3.415352e-01	-3.339142e-03
1.202040555836698e-02	-1.438238e+01	-4.042494e+01	-3.444407e-01	-3.372078e-03
1.202046766002137e-02	-1.428441e+01	-4.033502e+01	-3.460776e-01	-3.390828e-03
1.202055400369885e-02	-1.423990e+01	-4.029550e+01	-3.467499e-01	-3.399440e-03
1.202070132972242e-02	-1.422094e+01	-4.028055e+01	-3.470675e-01	-3.403422e-03
1.202095490927462e-02	-1.421370e+01	-4.027890e+01	-3.472048e-01	-3.405386e-03
1.202125254741994e-02	-1.421255e+01	-4.028342e+01	-3.472818e-01	-3.406373e-03
1.205351595394990e-02	-1.421345e+01	-4.091312e+01	-3.549421e-01	-3.481907e-03
1.209351595394990e-02	-1.421524e+01	-4.169724e+01	-3.645270e-01	-3.576474e-03
1.211351595394990e-02	-1.421595e+01	-4.209036e+01	-3.693529e-01	-3.624146e-03
1.213351595394990e-02	-1.421699e+01	-4.248412e+01	-3.742160e-01	-3.672063e-03
1.215351595394989e-02	-1.421770e+01	-4.287843e+01	-3.790897e-01	-3.720210e-03
1.217351595394989e-02	-1.421873e+01	-4.327325e+01	-3.839975e-01	-3.768573e-03
1.219351595394989e-02	-1.421943e+01	-4.366850e+01	-3.889132e-01	-3.817138e-03
1.221351595394989e-02	-1.422044e+01	-4.406411e+01	-3.938602e-01	-3.865893e-03
1.223351595394989e-02	-1.422112e+01	-4.446003e+01	-3.988127e-01	-3.914825e-03
1.225351595394989e-02	-1.422212e+01	-4.485619e+01	-4.037936e-01	-3.963920e-03
1.227351595394989e-02	-1.422280e+01	-4.525254e+01	-4.087779e-01	-4.013166e-03
1.229351595394989e-02	-1.422378e+01	-4.564902e+01	-4.137878e-01	-4.062552e-03
1.231351595394989e-02	-1.422444e+01	-4.604556e+01	-4.187988e-01	-4.112066e-03
1.233351595394989e-02	-1.422541e+01	-4.644211e+01	-4.238330e-01	-4.161695e-03
1.235351595394989e-02	-1.422606e+01	-4.683862e+01	-4.288663e-01	-4.211430e-03
1.237351595394989e-02	-1.422701e+01	-4.723503e+01	-4.339203e-01	-4.261259e-03
1.241351595394988e-02	-1.422859e+01	-4.802733e+01	-4.440409e-01	-4.361158e-03
1.245351595394988e-02	-1.423013e+01	-4.881860e+01	-4.541864e-01	-4.461308e-03
1.249351595394988e-02	-1.423165e+01	-4.960844e+01	-4.643491e-01	-4.561632e-03
1.255351595394988e-02	-1.423374e+01	-5.078965e+01	-4.796036e-01	-4.712281e-03
1.261351595394988e-02	-1.423605e+01	-5.196551e+01	-4.948659e-01	-4.862914e-03
1.267351595394987e-02	-1.423802e+01	-5.313482e+01	-5.100930e-01	-5.013308e-03
1.275351595394987e-02	-1.424074e+01	-5.468176e+01	-5.303274e-01	-5.213101e-03
1.283351595394987e-02	-1.424336e+01	-5.621252e+01	-5.504337e-01	-5.411641e-03
1.293351595394986e-02	-1.424661e+01	-5.809961e+01	-5.753264e-01	-5.657414e-03
1.303351595394986e-02	-1.424946e+01	-5.995341e+01	-5.998678e-01	-5.899819e-03
1.315351595394985e-02	-1.425284e+01	-6.212846e+01	-6.287748e-01	-6.185307e-03
1.329351595394985e-02	-1.425665e+01	-6.458978e+01	-6.616148e-01	-6.509613e-03
1.345351595394984e-02	-1.426054e+01	-6.729113e+01	-6.977865e-01	-6.866884e-03
1.363351595394983e-02	-1.426442e+01	-7.017334e+01	-7.365158e-01	-7.249475e-03
1.383351595394983e-02	-1.426840e+01	-7.316315e+01	-7.768376e-01	-7.647773e-03
1.405351595394982e-02	-1.427237e+01	-7.617216e+01	-8.175690e-01	-8.050100e-03
1.431351595394981e-02	-1.427617e+01	-7.932252e+01	-8.603815e-01	-8.473080e-03
1.459351595394980e-02	-1.427962e+01	-8.219193e+01	-8.995824e-01	-8.860370e-03
1.491351595394978e-02	-1.428265e+01	-8.477003e+01	-9.350746e-01	-9.211052e-03
1.511351595394977e-02	-1.428407e+01	-8.598695e+01	-9.520042e-01	-9.378348e-03
1.545351595394976e-02	-1.428575e+01	-8.733933e+01	-9.712223e-01	-9.568273e-03
1.581351595394975e-02	-1.428631e+01	-8.776995e+01	-9.781727e-01	-9.637070e-03
1.615351595394973e-02	-1.428571e+01	-8.722280e+01	-9.719527e-01	-9.575805e-03
1.633351595394972e-02	-1.428513e+01	-8.655894e+01	-9.636453e-01	-9.493790e-03
1.675351595394971e-02	-1.428231e+01	-8.401601e+01	-9.309027e-01	-9.170581e-03
1.717351595394969e-02	-1.427802e+01	-8.011858e+01	-8.799589e-01	-8.667519e-03
1.759351595394967e-02	-1.427173e+01	-7.493302e+01	-8.116726e-01	-7.993219e-03
1.799351595394966e-02	-1.426394e+01	-6.887812e+01	-7.316034e-01	-7.202486e-03
1.839351595394964e-02	-1.425393e+01	-6.183017e+01	-6.381468e-01	-6.279512e-03
1.879351595394962e-02	-1.424109e+01	-5.389927e+01	-5.327876e-01	-5.238965e-03
1.919351595394961e-02	-1.422420e+01	-4.520876e+01	-4.172121e-01	-4.097507e-03
1.957351595394959e-02	-1.420218e+01	-3.637054e+01	-2.996739e-01	-2.936596e-03
1.991351595394958e-02	-1.417187e+01	-2.807839e+01	-1.896218e-01	-1.849815e-03
1.999351595394958e-02	-1.416208e+01	-2.608294e+01	-1.632458e-01	-1.589364e-03
2.000000000000000e-02	-1.416124e+01	-2.592022e+01	-1.611166e-01	-1.568275e-03
Step Information: A=999m  (Step: 3/3)
0.000000000000000e+00	-1.604570e-22	-4.307828e-23	8.615638e-25	8.688811e-27
5.919904368535363e-07	1.014577e-08	1.128308e-05	1.572350e-09	2.897895e-13
1.663486358681824e-06	8.994538e-08	7.740733e-05	1.231168e-08	1.196341e-12
2.225812761907312e-06	1.755487e-07	1.351830e-04	2.201336e-08	1.861426e-12
2.773384255852029e-06	3.018308e-07	2.085290e-04	3.414817e-08	2.649328e-12
3.465035477277741e-06	5.349571e-07	3.252821e-04	5.326431e-08	3.842564e-12
4.302703757184905e-06	9.459915e-07	5.015313e-04	8.207482e-08	5.574128e-12
5.377995727513821e-06	1.720132e-06	7.833572e-04	1.281371e-07	8.254047e-12
6.693046527127692e-06	3.122928e-06	1.212797e-03	1.983308e-07	1.222947e-11
8.358660640177644e-06	5.774782e-06	1.890589e-03	3.091014e-07	1.836812e-11
1.041181409624515e-05	1.068811e-05	2.931577e-03	4.792209e-07	2.763137e-11
1.299753617069004e-05	2.003845e-05	4.564930e-03	7.461155e-07	4.196309e-11
1.620229426049850e-05	3.763947e-05	7.086664e-03	1.158166e-06	6.384822e-11
2.022618129867774e-05	7.133296e-05	1.103038e-02	1.802529e-06	9.778908e-11
2.523203913584746e-05	1.354636e-04	1.713992e-02	2.800767e-06	1.500507e-10
3.151014953091748e-05	2.588430e-04	2.667975e-02	4.359450e-06	2.313245e-10
3.934421358407357e-05	4.955706e-04	4.149660e-02	6.780380e-06	3.572762e-10
