time	V(d)	Id(J1)
Step Information: Vgs=-5  (Step: 1/6)
9.999931071973492e-01	1.999986e+01	1.358971e-03
1.000000000000000e+00	2.000000e+01	1.358971e-03
Step Information: Vgs=-1  (Step: 5/6)
0.000000000000000e+00	0.000000e+00	1.448072e-12
5.931071992655061e-04	1.186214e-02	6.105602e-05
2.193107199265510e-03	4.386215e-02	2.239871e-04
4.783107199265479e-03	9.566215e-02	4.822329e-04
8.343107199265334e-03	1.668621e-01	8.260944e-04
1.005310719926526e-02	2.010621e-01	9.866906e-04
1.490310719926507e-02	2.980621e-01	1.426022e-03
2.029310719926485e-02	4.058622e-01	1.886201e-03
2.677310719926458e-02	5.354621e-01	2.400263e-03
3.053310719926443e-02	6.106622e-01	2.678905e-03
3.811310719926651e-02	7.622622e-01	3.196713e-03
4.077310719926732e-02	8.154622e-01	3.364487e-03
4.916310719926989e-02	9.832621e-01	3.846146e-03
5.101310719927046e-02	1.020262e+00	3.942630e-03
6.000310719927321e-02	1.200062e+00	4.361381e-03
6.125310719927359e-02	1.225062e+00	4.413017e-03
7.068310719927080e-02	1.413662e+00	4.750613e-03
7.149310719927049e-02	1.429862e+00	4.775329e-03
8.122310719926672e-02	1.624462e+00	5.019169e-03
8.173310719926652e-02	1.634662e+00	5.029245e-03
9.165310719926267e-02	1.833062e+00	5.171556e-03
9.197310719926255e-02	1.839462e+00	5.174445e-03
1.022131071992586e-01	2.044262e+00	5.212591e-03
1.124531071992546e-01	2.249062e+00	5.214970e-03
1.226931071992506e-01	2.453862e+00	5.217349e-03
1.329331071992577e-01	2.658662e+00	5.219727e-03
1.431731071992679e-01	2.863462e+00	5.222105e-03
1.534131071992782e-01	3.068262e+00	5.224484e-03
1.636531071992884e-01	3.273062e+00	5.226863e-03
1.738931071992987e-01	3.477862e+00	5.229241e-03
1.841331071993089e-01	3.682662e+00	5.231619e-03
1.943731071993191e-01	3.887462e+00	5.233998e-03
2.046131071993294e-01	4.092262e+00	5.236376e-03
2.148531071993396e-01	4.297062e+00	5.238755e-03
2.250931071993499e-01	4.501862e+00	5.241133e-03
2.353331071993601e-01	4.706662e+00	5.243511e-03
2.455731071993703e-01	4.911462e+00	5.245890e-03
2.558131071993806e-01	5.116262e+00	5.248268e-03
2.660531071993908e-01	5.321062e+00	5.250647e-03
2.762931071994010e-01	5.525862e+00	5.253025e-03
2.865331071994113e-01	5.730662e+00	5.255403e-03
2.967731071994215e-01	5.935462e+00	5.257782e-03
3.070131071994318e-01	6.140262e+00	5.260160e-03
3.172531071994420e-01	6.345062e+00	5.262538e-03
3.274931071994522e-01	6.549862e+00	5.264916e-03
3.377331071994625e-01	6.754662e+00	5.267295e-03
3.479731071994727e-01	6.959462e+00	5.269673e-03
3.582131071994830e-01	7.164262e+00	5.272051e-03
3.684531071994932e-01	7.369062e+00	5.274429e-03
3.786931071995034e-01	7.573862e+00	5.276808e-03
3.889331071995137e-01	7.778662e+00	5.279186e-03
3.991731071995239e-01	7.983462e+00	5.281564e-03
4.094131071995342e-01	8.188262e+00	5.283942e-03
4.196531071995444e-01	8.393063e+00	5.286321e-03
4.298931071995546e-01	8.597862e+00	5.288699e-03
4.401331071995649e-01	8.802662e+00	5.291077e-03
4.503731071995751e-01	9.007463e+00	5.293455e-03
4.606131071995854e-01	9.212262e+00	5.295833e-03
4.708531071995956e-01	9.417062e+00	5.298211e-03
4.810931071996059e-01	9.621862e+00	5.300589e-03
4.913331071996161e-01	9.826662e+00	5.302968e-03
5.015731071996176e-01	1.003146e+01	5.305346e-03
5.118131071995710e-01	1.023626e+01	5.307724e-03
5.220531071995244e-01	1.044106e+01	5.310102e-03
5.322931071994778e-01	1.064586e+01	5.312480e-03
5.425331071994312e-01	1.085066e+01	5.314858e-03
5.527731071993846e-01	1.105546e+01	5.317236e-03
5.630131071993379e-01	1.126026e+01	5.319614e-03
5.732531071992913e-01	1.146506e+01	5.321992e-03
5.834931071992447e-01	1.166986e+01	5.324370e-03
5.937331071991981e-01	1.187466e+01	5.326748e-03
6.039731071991515e-01	1.207946e+01	5.329126e-03
6.142131071991049e-01	1.228426e+01	5.331504e-03
6.244531071990583e-01	1.248906e+01	5.333882e-03
6.346931071990117e-01	1.269386e+01	5.336260e-03
6.449331071989651e-01	1.289866e+01	5.338638e-03
6.551731071989185e-01	1.310346e+01	5.341016e-03
6.654131071988719e-01	1.330826e+01	5.343394e-03
6.756531071988253e-01	1.351306e+01	5.345772e-03
6.858931071987787e-01	1.371786e+01	5.348150e-03
6.961331071987321e-01	1.392266e+01	5.350527e-03
7.063731071986855e-01	1.412746e+01	5.352905e-03
7.166131071986389e-01	1.433226e+01	5.355283e-03
7.268531071985923e-01	1.453706e+01	5.357661e-03
7.370931071985457e-01	1.474186e+01	5.360039e-03
7.473331071984991e-01	1.494666e+01	5.362417e-03
7.575731071984525e-01	1.515146e+01	5.364794e-03
7.678131071984059e-01	1.535626e+01	5.367172e-03
7.780531071983593e-01	1.556106e+01	5.369550e-03
7.882931071983127e-01	1.576586e+01	5.371928e-03
7.985331071982661e-01	1.597066e+01	5.374305e-03
8.087731071982195e-01	1.617546e+01	5.376684e-03
8.190131071981729e-01	1.638026e+01	5.379061e-03
8.292531071981263e-01	1.658506e+01	5.381439e-03
