time	V(D,G)	V(a1)	V(l)	Ix(U1:G)
4.604613740585661e-04	3.787383e+00	7.837615e+00	1.319775e-03	1.534358e-07
4.804613740585661e-04	4.091954e+00	8.413719e+00	1.416211e-03	1.582989e-07
5.004613740585660e-04	4.405985e+00	9.002002e+00	1.514661e-03	1.630514e-07
5.204613740585661e-04	4.729262e+00	9.601835e+00	1.615023e-03	1.676963e-07
5.404613740585661e-04	5.061573e+00	1.021262e+01	1.717197e-03	1.722365e-07
5.804613740585662e-04	5.752486e+00	1.146480e+01	1.926607e-03	1.810139e-07
6.204613740585663e-04	6.477149e+00	1.275431e+01	2.142189e-03	1.894042e-07
6.604613740585664e-04	7.234068e+00	1.407731e+01	2.363307e-03	1.974263e-07
7.004613740585666e-04	8.021820e+00	1.543031e+01	2.589382e-03	2.050979e-07
7.404613740585667e-04	8.839048e+00	1.681014e+01	2.819888e-03	2.124351e-07
8.004613740585668e-04	1.011734e+01	1.892395e+01	3.172919e-03	2.228460e-07
8.604613740585670e-04	1.145492e+01	2.108304e+01	3.533416e-03	2.325831e-07
9.204613740585671e-04	1.284790e+01	2.327982e+01	3.900123e-03	2.432755e-07
9.429613740585672e-04	1.338242e+01	2.411116e+01	4.040005e-03	2.551322e-07
9.579613740585672e-04	1.374411e+01	2.466844e+01	4.135714e-03	2.854303e-07
9.967117432850329e-04	1.469165e+01	2.611513e+01	4.385659e-03	3.763043e-07
1.076711743285033e-03	1.670773e+01	2.913084e+01	4.908273e-03	5.808191e-07
1.176711743285033e-03	1.933468e+01	3.294288e+01	5.569975e-03	8.504783e-07
1.296711743285034e-03	2.262579e+01	3.755536e+01	6.371754e-03	1.188215e-06
1.436711743285034e-03	2.662941e+01	4.295634e+01	7.311985e-03	1.597621e-06
1.596711743285034e-03	3.138274e+01	4.911471e+01	8.385758e-03	2.081446e-06
1.619211743285034e-03	3.206350e+01	4.997751e+01	8.536310e-03	2.151713e-06
1.624211743285034e-03	3.221522e+01	5.016895e+01	8.570369e-03	2.185120e-06
1.629638553426426e-03	3.237961e+01	5.037635e+01	8.612568e-03	2.287482e-06
1.633325085795730e-03	3.249050e+01	5.051653e+01	8.654076e-03	2.496307e-06
1.636604568957173e-03	3.258752e+01	5.063985e+01	8.715695e-03	2.958079e-06
1.640069918525264e-03	3.268687e+01	5.076758e+01	8.828592e-03	3.967729e-06
1.643804396335643e-03	3.278829e+01	5.090073e+01	9.037247e-03	5.968234e-06
1.647814754033152e-03	3.289060e+01	5.103894e+01	9.406753e-03	9.089111e-06
1.648838270245659e-03	3.291436e+01	5.107229e+01	9.530851e-03	1.027754e-05
1.648850760040364e-03	3.291447e+01	5.107253e+01	9.533735e-03	1.032691e-05
1.648875739629774e-03	3.291292e+01	5.107138e+01	9.553677e-03	1.075844e-05
1.648913184468037e-03	3.290342e+01	5.106321e+01	9.710226e-03	1.271756e-05
1.648933706182982e-03	3.288716e+01	5.104881e+01	9.992016e-03	1.581831e-05
1.648950155975344e-03	3.285569e+01	5.102067e+01	1.053904e-02	2.169128e-05
1.648963870370209e-03	3.280259e+01	5.097301e+01	1.145224e-02	3.152683e-05
1.648977347507881e-03	3.270586e+01	5.088610e+01	1.309091e-02	4.937476e-05
1.648991082322677e-03	3.253129e+01	5.072932e+01	1.604624e-02	8.148803e-05
1.649005064661067e-03	3.222074e+01	5.045058e+01	2.126515e-02	1.385018e-04
1.649020100615222e-03	3.165618e+01	4.994512e+01	3.095643e-02	2.418093e-04
1.649034330408390e-03	3.078132e+01	4.916358e+01	4.610854e-02	4.014711e-04
1.649049381464732e-03	2.934838e+01	4.788776e+01	7.126100e-02	6.620473e-04
1.649064514685488e-03	2.728498e+01	4.606013e+01	1.082057e-01	1.035271e-03
1.649081161246066e-03	2.440026e+01	4.352755e+01	1.613315e-01	1.552429e-03
1.649099845899246e-03	2.086927e+01	4.046430e+01	2.257692e-01	2.177943e-03
1.649110058654501e-03	1.906481e+01	3.890797e+01	2.570463e-01	2.495837e-03
1.649117133716665e-03	1.805511e+01	3.801546e+01	2.752077e-01	2.678178e-03
1.649127096409183e-03	1.697165e+01	3.701699e+01	2.953758e-01	2.882042e-03
1.649133497016313e-03	1.645130e+01	3.653405e+01	3.048251e-01	2.980610e-03
1.649142761283457e-03	1.594186e+01	3.606408e+01	3.149067e-01	3.076605e-03
1.649161289817744e-03	1.530911e+01	3.547956e+01	3.273104e-01	3.196099e-03
1.649187867579545e-03	1.480800e+01	3.501622e+01	3.361106e-01	3.290930e-03
1.649218157841053e-03	1.453383e+01	3.476283e+01	3.408231e-01	3.342932e-03
1.649261445556001e-03	1.436870e+01	3.461127e+01	3.436832e-01	3.374270e-03
1.649324822306657e-03	1.427824e+01	3.452924e+01	3.451621e-01	3.391598e-03
1.649417406340145e-03	1.423681e+01	3.449384e+01	3.457988e-01	3.399675e-03
1.649846667263773e-03	1.421340e+01	3.448605e+01	3.462256e-01	3.405247e-03
1.704826108465565e-03	1.421451e+01	3.624445e+01	3.604684e-01	3.544981e-03
1.764826108465565e-03	1.421744e+01	3.809527e+01	3.761423e-01	3.698631e-03
1.824826108465565e-03	1.422009e+01	3.987846e+01	3.919350e-01	3.853635e-03
1.884826108465565e-03	1.422287e+01	4.160101e+01	4.078352e-01	4.009763e-03
1.944826108465565e-03	1.422536e+01	4.326888e+01	4.238103e-01	4.166782e-03
2.004826108465565e-03	1.422798e+01	4.488714e+01	4.398481e-01	4.324461e-03
2.064826108465566e-03	1.423034e+01	4.646015e+01	4.559163e-01	4.482569e-03
2.124826108465566e-03	1.423281e+01	4.799157e+01	4.720029e-01	4.640881e-03
2.184826108465566e-03	1.423502e+01	4.948454e+01	4.880766e-01	4.799178e-03
2.244826108465566e-03	1.423736e+01	5.094170e+01	5.041264e-01	4.957246e-03
2.304826108465566e-03	1.423943e+01	5.236527e+01	5.201226e-01	5.114882e-03
2.344826108465566e-03	1.424085e+01	5.329659e+01	5.307516e-01	5.219636e-03
2.384826108465566e-03	1.424223e+01	5.421429e+01	5.413448e-01	5.324054e-03
2.424826108465567e-03	1.424359e+01	5.511879e+01	5.518968e-01	5.428081e-03
2.464826108465567e-03	1.424492e+01	5.601046e+01	5.624024e-01	5.531667e-03
2.504826108465567e-03	1.424622e+01	5.688963e+01	5.728566e-01	5.634760e-03
2.544826108465567e-03	1.424750e+01	5.775656e+01	5.832546e-01	5.737310e-03
2.584826108465567e-03	1.424875e+01	5.861152e+01	5.935916e-01	5.839270e-03
2.624826108465567e-03	1.424997e+01	5.945472e+01	6.038630e-01	5.940595e-03
2.644826108465567e-03	1.425067e+01	5.987196e+01	6.089751e-01	5.991005e-03
2.664826108465567e-03	1.425117e+01	6.028633e+01	6.140645e-01	6.041239e-03
2.684826108465567e-03	1.425185e+01	6.069784e+01	6.191400e-01	6.091293e-03
2.704826108465567e-03	1.425234e+01	6.110651e+01	6.241919e-01	6.141161e-03
2.724826108465567e-03	1.425301e+01	6.151236e+01	6.292287e-01	6.190838e-03
2.744826108465567e-03	1.425349e+01	6.191540e+01	6.342409e-01	6.240319e-03
2.764826108465567e-03	1.425415e+01	6.231564e+01	6.392372e-01	6.289599e-03
2.784826108465567e-03	1.425462e+01	6.271310e+01	6.442078e-01	6.338674e-03
2.804826108465568e-03	1.425527e+01	6.310778e+01	6.491615e-01	6.387537e-03
2.824826108465568e-03	1.425572e+01	6.349970e+01	6.540886e-01	6.436186e-03
2.844826108465568e-03	1.425636e+01	6.388886e+01	6.589979e-01	6.484615e-03
2.864826108465568e-03	1.425680e+01	6.427528e+01	6.638797e-01	6.532819e-03
2.884826108465568e-03	1.425742e+01	6.465894e+01	6.687428e-01	6.580795e-03
2.904826108465568e-03	1.425786e+01	6.503987e+01	6.735775e-01	6.628538e-03
2.924826108465568e-03	1.425847e+01	6.541808e+01	6.783927e-01	6.676044e-03
2.944826108465568e-03	1.425889e+01	6.579354e+01	6.831787e-01	6.723309e-03
2.964826108465568e-03	1.425949e+01	6.616628e+01	6.879442e-01	6.770328e-03
2.984826108465568e-03	1.425990e+01	6.653630e+01	6.926799e-01	6.817098e-03
3.024826108465568e-03	1.426089e+01	6.726817e+01	7.020779e-01	6.909873e-03
3.064826108465568e-03	1.426186e+01	6.798914e+01	7.113698e-01	7.001604e-03
3.104826108465568e-03	1.426281e+01	6.869923e+01	7.205523e-01	7.092261e-03
3.164826108465568e-03	1.426428e+01	6.974393e+01	7.341175e-01	7.226171e-03
3.224826108465569e-03	1.426552e+01	7.076400e+01	7.474170e-01	7.357508e-03
3.284826108465569e-03	1.426691e+01	7.175937e+01	7.604508e-01	7.486187e-03
3.364826108465569e-03	1.426856e+01	7.304785e+01	7.773921e-01	7.653480e-03
3.444826108465569e-03	1.427013e+01	7.429181e+01	7.938204e-01	7.815715e-03
3.544826108465569e-03	1.427191e+01	7.578351e+01	8.136059e-01	8.011138e-03
3.644826108465570e-03	1.427375e+01	7.720409e+01	8.325363e-01	8.198083e-03
3.764826108465570e-03	1.427571e+01	7.881361e+01	8.540760e-01	8.410832e-03
3.904826108465570e-03	1.427770e+01	8.055801e+01	8.775283e-01	8.642509e-03
4.044826108465570e-03	1.427968e+01	8.215627e+01	8.991211e-01	8.855786e-03
4.204826108465571e-03	1.428159e+01	8.380061e+01	9.214425e-01	9.076296e-03
4.384826108465571e-03	1.428336e+01	8.541386e+01	9.434651e-01	9.293891e-03
4.604826108465572e-03	1.428530e+01	8.703886e+01	9.658260e-01	9.514807e-03
4.844826108465572e-03	1.428681e+01	8.836881e+01	9.843562e-01	9.697923e-03
5.104826108465573e-03	1.428777e+01	8.928030e+01	9.973884e-01	9.826769e-03
5.384826108465574e-03	1.428823e+01	8.964003e+01	1.003125e+00	9.883544e-03
5.664826108465575e-03	1.428800e+01	8.935241e+01	1.000201e+00	9.854774e-03
5.884826108465575e-03	1.428742e+01	8.867363e+01	9.918367e-01	9.772232e-03
5.984826108465575e-03	1.428688e+01	8.823425e+01	9.862764e-01	9.717373e-03
6.404826108465577e-03	1.428409e+01	8.550848e+01	9.511126e-01	9.370198e-03
6.824826108465578e-03	1.427944e+01	8.139945e+01	8.973494e-01	8.839345e-03
7.244826108465579e-03	1.427315e+01	7.597842e+01	8.259308e-01	8.134054e-03
7.644826108465580e-03	1.426515e+01	6.968147e+01	7.426311e-01	7.311412e-03
8.044826108465571e-03	1.425489e+01	6.237843e+01	6.457656e-01	6.354768e-03
8.444826108465555e-03	1.424173e+01	5.418369e+01	5.368781e-01	5.279368e-03
8.844826108465539e-03	1.422440e+01	4.522506e+01	4.177169e-01	4.102488e-03
9.224826108465523e-03	1.420139e+01	3.613227e+01	2.967713e-01	2.908012e-03
9.564826108465509e-03	1.417002e+01	2.761559e+01	1.837675e-01	1.791954e-03
9.704826108465504e-03	1.415032e+01	2.402119e+01	1.363672e-01	1.323914e-03
9.784826108465500e-03	1.413551e+01	2.194318e+01	1.092196e-01	1.055902e-03
9.824826108465499e-03	1.412641e+01	2.089489e+01	9.569950e-02	9.225210e-04
9.844826108465498e-03	1.412134e+01	2.036689e+01	8.899000e-02	8.563685e-04
9.864826108465497e-03	1.411493e+01	1.983434e+01	8.233001e-02	7.909184e-04
9.884826108465496e-03	1.410814e+01	1.929383e+01	7.582053e-02	7.268264e-04
9.904826108465496e-03	1.410128e+01	1.874130e+01	6.953762e-02	6.650662e-04
9.924826108465495e-03	1.409802e+01	1.817680e+01	6.356638e-02	6.056760e-04
1.002482610846549e-02	1.405426e+01	1.531044e+01	3.415141e-02	3.162154e-04
1.004482610846549e-02	1.404043e+01	1.473423e+01	2.831544e-02	2.586613e-04
1.006482610846549e-02	1.402147e+01	1.415552e+01	2.247800e-02	2.015405e-04
1.008482610846549e-02	1.399673e+01	1.357210e+01	1.675883e-02	1.453131e-04
1.010482610846549e-02	1.395649e+01	1.297787e+01	1.115879e-02	9.123947e-05
1.012486517096549e-02	1.389707e+01	1.236927e+01	6.026603e-03	3.972823e-05
1.012509954596549e-02	1.389663e+01	1.236249e+01	5.965874e-03	3.905689e-05
1.012879147562094e-02	1.387709e+01	1.224369e+01	5.123368e-03	3.092512e-05
1.013292230845475e-02	1.385156e+01	1.210814e+01	4.252274e-03	2.236702e-05
1.013436169164692e-02	1.384090e+01	1.205952e+01	3.972142e-03	1.966879e-05
1.013600670100939e-02	1.382731e+01	1.200283e+01	3.669199e-03	1.681628e-05
1.013937742145940e-02	1.379661e+01	1.188472e+01	3.115654e-03	1.136976e-05
1.014037028049823e-02	1.378614e+01	1.184882e+01	2.972039e-03	9.993855e-06
1.014046977470070e-02	1.378524e+01	1.184536e+01	2.958075e-03	9.826946e-06
1.014057052233965e-02	1.378560e+01	1.184301e+01	2.930710e-03	9.423129e-06
1.014061679591752e-02	1.378931e+01	1.184513e+01	2.869437e-03	8.584621e-06
1.014068979470019e-02	1.380337e+01	1.185526e+01	2.572250e-03	5.876187e-06
1.014075662803771e-02	1.381972e+01	1.186686e+01	2.258693e-03	2.923926e-06
1.014077035906623e-02	1.382254e+01	1.186868e+01	2.217135e-03	2.430409e-06
1.014079782112329e-02	1.382636e+01	1.187066e+01	2.146037e-03	1.786989e-06
1.014085274523740e-02	1.383143e+01	1.187248e+01	2.058443e-03	9.330951e-07
1.014091100016922e-02	1.383423e+01	1.187245e+01	2.013436e-03	4.282675e-07
1.014097746446093e-02	1.383541e+01	1.187100e+01	1.988421e-03	1.402064e-07
1.014101788253723e-02	1.383551e+01	1.186974e+01	1.980040e-03	4.355453e-08
1.014105724220913e-02	1.383532e+01	1.186832e+01	1.974370e-03	-1.261646e-08
1.014110088164377e-02	1.383491e+01	1.186666e+01	1.969977e-03	-5.500062e-08
1.014114281099047e-02	1.383440e+01	1.186499e+01	1.967035e-03	-8.297386e-08
1.014118056629408e-02	1.383386e+01	1.186345e+01	1.965123e-03	-1.001615e-07
1.014122158052942e-02	1.383321e+01	1.186175e+01	1.963595e-03	-1.128510e-07
1.014126704633827e-02	1.383244e+01	1.185985e+01	1.962357e-03	-1.222799e-07
1.014131886775834e-02	1.383152e+01	1.185765e+01	1.961314e-03	-1.292544e-07
1.014144272364129e-02	1.382923e+01	1.185237e+01	1.959643e-03	-1.374569e-07
1.014172589675779e-02	1.382384e+01	1.184023e+01	1.957204e-03	-1.419093e-07
1.016002442891193e-02	1.346902e+01	1.105510e+01	1.823259e-03	-1.735276e-07
1.017150483825571e-02	1.324289e+01	1.056339e+01	1.739807e-03	-1.858209e-07
1.019150483825571e-02	1.284401e+01	9.707939e+00	1.596737e-03	-1.950496e-07
1.025150483825571e-02	1.160929e+01	7.150389e+00	1.169916e-03	-2.057733e-07
1.029150483825570e-02	1.075359e+01	5.452222e+00	8.865265e-04	-2.122794e-07
1.031150483825570e-02	1.031624e+01	4.604938e+00	7.451301e-04	-2.154678e-07
1.033150483825570e-02	9.872690e+00	3.758753e+00	6.039359e-04	-2.186133e-07
1.037150483825570e-02	8.967325e+00	2.069414e+00	3.220488e-04	-2.247770e-07
1.043150483825570e-02	7.564981e+00	-4.578678e-01	-9.963886e-05	-2.337099e-07
1.049150483825570e-02	6.111631e+00	-2.978174e+00	-5.201166e-04	-2.422792e-07
1.057150483825569e-02	4.098622e+00	-6.329266e+00	-1.079161e-03	-2.531760e-07
1.063150483825569e-02	2.535517e+00	-8.836335e+00	-1.497376e-03	-2.610039e-07
1.067150483825569e-02	1.469332e+00	-1.050492e+01	-1.775705e-03	-2.661105e-07
1.071150483825569e-02	3.846520e-01	-1.217130e+01	-2.053669e-03	-2.721401e-07
1.073150483825569e-02	-1.644044e-01	-1.300366e+01	-2.192875e-03	-2.766032e-07
1.075150483825569e-02	-7.178437e-01	-1.383547e+01	-2.331658e-03	-2.801539e-07
1.079150483825568e-02	-1.837531e+00	-1.549742e+01	-2.608847e-03	-2.849461e-07
1.085150483825568e-02	-3.547835e+00	-1.798602e+01	-3.023847e-03	-2.915074e-07
1.093150483825568e-02	-5.882319e+00	-2.129553e+01	-3.575685e-03	-2.995129e-07
1.099150483825568e-02	-7.670997e+00	-2.377062e+01	-3.988352e-03	-3.050355e-07
1.105150483825567e-02	-9.489787e+00	-2.623909e+01	-4.399861e-03	-3.101769e-07
1.109150483825567e-02	-1.071804e+01	-2.788074e+01	-4.673522e-03	-3.134017e-07
1.111150483825567e-02	-1.133666e+01	-2.870030e+01	-4.810142e-03	-3.149550e-07
1.113150483825567e-02	-1.195819e+01	-2.951898e+01	-4.946597e-03	-3.164695e-07
1.115150483825567e-02	-1.258254e+01	-3.033675e+01	-5.082913e-03	-3.182825e-07
1.117150483825567e-02	-1.320905e+01	-3.115378e+01	-5.219189e-03	-3.220204e-07
1.117900483825567e-02	-1.344486e+01	-3.145979e+01	-5.271474e-03	-3.349687e-07
1.120067943877833e-02	-1.412852e+01	-3.234316e+01	-5.424442e-03	-3.933895e-07
1.126067943877833e-02	-1.603582e+01	-3.478235e+01	-5.849101e-03	-5.780652e-07
1.134067943877833e-02	-1.861127e+01	-3.801934e+01	-6.413765e-03	-8.349921e-07
1.144067943877832e-02	-2.187722e+01	-4.203814e+01	-7.115686e-03	-1.162895e-06
1.158067943877832e-02	-2.652198e+01	-4.760621e+01	-8.089460e-03	-1.629712e-06
1.174317943877831e-02	-3.199329e+01	-5.397104e+01	-9.204052e-03	-2.179212e-06
1.174817943877831e-02	-3.216264e+01	-5.416494e+01	-9.238242e-03	-2.208119e-06
1.175384190342970e-02	-3.235413e+01	-5.438414e+01	-9.281289e-03	-2.297883e-06
1.175728324105487e-02	-3.246979e+01	-5.451670e+01	-9.318510e-03	-2.472638e-06
1.176023337749305e-02	-3.256749e+01	-5.462912e+01	-9.371824e-03	-2.862357e-06
1.176326997504541e-02	-3.266523e+01	-5.474253e+01	-9.467822e-03	-3.722800e-06
1.176667486643415e-02	-3.276959e+01	-5.486554e+01	-9.656277e-03	-5.530168e-06
1.177017665017885e-02	-3.287095e+01	-5.498774e+01	-9.981283e-03	-8.259496e-06
1.177134676030437e-02	-3.290188e+01	-5.502619e+01	-1.012733e-02	-9.657288e-06
1.177182960556176e-02	-3.291425e+01	-5.504174e+01	-1.019367e-02	-1.029820e-05
1.177185390112633e-02	-3.291395e+01	-5.504165e+01	-1.019977e-02	-1.050771e-05
1.177190249225545e-02	-3.290822e+01	-5.503690e+01	-1.030361e-02	-1.186062e-05
1.177192483806478e-02	-3.289756e+01	-5.502750e+01	-1.048543e-02	-1.395755e-05
1.177194370441390e-02	-3.287338e+01	-5.500590e+01	-1.090520e-02	-1.851619e-05
1.177195799686079e-02	-3.283394e+01	-5.497052e+01	-1.159088e-02	-2.585170e-05
1.177197147022150e-02	-3.276247e+01	-5.490628e+01	-1.280632e-02	-3.907240e-05
1.177198507909166e-02	-3.263239e+01	-5.478937e+01	-1.500756e-02	-6.304738e-05
1.177199896069514e-02	-3.239552e+01	-5.457648e+01	-1.894395e-02	-1.066172e-04
1.177201446901582e-02	-3.193980e+01	-5.416811e+01	-2.674178e-02	-1.901091e-04
1.177202857197613e-02	-3.124341e+01	-5.354525e+01	-3.873977e-02	-3.173775e-04
1.177204369840472e-02	-3.005292e+01	-5.248355e+01	-5.951677e-02	-5.342412e-04
1.177205841836069e-02	-2.832626e+01	-5.095009e+01	-9.014077e-02	-8.474108e-04
1.177207455868533e-02	-2.576574e+01	-4.869158e+01	-1.365888e-01	-1.308611e-03
1.177209191478581e-02	-2.256285e+01	-4.589911e+01	-1.963205e-01	-1.878871e-03
1.177210900404355e-02	-1.943094e+01	-4.319500e+01	-2.518522e-01	-2.431140e-03
1.177211711805173e-02	-1.819761e+01	-4.211235e+01	-2.735001e-01	-2.652216e-03
1.177212736290382e-02	-1.705090e+01	-4.106046e+01	-2.948481e-01	-2.866974e-03
1.177213543140451e-02	-1.639302e+01	-4.044856e+01	-3.067769e-01	-2.991938e-03
1.177214427769602e-02	-1.590060e+01	-3.999466e+01	-3.160820e-01	-3.084673e-03
1.177215940195982e-02	-1.535945e+01	-3.949404e+01	-3.265275e-01	-3.187004e-03
1.177217986490498e-02	-1.493045e+01	-3.909805e+01	-3.345196e-01	-3.268032e-03
1.177221289992791e-02	-1.458089e+01	-3.877490e+01	-3.408263e-01	-3.334305e-03
1.177225152466098e-02	-1.439643e+01	-3.860517e+01	-3.438816e-01	-3.369311e-03
1.177231117677497e-02	-1.429158e+01	-3.850942e+01	-3.456546e-01	-3.389410e-03
1.177239344737050e-02	-1.424321e+01	-3.846712e+01	-3.463953e-01	-3.398808e-03
1.177253334378277e-02	-1.422221e+01	-3.845157e+01	-3.467565e-01	-3.403282e-03
1.177306912189393e-02	-1.421262e+01	-3.845862e+01	-3.470304e-01	-3.406875e-03
1.182227002826249e-02	-1.421476e+01	-3.990792e+01	-3.627690e-01	-3.561804e-03
1.188227002826248e-02	-1.421836e+01	-4.162379e+01	-3.817245e-01	-3.748466e-03
1.192227002826248e-02	-1.422053e+01	-4.273723e+01	-3.942190e-01	-3.871580e-03
1.196227002826248e-02	-1.422262e+01	-4.382812e+01	-4.066080e-01	-3.993678e-03
1.200227002826248e-02	-1.422463e+01	-4.489787e+01	-4.188948e-01	-4.114787e-03
1.204227002826248e-02	-1.422658e+01	-4.594771e+01	-4.310817e-01	-4.234930e-03
1.208227002826247e-02	-1.422847e+01	-4.697876e+01	-4.431707e-01	-4.354125e-03
1.212227002826247e-02	-1.423030e+01	-4.799203e+01	-4.551632e-01	-4.472383e-03
1.216227002826247e-02	-1.423207e+01	-4.898841e+01	-4.670601e-01	-4.589714e-03
1.220227002826247e-02	-1.423378e+01	-4.996869e+01	-4.788619e-01	-4.706119e-03
1.224227002826247e-02	-1.423545e+01	-5.093360e+01	-4.905688e-01	-4.821601e-03
1.226227002826247e-02	-1.423613e+01	-5.141049e+01	-4.963813e-01	-4.878995e-03
1.228227002826247e-02	-1.423707e+01	-5.188377e+01	-5.021806e-01	-4.936157e-03
1.230227002826247e-02	-1.423774e+01	-5.235349e+01	-5.079456e-01	-4.993086e-03
1.232227002826247e-02	-1.423865e+01	-5.281974e+01	-5.136970e-01	-5.049781e-03
1.234227002826246e-02	-1.423929e+01	-5.328257e+01	-5.194141e-01	-5.106242e-03
1.236227002826246e-02	-1.424019e+01	-5.374204e+01	-5.251173e-01	-5.162467e-03
1.238227002826246e-02	-1.424081e+01	-5.419819e+01	-5.307862e-01	-5.218456e-03
1.240227002826246e-02	-1.424168e+01	-5.465108e+01	-5.364407e-01	-5.274206e-03
1.242227002826246e-02	-1.424229e+01	-5.510077e+01	-5.420609e-01	-5.329717e-03
1.244227002826246e-02	-1.424313e+01	-5.554727e+01	-5.476661e-01	-5.384986e-03
1.246227002826246e-02	-1.424373e+01	-5.599065e+01	-5.532370e-01	-5.440014e-03
1.248227002826246e-02	-1.424455e+01	-5.643095e+01	-5.587925e-01	-5.494797e-03
1.250227002826246e-02	-1.424513e+01	-5.686818e+01	-5.643135e-01	-5.549334e-03
1.252227002826246e-02	-1.424593e+01	-5.730239e+01	-5.698186e-01	-5.603624e-03
1.254227002826246e-02	-1.424649e+01	-5.773361e+01	-5.752888e-01	-5.657664e-03
1.256227002826246e-02	-1.424728e+01	-5.816187e+01	-5.807428e-01	-5.711453e-03
1.258227002826245e-02	-1.424782e+01	-5.858720e+01	-5.861617e-01	-5.764988e-03
1.260227002826245e-02	-1.424859e+01	-5.900961e+01	-5.915638e-01	-5.818269e-03
1.262227002826245e-02	-1.424912e+01	-5.942914e+01	-5.969307e-01	-5.871292e-03
1.266227002826245e-02	-1.425039e+01	-6.025962e+01	-6.075940e-01	-5.976559e-03
1.270227002826245e-02	-1.425163e+01	-6.107877e+01	-6.181501e-01	-6.080772e-03
1.274227002826245e-02	-1.425283e+01	-6.188675e+01	-6.285974e-01	-6.183915e-03
1.280227002826245e-02	-1.425469e+01	-6.307793e+01	-6.440644e-01	-6.336584e-03
1.286227002826244e-02	-1.425628e+01	-6.424444e+01	-6.592684e-01	-6.486746e-03
1.292227002826244e-02	-1.425802e+01	-6.538644e+01	-6.742200e-01	-6.634342e-03
1.300227002826244e-02	-1.426010e+01	-6.687116e+01	-6.937340e-01	-6.827041e-03
1.308227002826243e-02	-1.426209e+01	-6.831261e+01	-7.127601e-01	-7.014931e-03
1.318227002826243e-02	-1.426436e+01	-7.005345e+01	-7.358314e-01	-7.242818e-03
1.328227002826243e-02	-1.426667e+01	-7.172618e+01	-7.580993e-01	-7.462710e-03
1.340227002826242e-02	-1.426916e+01	-7.364267e+01	-7.837101e-01	-7.715666e-03
1.354227002826242e-02	-1.427176e+01	-7.575171e+01	-8.120072e-01	-7.995204e-03
1.370227002826241e-02	-1.427454e+01	-7.799168e+01	-8.421918e-01	-8.293366e-03
1.388227002826240e-02	-1.427741e+01	-8.028970e+01	-8.732964e-01	-8.600601e-03
1.408227002826239e-02	-1.428011e+01	-8.256067e+01	-9.041753e-01	-8.905657e-03
1.432227002826238e-02	-1.428281e+01	-8.488319e+01	-9.359366e-01	-9.219453e-03
1.460227002826237e-02	-1.428526e+01	-8.702298e+01	-9.654471e-01	-9.511039e-03
1.490227002826236e-02	-1.428701e+01	-8.861826e+01	-9.877833e-01	-9.731809e-03
1.516227002826235e-02	-1.428800e+01	-8.940710e+01	-9.992206e-01	-9.844857e-03
1.550227002826234e-02	-1.428822e+01	-8.959833e+01	-1.002926e+00	-9.881627e-03
1.582227002826232e-02	-1.428757e+01	-8.890709e+01	-9.947395e-01	-9.800902e-03
1.596227002826232e-02	-1.428707e+01	-8.834052e+01	-9.876167e-01	-9.730576e-03
1.638227002826230e-02	-1.428420e+01	-8.569057e+01	-9.534729e-01	-9.393527e-03
1.680227002826228e-02	-1.427982e+01	-8.165421e+01	-9.006953e-01	-8.872360e-03
1.722227002826227e-02	-1.427346e+01	-7.630145e+01	-8.301921e-01	-8.176164e-03
1.762227002826225e-02	-1.426556e+01	-7.006433e+01	-7.476993e-01	-7.361494e-03
1.802227002826223e-02	-1.425544e+01	-6.281511e+01	-6.515598e-01	-6.412023e-03
1.842227002826222e-02	-1.424246e+01	-5.466737e+01	-5.433052e-01	-5.342881e-03
1.882227002826220e-02	-1.422540e+01	-4.574822e+01	-4.246728e-01	-4.171230e-03
1.920227002826218e-02	-1.420317e+01	-3.668558e+01	-3.041324e-01	-2.980661e-03
1.954227002826217e-02	-1.417242e+01	-2.819011e+01	-1.913603e-01	-1.867038e-03
1.970227002826216e-02	-1.415045e+01	-2.408729e+01	-1.372250e-01	-1.332516e-03
1.978227002826216e-02	-1.413554e+01	-2.200997e+01	-1.100704e-01	-1.064538e-03
1.982227002826216e-02	-1.412616e+01	-2.096213e+01	-9.653928e-02	-9.310557e-04
1.984227002826216e-02	-1.412328e+01	-2.043454e+01	-8.987518e-02	-8.647258e-04
1.986227002826216e-02	-1.411400e+01	-1.990251e+01	-8.313999e-02	-7.991935e-04
1.988227002826216e-02	-1.411202e+01	-1.936361e+01	-7.670238e-02	-7.348703e-04
1.990227002826216e-02	-1.409742e+01	-1.881268e+01	-7.022887e-02	-6.728209e-04
1.992227002826216e-02	-1.410431e+01	-1.824912e+01	-6.444436e-02	-6.132476e-04
1.994227002826215e-02	-1.408651e+01	-1.767893e+01	-5.828895e-02	-5.549408e-04
1.996227002826215e-02	-1.409239e+01	-1.710597e+01	-5.268022e-02	-4.970837e-04
1.998227002826215e-02	-1.407115e+01	-1.653255e+01	-4.653457e-02	-4.392181e-04
2.000000000000000e-02	-1.406871e+01	-1.601751e+01	-4.158402e-02	-3.892375e-04 Step Information: A=999m  (Step: 3/3)
0.000000000000000e+00	-1.604570e-22	-4.307828e-23	8.615638e-25	8.688811e-27
5.919908392512151e-07	1.887555e-08	2.165005e-05	3.143572e-09	5.718282e-13
9.880071039348935e-07	5.507795e-08	5.651788e-05	8.709632e-09	1.126602e-12
