time	V(A1,L)	V(D,G)	V(g)	V(l)	d(V(A1,L))	Ix(U1:A)
9.822923478521131e-03	-5.447642e+01	-1.633338e+00	-5.494668e-04	-1.122064e-04	1.132777e+06	-1.125615e-04
9.823290616830222e-03	-5.404240e+01	-1.649172e+00	-5.382238e-04	-1.046636e-04	1.215072e+06	-1.048781e-04
9.823691083960268e-03	-5.354373e+01	-1.666288e+00	-5.283658e-04	-9.907342e-05	1.262465e+06	-9.904613e-05
9.824077573493578e-03	-5.304889e+01	-1.682646e+00	-5.203134e-04	-9.522275e-05	1.288537e+06	-9.504426e-05
9.824462513386105e-03	-5.254971e+01	-1.698775e+00	-5.132101e-04	-9.236749e-05	1.299422e+06	-9.210603e-05
9.825225242834872e-03	-5.155759e+01	-1.730249e+00	-5.008368e-04	-8.840669e-05	1.288162e+06	-8.806906e-05
9.826497714163876e-03	-4.992804e+01	-1.781310e+00	-4.827690e-04	-8.414174e-05	1.247750e+06	-8.382501e-05
9.828465968022228e-03	-4.751397e+01	-1.856864e+00	-4.577181e-04	-7.957344e-05	1.157910e+06	-7.923949e-05
9.831477297380140e-03	-4.414892e+01	-1.963516e+00	-4.235461e-04	-7.390563e-05	1.077016e+06	-7.358493e-05
9.834488626738051e-03	-4.102747e+01	-2.063506e+00	-3.918456e-04	-6.865370e-05	9.961222e+05	-6.834747e-05
9.837499956095962e-03	-3.814962e+01	-2.156835e+00	-3.626164e-04	-6.381765e-05	9.152285e+05	-6.352711e-05
9.840511285453874e-03	-3.551536e+01	-2.243503e+00	-3.358587e-04	-5.939748e-05	8.343348e+05	-5.912385e-05
9.843522614811785e-03	-3.312470e+01	-2.323510e+00	-3.115723e-04	-5.539319e-05	7.534411e+05	-5.513769e-05
9.846533944169697e-03	-3.097764e+01	-2.396855e+00	-2.897574e-04	-5.180478e-05	6.725474e+05	-5.156863e-05
9.849545273527608e-03	-2.907418e+01	-2.463539e+00	-2.704138e-04	-4.863225e-05	6.024869e+05	-4.841667e-05
9.852773777236503e-03	-2.719690e+01	-2.530346e+00	-2.513159e-04	-4.549137e-05	5.604557e+05	-4.529047e-05
9.856002280945400e-03	-2.545531e+01	-2.593143e+00	-2.335906e-04	-4.257715e-05	5.184245e+05	-4.239025e-05
9.859230784654295e-03	-2.384943e+01	-2.651930e+00	-2.172378e-04	-3.988959e-05	4.763934e+05	-3.971599e-05
9.862459288363190e-03	-2.237924e+01	-2.706706e+00	-2.022576e-04	-3.742869e-05	4.343622e+05	-3.726772e-05
9.865687792072085e-03	-2.104475e+01	-2.757471e+00	-1.886500e-04	-3.519444e-05	3.923311e+05	-3.504541e-05
9.868916295780981e-03	-1.984595e+01	-2.804226e+00	-1.764150e-04	-3.318685e-05	3.502999e+05	-3.304909e-05
9.872144799489876e-03	-1.878286e+01	-2.846970e+00	-1.655525e-04	-3.140592e-05	3.022000e+05	-3.127873e-05
9.877491374650242e-03	-1.716712e+01	-2.912778e+00	-1.489731e-04	-2.869008e-05	2.913386e+05	-2.858808e-05
9.880268792547850e-03	-1.641602e+01	-2.944075e+00	-1.412333e-04	-2.742162e-05	2.571248e+05	-2.733729e-05
9.884085020524624e-03	-1.547173e+01	-2.984096e+00	-1.314323e-04	-2.581833e-05	2.297146e+05	-2.576478e-05
9.889777677085574e-03	-1.423169e+01	-3.037796e+00	-1.184058e-04	-2.368646e-05	1.945567e+05	-2.369977e-05
9.899614900867347e-03	-1.245029e+01	-3.116639e+00	-9.948037e-05	-2.059388e-05	1.578109e+05	-2.073323e-05
9.915823068512896e-03	-1.012145e+01	-3.220199e+00	-7.540856e-05	-1.665921e-05	1.272128e+05	-1.685505e-05
9.933669689418140e-03	-8.118087e+00	-3.304934e+00	-5.550707e-05	-1.340170e-05	1.011078e+05	-1.351889e-05
9.951929362746685e-03	-6.470822e+00	-3.363973e+00	-3.920520e-05	-1.071644e-05	8.390397e+04	-1.077574e-05
9.970413150663732e-03	-5.035165e+00	-3.399466e+00	-2.497654e-05	-8.353157e-06	7.439222e+04	-8.384963e-06
9.990177753415232e-03	-3.625439e+00	-3.416834e+00	-1.114727e-05	-6.027476e-06	7.038591e+04	-6.037374e-06
1.000000000000000e-02	-2.952667e+00	-3.418532e+00	-4.598090e-06	-4.916773e-06	6.849467e+04	-4.917016e-06
