v1	V(a)	V(vcc)	I(R1)
3.950000000000000e+02	3.934602e+02	3.950000e+02	3.276117e-04
3.960000000000000e+02	3.944563e+02	3.960000e+02	3.284411e-04
3.970000000000000e+02	3.954524e+02	3.970000e+02	3.292705e-04
3.980000000000000e+02	3.964485e+02	3.980000e+02	3.300999e-04
3.990000000000000e+02	3.974446e+02	3.990000e+02	3.309294e-04
4.000000000000000e+02	3.984407e+02	4.000000e+02	3.317588e-04
4.010000000000000e+02	3.994368e+02	4.010000e+02	3.325882e-04
4.020000000000000e+02	4.004329e+02	4.020000e+02	3.334176e-04
4.030000000000000e+02	4.014290e+02	4.030000e+02	3.342470e-04
4.040000000000000e+02	4.024251e+02	4.040000e+02	3.350765e-04
4.050000000000000e+02	4.034212e+02	4.050000e+02	3.359059e-04
4.060000000000000e+02	4.044174e+02	4.060000e+02	3.367353e-04
4.070000000000000e+02	4.054135e+02	4.070000e+02	3.375647e-04
4.080000000000000e+02	4.064095e+02	4.080000e+02	3.383942e-04
4.090000000000000e+02	4.074056e+02	4.090000e+02	3.392236e-04
4.100000000000000e+02	4.084018e+02	4.100000e+02	3.400530e-04
4.110000000000000e+02	4.093979e+02	4.110000e+02	3.408825e-04
4.120000000000000e+02	4.103940e+02	4.120000e+02	3.417119e-04
4.130000000000000e+02	4.113900e+02	4.130000e+02	3.425413e-04
4.140000000000000e+02	4.123862e+02	4.140000e+02	3.433708e-04
4.150000000000000e+02	4.133823e+02	4.150000e+02	3.442002e-04
4.160000000000000e+02	4.143784e+02	4.160000e+02	3.450296e-04
4.170000000000000e+02	4.153745e+02	4.170000e+02	3.458591e-04
4.180000000000000e+02	4.163706e+02	4.180000e+02	3.466885e-04
4.190000000000000e+02	4.173667e+02	4.190000e+02	3.475180e-04
4.200000000000000e+02	4.183628e+02	4.200000e+02	3.483474e-04
4.210000000000000e+02	4.193589e+02	4.210000e+02	3.491768e-04
4.220000000000000e+02	4.203550e+02	4.220000e+02	3.500063e-04
4.230000000000000e+02	4.213511e+02	4.230000e+02	3.508357e-04
4.240000000000000e+02	4.223472e+02	4.240000e+02	3.516652e-04
4.250000000000000e+02	4.233433e+02	4.250000e+02	3.524947e-04
4.260000000000000e+02	4.243394e+02	4.260000e+02	3.533241e-04
4.270000000000000e+02	4.253355e+02	4.270000e+02	3.541535e-04
4.280000000000000e+02	4.263316e+02	4.280000e+02	3.549830e-04
4.290000000000000e+02	4.273277e+02	4.290000e+02	3.558125e-04
4.300000000000000e+02	4.283238e+02	4.300000e+02	3.566419e-04
4.310000000000000e+02	4.293199e+02	4.310000e+02	3.574714e-04
4.320000000000000e+02	4.303160e+02	4.320000e+02	3.583008e-04
4.330000000000000e+02	4.313121e+02	4.330000e+02	3.591303e-04
4.340000000000000e+02	4.323082e+02	4.340000e+02	3.599598e-04
4.350000000000000e+02	4.333043e+02	4.350000e+02	3.607892e-04
4.360000000000000e+02	4.343004e+02	4.360000e+02	3.616187e-04
4.370000000000000e+02	4.352965e+02	4.370000e+02	3.624482e-04
4.380000000000000e+02	4.362926e+02	4.380000e+02	3.632776e-04
4.390000000000000e+02	4.372887e+02	4.390000e+02	3.641071e-04
4.400000000000000e+02	4.382848e+02	4.400000e+02	3.649366e-04
4.410000000000000e+02	4.392809e+02	4.410000e+02	3.657661e-04
4.420000000000000e+02	4.402770e+02	4.420000e+02	3.665955e-04
4.430000000000000e+02	4.412731e+02	4.430000e+02	3.674250e-04
4.440000000000000e+02	4.422692e+02	4.440000e+02	3.682545e-04
4.450000000000000e+02	4.432653e+02	4.450000e+02	3.690840e-04
4.460000000000000e+02	4.442614e+02	4.460000e+02	3.699135e-04
4.470000000000000e+02	4.452575e+02	4.470000e+02	3.707430e-04
4.480000000000000e+02	4.462536e+02	4.480000e+02	3.715725e-04
4.490000000000000e+02	4.472497e+02	4.490000e+02	3.724020e-04
4.500000000000000e+02	4.482458e+02	4.500000e+02	3.732315e-04
4.510000000000000e+02	4.492419e+02	4.510000e+02	3.740610e-04
4.520000000000000e+02	4.502380e+02	4.520000e+02	3.748905e-04
4.530000000000000e+02	4.512341e+02	4.530000e+02	3.757200e-04
4.540000000000000e+02	4.522302e+02	4.540000e+02	3.765495e-04
4.550000000000000e+02	4.532263e+02	4.550000e+02	3.773790e-04
4.560000000000000e+02	4.542224e+02	4.560000e+02	3.782085e-04
4.570000000000000e+02	4.552185e+02	4.570000e+02	3.790380e-04
4.580000000000000e+02	4.562146e+02	4.580000e+02	3.798675e-04
4.590000000000000e+02	4.572107e+02	4.590000e+02	3.806970e-04
4.600000000000000e+02	4.582068e+02	4.600000e+02	3.815266e-04
4.610000000000000e+02	4.592029e+02	4.610000e+02	3.823561e-04
4.620000000000000e+02	4.601990e+02	4.620000e+02	3.831856e-04
4.630000000000000e+02	4.611951e+02	4.630000e+02	3.840152e-04
4.640000000000000e+02	4.621912e+02	4.640000e+02	3.848447e-04
4.650000000000000e+02	4.631873e+02	4.650000e+02	3.856742e-04
4.660000000000000e+02	4.641834e+02	4.660000e+02	3.865038e-04
4.670000000000000e+02	4.651795e+02	4.670000e+02	3.873333e-04
4.680000000000000e+02	4.661756e+02	4.680000e+02	3.881629e-04
4.690000000000000e+02	4.671717e+02	4.690000e+02	3.889924e-04
4.700000000000000e+02	4.681678e+02	4.700000e+02	3.898220e-04
4.710000000000000e+02	4.691639e+02	4.710000e+02	3.906515e-04
4.720000000000000e+02	4.701600e+02	4.720000e+02	3.914811e-04
4.730000000000000e+02	4.711561e+02	4.730000e+02	3.923106e-04
4.740000000000000e+02	4.721523e+02	4.740000e+02	3.931402e-04
4.750000000000000e+02	4.731483e+02	4.750000e+02	3.939698e-04
4.760000000000000e+02	4.741444e+02	4.760000e+02	3.947993e-04
4.770000000000000e+02	4.751405e+02	4.770000e+02	3.956289e-04
4.780000000000000e+02	4.761367e+02	4.780000e+02	3.964585e-04
4.790000000000000e+02	4.771328e+02	4.790000e+02	3.972881e-04
4.800000000000000e+02	4.781288e+02	4.800000e+02	3.981177e-04
4.810000000000000e+02	4.791249e+02	4.810000e+02	3.989472e-04
4.820000000000000e+02	4.801211e+02	4.820000e+02	3.997769e-04
4.830000000000000e+02	4.811172e+02	4.830000e+02	4.006064e-04
4.840000000000000e+02	4.821133e+02	4.840000e+02	4.014360e-04
4.850000000000000e+02	4.831093e+02	4.850000e+02	4.022656e-04
4.860000000000000e+02	4.841054e+02	4.860000e+02	4.030952e-04
4.870000000000000e+02	4.851016e+02	4.870000e+02	4.039248e-04
4.880000000000000e+02	4.860977e+02	4.880000e+02	4.047544e-04
4.890000000000000e+02	4.870938e+02	4.890000e+02	4.055841e-04
4.900000000000000e+02	4.880898e+02	4.900000e+02	4.064137e-04
4.910000000000000e+02	4.890860e+02	4.910000e+02	4.072433e-04
4.920000000000000e+02	4.900821e+02	4.920000e+02	4.080729e-04
4.930000000000000e+02	4.910782e+02	4.930000e+02	4.089026e-04
4.940000000000000e+02	4.920742e+02	4.940000e+02	4.097322e-04
4.950000000000000e+02	4.930704e+02	4.950000e+02	4.105618e-04
4.960000000000000e+02	4.940665e+02	4.960000e+02	4.113914e-04
4.970000000000000e+02	4.950626e+02	4.970000e+02	4.122211e-04
4.980000000000000e+02	4.960587e+02	4.980000e+02	4.130507e-04
4.990000000000000e+02	4.970547e+02	4.990000e+02	4.138804e-04
5.000000000000000e+02	4.980509e+02	5.000000e+02	4.147100e-04
5.010000000000000e+02	4.990470e+02	5.010000e+02	4.155397e-04
5.020000000000000e+02	5.000431e+02	5.020000e+02	4.163693e-04
5.030000000000000e+02	5.010392e+02	5.030000e+02	4.171990e-04
5.040000000000000e+02	5.020353e+02	5.040000e+02	4.180286e-04
5.050000000000000e+02	5.030314e+02	5.050000e+02	4.188583e-04
5.060000000000000e+02	5.040275e+02	5.060000e+02	4.196880e-04
5.070000000000000e+02	5.050236e+02	5.070000e+02	4.205176e-04
5.080000000000000e+02	5.060197e+02	5.080000e+02	4.213473e-04
5.090000000000000e+02	5.070158e+02	5.090000e+02	4.221770e-04
5.100000000000000e+02	5.080119e+02	5.100000e+02	4.230067e-04
5.110000000000000e+02	5.090080e+02	5.110000e+02	4.238364e-04
5.120000000000000e+02	5.100041e+02	5.120000e+02	4.246660e-04
5.130000000000000e+02	5.110002e+02	5.130000e+02	4.254957e-04
5.140000000000000e+02	5.119963e+02	5.140000e+02	4.263254e-04
5.150000000000000e+02	5.129924e+02	5.150000e+02	4.271551e-04
5.160000000000000e+02	5.139885e+02	5.160000e+02	4.279848e-04
5.170000000000000e+02	5.149846e+02	5.170000e+02	4.288145e-04
5.180000000000000e+02	5.159807e+02	5.180000e+02	4.296442e-04
5.190000000000000e+02	5.169767e+02	5.190000e+02	4.304739e-04
5.200000000000000e+02	5.179729e+02	5.200000e+02	4.313037e-04
5.210000000000000e+02	5.189690e+02	5.210000e+02	4.321334e-04
5.220000000000000e+02	5.199651e+02	5.220000e+02	4.329631e-04
5.230000000000000e+02	5.209612e+02	5.230000e+02	4.337928e-04
5.240000000000000e+02	5.219573e+02	5.240000e+02	4.346225e-04
5.250000000000000e+02	5.229534e+02	5.250000e+02	4.354523e-04
5.260000000000000e+02	5.239495e+02	5.260000e+02	4.362820e-04
5.270000000000000e+02	5.249456e+02	5.270000e+02	4.371117e-04
5.280000000000000e+02	5.259417e+02	5.280000e+02	4.379415e-04
5.290000000000000e+02	5.269378e+02	5.290000e+02	4.387712e-04
5.300000000000000e+02	5.279339e+02	5.300000e+02	4.396009e-04
5.310000000000000e+02	5.289300e+02	5.310000e+02	4.404307e-04
5.320000000000000e+02	5.299261e+02	5.320000e+02	4.412604e-04
5.330000000000000e+02	5.309222e+02	5.330000e+02	4.420902e-04
5.340000000000000e+02	5.319183e+02	5.340000e+02	4.429199e-04
5.350000000000000e+02	5.329144e+02	5.350000e+02	4.437497e-04
5.360000000000000e+02	5.339105e+02	5.360000e+02	4.445794e-04
5.370000000000000e+02	5.349066e+02	5.370000e+02	4.454092e-04
5.380000000000000e+02	5.359026e+02	5.380000e+02	4.462389e-04
5.390000000000000e+02	5.368988e+02	5.390000e+02	4.470687e-04
5.400000000000000e+02	5.378949e+02	5.400000e+02	4.478985e-04
5.410000000000000e+02	5.388910e+02	5.410000e+02	4.487282e-04
5.420000000000000e+02	5.398871e+02	5.420000e+02	4.495580e-04
5.430000000000000e+02	5.408832e+02	5.430000e+02	4.503878e-04
5.440000000000000e+02	5.418793e+02	5.440000e+02	4.512176e-04
5.450000000000000e+02	5.428754e+02	5.450000e+02	4.520473e-04
5.460000000000000e+02	5.438715e+02	5.460000e+02	4.528771e-04
5.470000000000000e+02	5.448676e+02	5.470000e+02	4.537069e-04
5.480000000000000e+02	5.458636e+02	5.480000e+02	4.545367e-04
5.490000000000000e+02	5.468598e+02	5.490000e+02	4.553665e-04
5.500000000000000e+02	5.478559e+02	5.500000e+02	4.561963e-04
5.510000000000000e+02	5.488520e+02	5.510000e+02	4.570261e-04
5.520000000000000e+02	5.498481e+02	5.520000e+02	4.578558e-04
5.530000000000000e+02	5.508442e+02	5.530000e+02	4.586857e-04
5.540000000000000e+02	5.518403e+02	5.540000e+02	4.595155e-04
5.550000000000000e+02	5.528364e+02	5.550000e+02	4.603452e-04
5.560000000000000e+02	5.538325e+02	5.560000e+02	4.611750e-04
5.570000000000000e+02	5.548286e+02	5.570000e+02	4.620049e-04
5.580000000000000e+02	5.558247e+02	5.580000e+02	4.628347e-04
5.590000000000000e+02	5.568208e+02	5.590000e+02	4.636645e-04
5.600000000000000e+02	5.578169e+02	5.600000e+02	4.644943e-04
5.610000000000000e+02	5.588130e+02	5.610000e+02	4.653241e-04
5.620000000000000e+02	5.598091e+02	5.620000e+02	4.661539e-04
5.630000000000000e+02	5.608052e+02	5.630000e+02	4.669837e-04
5.640000000000000e+02	5.618013e+02	5.640000e+02	4.678135e-04
5.650000000000000e+02	5.627974e+02	5.650000e+02	4.686434e-04
5.660000000000000e+02	5.637935e+02	5.660000e+02	4.694732e-04
5.670000000000000e+02	5.647896e+02	5.670000e+02	4.703030e-04
5.680000000000000e+02	5.657857e+02	5.680000e+02	4.711329e-04
5.690000000000000e+02	5.667818e+02	5.690000e+02	4.719627e-04
5.700000000000000e+02	5.677779e+02	5.700000e+02	4.727925e-04
5.710000000000000e+02	5.687740e+02	5.710000e+02	4.736223e-04
5.720000000000000e+02	5.697701e+02	5.720000e+02	4.744522e-04
5.730000000000000e+02	5.707662e+02	5.730000e+02	4.752820e-04
5.740000000000000e+02	5.717623e+02	5.740000e+02	4.761119e-04
5.750000000000000e+02	5.727584e+02	5.750000e+02	4.769417e-04
5.760000000000000e+02	5.737545e+02	5.760000e+02	4.777715e-04
5.770000000000000e+02	5.747505e+02	5.770000e+02	4.786014e-04
5.780000000000000e+02	5.757466e+02	5.780000e+02	4.794312e-04
5.790000000000000e+02	5.767428e+02	5.790000e+02	4.802611e-04
5.800000000000000e+02	5.777389e+02	5.800000e+02	4.810909e-04
5.810000000000000e+02	5.787350e+02	5.810000e+02	4.819208e-04
5.820000000000000e+02	5.797311e+02	5.820000e+02	4.827506e-04
5.830000000000000e+02	5.807272e+02	5.830000e+02	4.835805e-04
5.840000000000000e+02	5.817233e+02	5.840000e+02	4.844104e-04
5.850000000000000e+02	5.827194e+02	5.850000e+02	4.852402e-04
5.860000000000000e+02	5.837155e+02	5.860000e+02	4.860701e-04
5.870000000000000e+02	5.847115e+02	5.870000e+02	4.868999e-04
5.880000000000000e+02	5.857076e+02	5.880000e+02	4.877298e-04
5.890000000000000e+02	5.867038e+02	5.890000e+02	4.885597e-04
5.900000000000000e+02	5.876999e+02	5.900000e+02	4.893895e-04
5.910000000000000e+02	5.886960e+02	5.910000e+02	4.902194e-04
5.920000000000000e+02	5.896921e+02	5.920000e+02	4.910493e-04
5.930000000000000e+02	5.906882e+02	5.930000e+02	4.918791e-04
5.940000000000000e+02	5.916843e+02	5.940000e+02	4.927090e-04
5.950000000000000e+02	5.926804e+02	5.950000e+02	4.935389e-04
5.960000000000000e+02	5.936765e+02	5.960000e+02	4.943687e-04
5.970000000000000e+02	5.946725e+02	5.970000e+02	4.951986e-04
5.980000000000000e+02	5.956686e+02	5.980000e+02	4.960285e-04
5.990000000000000e+02	5.966648e+02	5.990000e+02	4.968584e-04
6.000000000000000e+02	5.976609e+02	6.000000e+02	4.976882e-04
6.010000000000000e+02	5.986570e+02	6.010000e+02	4.985181e-04
6.020000000000000e+02	5.996531e+02	6.020000e+02	4.993480e-04
6.030000000000000e+02	6.006492e+02	6.030000e+02	5.001779e-04
6.040000000000000e+02	6.016453e+02	6.040000e+02	5.010078e-04
6.050000000000000e+02	6.026414e+02	6.050000e+02	5.018377e-04
6.060000000000000e+02	6.036375e+02	6.060000e+02	5.026676e-04
6.070000000000000e+02	6.046335e+02	6.070000e+02	5.034974e-04
6.080000000000000e+02	6.056296e+02	6.080000e+02	5.043274e-04
6.090000000000000e+02	6.066257e+02	6.090000e+02	5.051572e-04
6.100000000000000e+02	6.076219e+02	6.100000e+02	5.059871e-04
6.110000000000000e+02	6.086180e+02	6.110000e+02	5.068170e-04
6.120000000000000e+02	6.096141e+02	6.120000e+02	5.076469e-04
6.130000000000000e+02	6.106102e+02	6.130000e+02	5.084768e-04
6.140000000000000e+02	6.116063e+02	6.140000e+02	5.093067e-04
6.150000000000000e+02	6.126024e+02	6.150000e+02	5.101366e-04
6.160000000000000e+02	6.135984e+02	6.160000e+02	5.109665e-04
6.170000000000000e+02	6.145945e+02	6.170000e+02	5.117964e-04
6.180000000000000e+02	6.155906e+02	6.180000e+02	5.126263e-04
6.190000000000000e+02	6.165867e+02	6.190000e+02	5.134562e-04
6.200000000000000e+02	6.175829e+02	6.200000e+02	5.142861e-04
6.210000000000000e+02	6.185790e+02	6.210000e+02	5.151160e-04
6.220000000000000e+02	6.195751e+02	6.220000e+02	5.159460e-04
6.230000000000000e+02	6.205712e+02	6.230000e+02	5.167758e-04
6.240000000000000e+02	6.215673e+02	6.240000e+02	5.176057e-04
6.250000000000000e+02	6.225634e+02	6.250000e+02	5.184357e-04
6.260000000000000e+02	6.235594e+02	6.260000e+02	5.192655e-04
6.270000000000000e+02	6.245555e+02	6.270000e+02	5.200955e-04
6.280000000000000e+02	6.255516e+02	6.280000e+02	5.209254e-04
6.290000000000000e+02	6.265477e+02	6.290000e+02	5.217553e-04
6.300000000000000e+02	6.275438e+02	6.300000e+02	5.225852e-04
6.310000000000000e+02	6.285400e+02	6.310000e+02	5.234152e-04
6.320000000000000e+02	6.295361e+02	6.320000e+02	5.242450e-04
6.330000000000000e+02	6.305322e+02	6.330000e+02	5.250750e-04
6.340000000000000e+02	6.315283e+02	6.340000e+02	5.259049e-04
6.350000000000000e+02	6.325244e+02	6.350000e+02	5.267348e-04
6.360000000000000e+02	6.335204e+02	6.360000e+02	5.275647e-04
6.370000000000000e+02	6.345165e+02	6.370000e+02	5.283947e-04
6.380000000000000e+02	6.355126e+02	6.380000e+02	5.292246e-04
6.390000000000000e+02	6.365087e+02	6.390000e+02	5.300545e-04
6.400000000000000e+02	6.375048e+02	6.400000e+02	5.308844e-04
6.410000000000000e+02	6.385009e+02	6.410000e+02	5.317144e-04
6.420000000000000e+02	6.394971e+02	6.420000e+02	5.325443e-04
6.430000000000000e+02	6.404932e+02	6.430000e+02	5.333742e-04
6.440000000000000e+02	6.414893e+02	6.440000e+02	5.342041e-04
6.450000000000000e+02	6.424854e+02	6.450000e+02	5.350341e-04
6.460000000000000e+02	6.434814e+02	6.460000e+02	5.358640e-04
6.470000000000000e+02	6.444775e+02	6.470000e+02	5.366939e-04
6.480000000000000e+02	6.454736e+02	6.480000e+02	5.375238e-04
6.490000000000000e+02	6.464697e+02	6.490000e+02	5.383538e-04
6.500000000000000e+02	6.474658e+02	6.500000e+02	5.391837e-04
6.510000000000000e+02	6.484619e+02	6.510000e+02	5.400137e-04
6.520000000000000e+02	6.494580e+02	6.520000e+02	5.408436e-04
6.530000000000000e+02	6.504542e+02	6.530000e+02	5.416735e-04
6.540000000000000e+02	6.514503e+02	6.540000e+02	5.425034e-04
6.550000000000000e+02	6.524464e+02	6.550000e+02	5.433334e-04
6.560000000000000e+02	6.534424e+02	6.560000e+02	5.441633e-04
6.570000000000000e+02	6.544385e+02	6.570000e+02	5.449933e-04
6.580000000000000e+02	6.554346e+02	6.580000e+02	5.458232e-04
6.590000000000000e+02	6.564307e+02	6.590000e+02	5.466531e-04
6.600000000000000e+02	6.574268e+02	6.600000e+02	5.474831e-04
6.610000000000000e+02	6.584229e+02	6.610000e+02	5.483130e-04
6.620000000000000e+02	6.594190e+02	6.620000e+02	5.491429e-04
6.630000000000000e+02	6.604151e+02	6.630000e+02	5.499729e-04
6.640000000000000e+02	6.614113e+02	6.640000e+02	5.508029e-04
6.650000000000000e+02	6.624073e+02	6.650000e+02	5.516328e-04
6.660000000000000e+02	6.634034e+02	6.660000e+02	5.524628e-04
6.670000000000000e+02	6.643995e+02	6.670000e+02	5.532927e-04
6.680000000000000e+02	6.653956e+02	6.680000e+02	5.541226e-04
6.690000000000000e+02	6.663917e+02	6.690000e+02	5.549526e-04
6.700000000000000e+02	6.673878e+02	6.700000e+02	5.557825e-04
6.710000000000000e+02	6.683839e+02	6.710000e+02	5.566125e-04
6.720000000000000e+02	6.693800e+02	6.720000e+02	5.574424e-04
6.730000000000000e+02	6.703761e+02	6.730000e+02	5.582724e-04
6.740000000000000e+02	6.713722e+02	6.740000e+02	5.591023e-04
6.750000000000000e+02	6.723683e+02	6.750000e+02	5.599323e-04
6.760000000000000e+02	6.733644e+02	6.760000e+02	5.607622e-04
6.770000000000000e+02	6.743605e+02	6.770000e+02	5.615922e-04
6.780000000000000e+02	6.753566e+02	6.780000e+02	5.624222e-04
6.790000000000000e+02	6.763527e+02	6.790000e+02	5.632521e-04
6.800000000000000e+02	6.773488e+02	6.800000e+02	5.640821e-04
6.810000000000000e+02	6.783449e+02	6.810000e+02	5.649120e-04
6.820000000000000e+02	6.793410e+02	6.820000e+02	5.657420e-04
6.830000000000000e+02	6.803371e+02	6.830000e+02	5.665719e-04
6.840000000000000e+02	6.813332e+02	6.840000e+02	5.674019e-04
6.850000000000000e+02	6.823293e+02	6.850000e+02	5.682318e-04
6.860000000000000e+02	6.833254e+02	6.860000e+02	5.690618e-04
6.870000000000000e+02	6.843215e+02	6.870000e+02	5.698918e-04
6.880000000000000e+02	6.853176e+02	6.880000e+02	5.707217e-04
6.890000000000000e+02	6.863137e+02	6.890000e+02	5.715517e-04
6.900000000000000e+02	6.873098e+02	6.900000e+02	5.723816e-04
6.910000000000000e+02	6.883059e+02	6.910000e+02	5.732116e-04
6.920000000000000e+02	6.893020e+02	6.920000e+02	5.740416e-04
6.930000000000000e+02	6.902981e+02	6.930000e+02	5.748715e-04
6.940000000000000e+02	6.912942e+02	6.940000e+02	5.757015e-04
6.950000000000000e+02	6.922903e+02	6.950000e+02	5.765315e-04
6.960000000000000e+02	6.932864e+02	6.960000e+02	5.773614e-04
6.970000000000000e+02	6.942825e+02	6.970000e+02	5.781914e-04
6.980000000000000e+02	6.952786e+02	6.980000e+02	5.790213e-04
6.990000000000000e+02	6.962747e+02	6.990000e+02	5.798513e-04
7.000000000000000e+02	6.972708e+02	7.000000e+02	5.806813e-04
7.010000000000000e+02	6.982669e+02	7.010000e+02	5.815112e-04
7.020000000000000e+02	6.992630e+02	7.020000e+02	5.823412e-04
7.030000000000000e+02	7.002591e+02	7.030000e+02	5.831711e-04
7.040000000000000e+02	7.012552e+02	7.040000e+02	5.840011e-04
7.050000000000000e+02	7.022513e+02	7.050000e+02	5.848311e-04
7.060000000000000e+02	7.032474e+02	7.060000e+02	5.856610e-04
7.070000000000000e+02	7.042435e+02	7.070000e+02	5.864910e-04
7.080000000000000e+02	7.052396e+02	7.080000e+02	5.873210e-04
7.090000000000000e+02	7.062357e+02	7.090000e+02	5.881510e-04
7.100000000000000e+02	7.072318e+02	7.100000e+02	5.889810e-04
7.110000000000000e+02	7.082279e+02	7.110000e+02	5.898109e-04
7.120000000000000e+02	7.092240e+02	7.120000e+02	5.906409e-04
7.130000000000000e+02	7.102201e+02	7.130000e+02	5.914709e-04
7.140000000000000e+02	7.112162e+02	7.140000e+02	5.923008e-04
7.150000000000000e+02	7.122123e+02	7.150000e+02	5.931308e-04
7.160000000000000e+02	7.132084e+02	7.160000e+02	5.939608e-04
7.170000000000000e+02	7.142045e+02	7.170000e+02	5.947907e-04
7.180000000000000e+02	7.152006e+02	7.180000e+02	5.956207e-04
7.190000000000000e+02	7.161967e+02	7.190000e+02	5.964507e-04
7.200000000000000e+02	7.171928e+02	7.200000e+02	5.972807e-04
7.210000000000000e+02	7.181889e+02	7.210000e+02	5.981107e-04
7.220000000000000e+02	7.191850e+02	7.220000e+02	5.989406e-04
7.230000000000000e+02	7.201811e+02	7.230000e+02	5.997706e-04
7.240000000000000e+02	7.211772e+02	7.240000e+02	6.006006e-04
7.250000000000000e+02	7.221733e+02	7.250000e+02	6.014305e-04
7.260000000000000e+02	7.231694e+02	7.260000e+02	6.022605e-04
7.270000000000000e+02	7.241655e+02	7.270000e+02	6.030905e-04
7.280000000000000e+02	7.251616e+02	7.280000e+02	6.039205e-04
7.290000000000000e+02	7.261577e+02	7.290000e+02	6.047505e-04
7.300000000000000e+02	7.271537e+02	7.300000e+02	6.055805e-04
7.310000000000000e+02	7.281498e+02	7.310000e+02	6.064104e-04
7.320000000000000e+02	7.291460e+02	7.320000e+02	6.072404e-04
7.330000000000000e+02	7.301421e+02	7.330000e+02	6.080704e-04
7.340000000000000e+02	7.311382e+02	7.340000e+02	6.089004e-04
7.350000000000000e+02	7.321343e+02	7.350000e+02	6.097304e-04
7.360000000000000e+02	7.331304e+02	7.360000e+02	6.105604e-04
7.370000000000000e+02	7.341265e+02	7.370000e+02	6.113903e-04
7.380000000000000e+02	7.351226e+02	7.380000e+02	6.122203e-04
7.390000000000000e+02	7.361187e+02	7.390000e+02	6.130503e-04
7.400000000000000e+02	7.371147e+02	7.400000e+02	6.138803e-04
7.410000000000000e+02	7.381108e+02	7.410000e+02	6.147103e-04
7.420000000000000e+02	7.391069e+02	7.420000e+02	6.155403e-04
7.430000000000000e+02	7.401031e+02	7.430000e+02	6.163702e-04
7.440000000000000e+02	7.410992e+02	7.440000e+02	6.172002e-04
7.450000000000000e+02	7.420953e+02	7.450000e+02	6.180302e-04
7.460000000000000e+02	7.430914e+02	7.460000e+02	6.188602e-04
7.470000000000000e+02	7.440875e+02	7.470000e+02	6.196902e-04
7.480000000000000e+02	7.450836e+02	7.480000e+02	6.205201e-04
7.490000000000000e+02	7.460797e+02	7.490000e+02	6.213502e-04
7.500000000000000e+02	7.470757e+02	7.500000e+02	6.221802e-04
7.510000000000000e+02	7.480718e+02	7.510000e+02	6.230102e-04
7.520000000000000e+02	7.490679e+02	7.520000e+02	6.238401e-04
7.530000000000000e+02	7.500640e+02	7.530000e+02	6.246701e-04
7.540000000000000e+02	7.510601e+02	7.540000e+02	6.255001e-04
7.550000000000000e+02	7.520563e+02	7.550000e+02	6.263301e-04
7.560000000000000e+02	7.530524e+02	7.560000e+02	6.271601e-04
7.570000000000000e+02	7.540485e+02	7.570000e+02	6.279901e-04
7.580000000000000e+02	7.550446e+02	7.580000e+02	6.288201e-04
7.590000000000000e+02	7.560406e+02	7.590000e+02	6.296501e-04
7.600000000000000e+02	7.570367e+02	7.600000e+02	6.304801e-04
7.610000000000000e+02	7.580328e+02	7.610000e+02	6.313100e-04
7.620000000000000e+02	7.590289e+02	7.620000e+02	6.321400e-04
7.630000000000000e+02	7.600250e+02	7.630000e+02	6.329700e-04
7.640000000000000e+02	7.610211e+02	7.640000e+02	6.338000e-04
7.650000000000000e+02	7.620172e+02	7.650000e+02	6.346300e-04
7.660000000000000e+02	7.630134e+02	7.660000e+02	6.354600e-04
7.670000000000000e+02	7.640095e+02	7.670000e+02	6.362900e-04
7.680000000000000e+02	7.650056e+02	7.680000e+02	6.371200e-04
7.690000000000000e+02	7.660016e+02	7.690000e+02	6.379500e-04
7.700000000000000e+02	7.669977e+02	7.700000e+02	6.387800e-04
7.710000000000000e+02	7.679938e+02	7.710000e+02	6.396100e-04
7.720000000000000e+02	7.689899e+02	7.720000e+02	6.404400e-04
7.730000000000000e+02	7.699860e+02	7.730000e+02	6.412700e-04
7.740000000000000e+02	7.709821e+02	7.740000e+02	6.420999e-04
7.750000000000000e+02	7.719782e+02	7.750000e+02	6.429300e-04
7.760000000000000e+02	7.729743e+02	7.760000e+02	6.437600e-04
7.770000000000000e+02	7.739704e+02	7.770000e+02	6.445899e-04
7.780000000000000e+02	7.749666e+02	7.780000e+02	6.454199e-04
7.790000000000000e+02	7.759626e+02	7.790000e+02	6.462500e-04
7.800000000000000e+02	7.769587e+02	7.800000e+02	6.470800e-04
7.810000000000000e+02	7.779548e+02	7.810000e+02	6.479099e-04
7.820000000000000e+02	7.789509e+02	7.820000e+02	6.487399e-04
7.830000000000000e+02	7.799470e+02	7.830000e+02	6.495700e-04
7.840000000000000e+02	7.809431e+02	7.840000e+02	6.503999e-04
7.850000000000000e+02	7.819392e+02	7.850000e+02	6.512299e-04
7.860000000000000e+02	7.829353e+02	7.860000e+02	6.520600e-04
7.870000000000000e+02	7.839314e+02	7.870000e+02	6.528900e-04
7.880000000000000e+02	7.849275e+02	7.880000e+02	6.537199e-04
7.890000000000000e+02	7.859236e+02	7.890000e+02	6.545499e-04
7.900000000000000e+02	7.869197e+02	7.900000e+02	6.553800e-04
7.910000000000000e+02	7.879158e+02	7.910000e+02	6.562099e-04
7.920000000000000e+02	7.889119e+02	7.920000e+02	6.570399e-04
7.930000000000000e+02	7.899080e+02	7.930000e+02	6.578700e-04
