time	V(a1)	V(g)	V(l) Step Information: A=10µ  (Step: 1/3)
1.838251322434339e-03	5.205064e+01	1.371899e+00	5.368345e-01
1.898251322434339e-03	5.336799e+01	1.386002e+00	5.495971e-01
1.958251322434339e-03	5.466924e+01	1.400422e+00	5.626783e-01
2.018251322434340e-03	5.595386e+01	1.415127e+00	5.760201e-01
2.078251322434340e-03	5.722131e+01	1.430015e+00	5.895588e-01
2.138251322434340e-03	5.847108e+01	1.445066e+00	6.032478e-01
2.198251322434340e-03	5.970267e+01	1.460191e+00	6.170340e-01
2.238251322434340e-03	6.051337e+01	1.470308e+00	6.262602e-01
2.278251322434340e-03	6.131564e+01	1.480434e+00	6.354999e-01
2.318251322434340e-03	6.210933e+01	1.490556e+00	6.447424e-01
2.358251322434341e-03	6.289429e+01	1.500662e+00	6.539774e-01
2.398251322434341e-03	6.367039e+01	1.510744e+00	6.631953e-01
2.438251322434341e-03	6.443752e+01	1.520790e+00	6.723868e-01
2.478251322434341e-03	6.519552e+01	1.530792e+00	6.815437e-01
2.518251322434341e-03	6.594427e+01	1.540742e+00	6.906579e-01
2.538251322434341e-03	6.631514e+01	1.545704e+00	6.951979e-01
2.558251322434341e-03	6.668365e+01	1.550632e+00	6.997219e-01
2.578251322434341e-03	6.704979e+01	1.555561e+00	7.042341e-01
2.598251322434341e-03	6.741353e+01	1.560453e+00	7.087287e-01
2.618251322434341e-03	6.777487e+01	1.565346e+00	7.132098e-01
2.638251322434341e-03	6.813379e+01	1.570200e+00	7.176717e-01
2.658251322434341e-03	6.849028e+01	1.575053e+00	7.221184e-01
2.678251322434341e-03	6.884431e+01	1.579865e+00	7.265445e-01
2.698251322434341e-03	6.919588e+01	1.584675e+00	7.309539e-01
2.718251322434341e-03	6.954498e+01	1.589443e+00	7.353413e-01
2.738251322434342e-03	6.989158e+01	1.594207e+00	7.397106e-01
2.758251322434342e-03	7.023566e+01	1.598928e+00	7.440565e-01
2.778251322434342e-03	7.057723e+01	1.603643e+00	7.483830e-01
2.798251322434342e-03	7.091626e+01	1.608314e+00	7.526849e-01
2.818251322434342e-03	7.125275e+01	1.612977e+00	7.569661e-01
2.838251322434342e-03	7.158666e+01	1.617595e+00	7.612216e-01
2.858251322434342e-03	7.191800e+01	1.622205e+00	7.654551e-01
2.878251322434342e-03	7.224675e+01	1.626768e+00	7.696618e-01
2.918251322434342e-03	7.289642e+01	1.635828e+00	7.780011e-01
2.958251322434342e-03	7.353556e+01	1.644770e+00	7.862355e-01
2.998251322434342e-03	7.416407e+01	1.653590e+00	7.943608e-01
3.038251322434342e-03	7.478185e+01	1.662284e+00	8.023734e-01
3.098251322434342e-03	7.568818e+01	1.675092e+00	8.141743e-01
3.158251322434343e-03	7.656980e+01	1.687579e+00	8.257002e-01
3.218251322434343e-03	7.742639e+01	1.699771e+00	8.369450e-01
3.298251322434343e-03	7.852905e+01	1.715511e+00	8.514796e-01
3.378251322434343e-03	7.958596e+01	1.730657e+00	8.654729e-01
3.478251322434343e-03	8.084171e+01	1.748714e+00	8.821737e-01
3.578251322434344e-03	8.202367e+01	1.765797e+00	8.979682e-01
3.698251322434344e-03	8.334291e+01	1.784933e+00	9.156803e-01
3.818251322434344e-03	8.455226e+01	1.802553e+00	9.319979e-01
3.958251322434344e-03	8.582200e+01	1.821131e+00	9.492204e-01
4.118251322434345e-03	8.708392e+01	1.839714e+00	9.664488e-01
4.298251322434345e-03	8.825858e+01	1.857160e+00	9.826242e-01
4.498251322434346e-03	8.925510e+01	1.872141e+00	9.965267e-01
4.718251322434346e-03	8.997153e+01	1.883183e+00	1.006784e+00
4.938251322434347e-03	9.028682e+01	1.888491e+00	1.011705e+00
5.178251322434347e-03	9.017157e+01	1.887669e+00	1.010941e+00
5.378251322434348e-03	8.970988e+01	1.881715e+00	1.005412e+00
5.498251322434348e-03	8.927406e+01	1.875850e+00	9.999666e-01
5.598251322434349e-03	8.882039e+01	1.869646e+00	9.942149e-01
6.018251322434350e-03	8.602863e+01	1.830793e+00	9.581646e-01
6.438251322434351e-03	8.184474e+01	1.771669e+00	9.034018e-01
6.858251322434352e-03	7.634130e+01	1.693210e+00	8.308814e-01
7.258251322434353e-03	6.996023e+01	1.601555e+00	7.464574e-01
7.658251322434354e-03	6.256904e+01	1.494579e+00	6.484132e-01
8.058251322434344e-03	5.428380e+01	1.373505e+00	5.383144e-01
8.458251322434327e-03	4.523421e+01	1.239337e+00	4.179357e-01
8.838251322434312e-03	3.605710e+01	1.099699e+00	2.958630e-01
9.178251322434298e-03	2.747106e+01	9.610177e-01	1.819408e-01
9.318251322434292e-03	2.385304e+01	8.953264e-01	1.342380e-01
9.398251322434289e-03	2.176546e+01	8.506717e-01	1.069854e-01
9.438251322434288e-03	2.071506e+01	8.229067e-01	9.346421e-02
9.458251322434287e-03	2.018744e+01	8.058692e-01	8.678817e-02
9.478251322434286e-03	1.965721e+01	7.842672e-01	8.020414e-02
9.498251322434285e-03	1.912288e+01	7.543027e-01	7.385114e-02
9.518251322434284e-03	1.858316e+01	7.097093e-01	6.783698e-02
9.538251322434283e-03	1.803872e+01	6.531475e-01	6.213717e-02
9.658251322434279e-03	1.473940e+01	2.866937e-01	2.826835e-02
9.678251322434278e-03	1.418508e+01	2.258300e-01	2.264474e-02
9.698251322434277e-03	1.362849e+01	1.663959e-01	1.716736e-02
9.718251322434276e-03	1.306769e+01	1.080816e-01	1.177431e-02
9.738251322434275e-03	1.249820e+01	5.581778e-02	6.950858e-03
9.758251322434274e-03	1.191908e+01	1.331219e-02	2.994214e-03
9.758261958059273e-03	1.191849e+01	1.338337e-02	3.040688e-03
9.758283229309269e-03	1.191706e+01	1.355037e-02	3.103360e-03
9.758325771809261e-03	1.191518e+01	1.389689e-02	3.133862e-03
9.758390961676701e-03	1.191306e+01	1.423362e-02	3.126178e-03
9.758456873001023e-03	1.191107e+01	1.436147e-02	3.117079e-03
9.758588695649667e-03	1.190710e+01	1.435542e-02	3.100002e-03
9.759733177587044e-03	1.187249e+01	1.291219e-02	2.960426e-03
9.759816384516029e-03	1.187013e+01	1.278860e-02	2.945702e-03
9.759860228217117e-03	1.186957e+01	1.265054e-02	2.915408e-03
9.759926544799647e-03	1.187065e+01	1.169124e-02	2.690254e-03
9.759996841149808e-03	1.187288e+01	9.391503e-03	2.321731e-03
9.760052563833586e-03	1.187399e+01	7.200602e-03	2.129031e-03
9.760090269070907e-03	1.187386e+01	5.915527e-03	2.067297e-03
9.760140847014180e-03	1.187292e+01	4.592005e-03	2.022079e-03
9.760194871598930e-03	1.187160e+01	3.617534e-03	1.997899e-03
9.760234794575481e-03	1.187049e+01	3.123229e-03	1.987690e-03
9.760275171072632e-03	1.186930e+01	2.761912e-03	1.980764e-03
9.760319159842856e-03	1.186797e+01	2.483133e-03	1.975672e-03
9.760367301886912e-03	1.186648e+01	2.274813e-03	1.971972e-03
9.760410703371596e-03	1.186513e+01	2.147639e-03	1.969734e-03
9.760452763839743e-03	1.186380e+01	2.061987e-03	1.968219e-03
9.760492952880295e-03	1.186253e+01	2.004510e-03	1.967187e-03
9.760542639698794e-03	1.186095e+01	1.955952e-03	1.966269e-03
9.760659158607885e-03	1.185724e+01	1.898512e-03	1.964901e-03
9.760917509306195e-03	1.184900e+01	1.868412e-03	1.963127e-03
9.783134266520862e-03	1.113742e+01	1.713417e-03	1.841592e-03
9.798397492061486e-03	1.064619e+01	1.613018e-03	1.758168e-03
9.818397492061485e-03	1.000020e+01	1.498364e-03	1.650000e-03
9.898397492061482e-03	7.388409e+00	1.049024e-03	1.213811e-03
9.998397492061478e-03	4.063633e+00	4.784340e-04	6.586714e-04
1.007839749206147e-02	1.359946e+00	1.530014e-05	2.073201e-04
1.011839749206147e-02	-5.364246e-03	-2.182707e-04	-2.057595e-05
1.015839749206147e-02	-1.379098e+00	-4.530907e-04	-2.498606e-04
1.017839749206147e-02	-2.068995e+00	-5.710399e-04	-3.650060e-04
1.019839749206147e-02	-2.760844e+00	-6.890965e-04	-4.804659e-04
1.023839749206147e-02	-4.150196e+00	-9.262260e-04	-7.123245e-04
1.031839749206146e-02	-6.950098e+00	-1.403622e-03	-1.179535e-03
1.037839749206146e-02	-9.067000e+00	-1.764281e-03	-1.532747e-03
1.041839749206146e-02	-1.048561e+01	-2.005825e-03	-1.769436e-03
1.043839749206146e-02	-1.119697e+01	-2.126894e-03	-1.888122e-03
1.045839749206146e-02	-1.190964e+01	-2.251421e-03	-2.007315e-03
1.047839749206146e-02	-1.262356e+01	-2.374141e-03	-2.126534e-03
1.051839749206146e-02	-1.405499e+01	-2.617526e-03	-2.365330e-03
1.057839749206145e-02	-1.621036e+01	-2.983470e-03	-2.724849e-03
1.065839749206145e-02	-1.909756e+01	-3.472907e-03	-3.206369e-03
1.071839749206145e-02	-2.127136e+01	-3.840924e-03	-3.568865e-03
1.077839749206145e-02	-2.345096e+01	-4.209564e-03	-3.932296e-03
1.081839749206144e-02	-2.490665e+01	-4.455565e-03	-4.175001e-03
1.083839749206144e-02	-2.563514e+01	-4.578612e-03	-4.296456e-03
1.085839749206144e-02	-2.636400e+01	-4.701697e-03	-4.417971e-03
1.087839749206144e-02	-2.709319e+01	-4.824789e-03	-4.539535e-03
1.089839749206144e-02	-2.782266e+01	-4.947903e-03	-4.661146e-03
1.093839749206144e-02	-2.928228e+01	-5.194126e-03	-4.904466e-03
1.095839749206144e-02	-3.001230e+01	-5.327331e-03	-5.027087e-03
1.096589749206144e-02	-3.028609e+01	-5.390341e-03	-5.074271e-03
1.099589749206144e-02	-3.138130e+01	-5.658440e-03	-5.264421e-03
1.107589749206143e-02	-3.430162e+01	-6.396290e-03	-5.773535e-03
1.117589749206143e-02	-3.794830e+01	-7.329644e-03	-6.410364e-03
1.131589749206142e-02	-4.303723e+01	-8.644366e-03	-7.300170e-03
1.149589749206142e-02	-4.953121e+01	-1.033901e-02	-8.437188e-03
1.157839749206141e-02	-5.248221e+01	-1.111488e-02	-8.954357e-03
1.158339749206141e-02	-5.266039e+01	-1.116951e-02	-8.986322e-03
1.158835394494337e-02	-5.283687e+01	-1.127905e-02	-9.023157e-03
1.159186468479477e-02	-5.296164e+01	-1.149061e-02	-9.061745e-03
1.159501135104461e-02	-5.307303e+01	-1.194221e-02	-9.120571e-03
1.159830072231281e-02	-5.318870e+01	-1.292330e-02	-9.228927e-03
1.160187432549656e-02	-5.331298e+01	-1.495106e-02	-9.434880e-03
1.160559015390741e-02	-5.344077e+01	-1.866560e-02	-9.796159e-03
1.160662913444922e-02	-5.347584e+01	-2.008269e-02	-9.931816e-03
1.160664913998524e-02	-5.347641e+01	-2.011320e-02	-9.935314e-03
1.160669177889504e-02	-5.347725e+01	-2.030554e-02	-9.988661e-03
1.160669703457056e-02	-5.347718e+01	-2.035168e-02	-1.000349e-02
1.160670754592159e-02	-5.347666e+01	-2.048456e-02	-1.004832e-02
1.160672856862366e-02	-5.347360e+01	-2.109027e-02	-1.025815e-02
1.160674637529682e-02	-5.346711e+01	-2.235763e-02	-1.070601e-02
1.160676118974361e-02	-5.345517e+01	-2.461076e-02	-1.150839e-02
1.160677489410044e-02	-5.343358e+01	-2.863172e-02	-1.292626e-02
1.160678849147495e-02	-5.339458e+01	-3.595889e-02	-1.545875e-02
1.160680223919407e-02	-5.332423e+01	-4.921807e-02	-1.993598e-02
1.160681738867747e-02	-5.319131e+01	-7.562447e-02	-2.861525e-02
1.160683132128922e-02	-5.298645e+01	-1.177031e-01	-4.207845e-02
1.160684614080093e-02	-5.263857e+01	-1.925910e-01	-6.525157e-02
1.160686058417016e-02	-5.212844e+01	-3.092217e-01	-9.980595e-02
1.160687615882689e-02	-5.136742e+01	-4.987587e-01	-1.526044e-01
1.160689250520015e-02	-5.039277e+01	-7.716506e-01	-2.224832e-01
1.160690711846702e-02	-4.945496e+01	-1.041697e+00	-2.887098e-01
1.160691418600699e-02	-4.902064e+01	-1.125214e+00	-3.194288e-01
1.160692458127903e-02	-4.845541e+01	-1.172032e+00	-3.589085e-01
1.160693133967573e-02	-4.815398e+01	-1.195036e+00	-3.793597e-01
1.160693981482979e-02	-4.787647e+01	-1.218366e+00	-3.995832e-01
1.160695676513792e-02	-4.746605e+01	-1.248789e+00	-4.265528e-01
1.160696061091275e-02	-4.739732e+01	-1.253422e+00	-4.306076e-01
1.160696830246241e-02	-4.730032e+01	-1.261620e+00	-4.378595e-01
1.160698368556173e-02	-4.716294e+01	-1.273328e+00	-4.482711e-01
1.160701445176037e-02	-4.700369e+01	-1.286087e+00	-4.596241e-01
1.160705545861742e-02	-4.690108e+01	-1.293215e+00	-4.659955e-01
1.160710656606329e-02	-4.685115e+01	-1.296637e+00	-4.690439e-01
1.160718097601261e-02	-4.682737e+01	-1.298315e+00	-4.705530e-01
1.160729783377629e-02	-4.681813e+01	-1.299086e+00	-4.712341e-01
1.160749377360384e-02	-4.681774e+01	-1.299390e+00	-4.715140e-01
1.167165425987818e-02	-4.828748e+01	-1.314937e+00	-4.854706e-01
1.173165425987818e-02	-4.964927e+01	-1.329828e+00	-4.988781e-01
1.179165425987818e-02	-5.099628e+01	-1.345084e+00	-5.126218e-01
1.185165425987818e-02	-5.232794e+01	-1.360592e+00	-5.266314e-01
1.191165425987817e-02	-5.364371e+01	-1.376329e+00	-5.408559e-01
1.197165425987817e-02	-5.494305e+01	-1.392199e+00	-5.552371e-01
1.203165425987817e-02	-5.622545e+01	-1.408190e+00	-5.697342e-01
1.207165425987817e-02	-5.707072e+01	-1.418877e+00	-5.794393e-01
1.211165425987817e-02	-5.790808e+01	-1.429577e+00	-5.891640e-01
1.215165425987816e-02	-5.873740e+01	-1.440276e+00	-5.988971e-01
1.219165425987816e-02	-5.955852e+01	-1.450964e+00	-6.086285e-01
1.223165425987816e-02	-6.037131e+01	-1.461632e+00	-6.183487e-01
1.227165425987816e-02	-6.117563e+01	-1.472269e+00	-6.280485e-01
1.231165425987816e-02	-6.197134e+01	-1.482866e+00	-6.377195e-01
1.235165425987816e-02	-6.275831e+01	-1.493415e+00	-6.473536e-01
1.237165425987815e-02	-6.314848e+01	-1.498660e+00	-6.521533e-01
1.239165425987815e-02	-6.353641e+01	-1.503909e+00	-6.569436e-01
1.241165425987815e-02	-6.392208e+01	-1.509123e+00	-6.617183e-01
1.243165425987815e-02	-6.430550e+01	-1.514339e+00	-6.664821e-01
1.245165425987815e-02	-6.468663e+01	-1.519519e+00	-6.712286e-01
1.247165425987815e-02	-6.506546e+01	-1.524700e+00	-6.759626e-01
1.249165425987815e-02	-6.544197e+01	-1.529842e+00	-6.806778e-01
1.251165425987815e-02	-6.581616e+01	-1.534983e+00	-6.853787e-01
1.253165425987815e-02	-6.618800e+01	-1.540085e+00	-6.900596e-01
1.255165425987815e-02	-6.655748e+01	-1.545184e+00	-6.947247e-01
1.257165425987815e-02	-6.692458e+01	-1.550242e+00	-6.993683e-01
1.259165425987815e-02	-6.728929e+01	-1.555296e+00	-7.039948e-01
1.261165425987814e-02	-6.765160e+01	-1.560308e+00	-7.085986e-01
1.263165425987814e-02	-6.801147e+01	-1.565314e+00	-7.131839e-01
1.265165425987814e-02	-6.836893e+01	-1.570277e+00	-7.177451e-01
1.267165425987814e-02	-6.872392e+01	-1.575233e+00	-7.222868e-01
1.271165425987814e-02	-6.942650e+01	-1.585048e+00	-7.312989e-01
1.275165425987814e-02	-7.011909e+01	-1.594754e+00	-7.402157e-01
1.279165425987814e-02	-7.080161e+01	-1.604347e+00	-7.490330e-01
1.283165425987814e-02	-7.147392e+01	-1.613824e+00	-7.577467e-01
1.289165425987813e-02	-7.246304e+01	-1.627800e+00	-7.706137e-01
1.295165425987813e-02	-7.342858e+01	-1.641512e+00	-7.832295e-01
1.301165425987813e-02	-7.437022e+01	-1.654909e+00	-7.955782e-01
1.309165425987813e-02	-7.558797e+01	-1.672307e+00	-8.116151e-01
1.317165425987812e-02	-7.676181e+01	-1.689138e+00	-8.271405e-01
1.327165425987812e-02	-7.816624e+01	-1.709358e+00	-8.457977e-01
1.337165425987811e-02	-7.949951e+01	-1.728606e+00	-8.635857e-01
1.349165425987811e-02	-8.100361e+01	-1.750410e+00	-8.837425e-01
1.363165425987810e-02	-8.262357e+01	-1.773997e+00	-9.055576e-01
1.377165425987810e-02	-8.409534e+01	-1.795500e+00	-9.254733e-01
1.393165425987809e-02	-8.559222e+01	-1.817481e+00	-9.458376e-01
1.411165425987808e-02	-8.703567e+01	-1.838811e+00	-9.656042e-01
1.431165425987808e-02	-8.833539e+01	-1.858170e+00	-9.835616e-01
1.453165425987807e-02	-8.938947e+01	-1.874086e+00	-9.983394e-01
1.477165425987806e-02	-9.008494e+01	-1.884942e+00	-1.008417e+00
1.503165425987805e-02	-9.029890e+01	-1.888955e+00	-1.012136e+00
1.529165425987804e-02	-8.995047e+01	-1.884849e+00	-1.008329e+00
1.549165425987803e-02	-8.930108e+01	-1.876193e+00	-1.000292e+00
1.563165425987802e-02	-8.865060e+01	-1.867310e+00	-9.920393e-01
1.583165425987802e-02	-8.744424e+01	-1.850594e+00	-9.765283e-01
1.625165425987800e-02	-8.387131e+01	-1.800378e+00	-9.299844e-01
1.667165425987798e-02	-7.894365e+01	-1.730389e+00	-8.652179e-01
1.709165425987796e-02	-7.274677e+01	-1.641650e+00	-7.833548e-01
1.749165425987795e-02	-6.576305e+01	-1.540907e+00	-6.908059e-01
1.789165425987793e-02	-5.783514e+01	-1.425560e+00	-5.855238e-01
1.829165425987792e-02	-4.908736e+01	-1.296759e+00	-4.691974e-01
1.867165425987790e-02	-4.014176e+01	-1.162482e+00	-3.501853e-01
1.905165425987788e-02	-3.070342e+01	-1.014846e+00	-2.247578e-01
1.925165425987788e-02	-2.557960e+01	-9.277450e-01	-1.569547e-01
1.937165425987787e-02	-2.246125e+01	-8.665874e-01	-1.160297e-01
1.943165425987787e-02	-2.088869e+01	-8.279683e-01	-9.569257e-02
1.945165425987787e-02	-2.036172e+01	-8.118232e-01	-8.897510e-02
1.947165425987787e-02	-1.983250e+01	-7.922456e-01	-8.236220e-02
1.949165425987787e-02	-1.929971e+01	-7.654883e-01	-7.590576e-02
1.951165425987787e-02	-1.876179e+01	-7.262420e-01	-6.978521e-02
1.953165425987786e-02	-1.821868e+01	-6.724007e-01	-6.399462e-02
1.965165425987786e-02	-1.492185e+01	-3.065985e-01	-3.009830e-02
1.967165425987786e-02	-1.436814e+01	-2.460205e-01	-2.451461e-02
1.969165425987786e-02	-1.381232e+01	-1.856158e-01	-1.893432e-02
1.971165425987786e-02	-1.325330e+01	-1.275596e-01	-1.358070e-02
1.973165425987786e-02	-1.268734e+01	-7.139957e-02	-8.384597e-03
1.975165425987786e-02	-1.211275e+01	-2.687776e-02	-4.266044e-03
1.975169332237785e-02	-1.211194e+01	-2.649279e-02	-4.173723e-03
1.975177144737785e-02	-1.211036e+01	-2.582344e-02	-4.107720e-03
1.975192769737786e-02	-1.210582e+01	-2.513207e-02	-4.108669e-03
1.975406090286957e-02	-1.204262e+01	-2.132247e-02	-3.744114e-03
1.975571097268742e-02	-1.199337e+01	-1.860932e-02	-3.496598e-03
1.975904459327870e-02	-1.189334e+01	-1.378587e-02	-3.042361e-03
1.975970198061435e-02	-1.187343e+01	-1.295168e-02	-2.964159e-03
1.975976909346991e-02	-1.187144e+01	-1.286244e-02	-2.954767e-03
1.975980973663507e-02	-1.187053e+01	-1.278702e-02	-2.942264e-03
1.975986847549079e-02	-1.187053e+01	-1.236890e-02	-2.840411e-03
1.975992926647682e-02	-1.187216e+01	-1.099008e-02	-2.551851e-03
1.975999663137309e-02	-1.187458e+01	-8.464126e-03	-2.219665e-03
1.976001155552645e-02	-1.187486e+01	-7.871118e-03	-2.177326e-03
1.976004140383315e-02	-1.187481e+01	-6.753549e-03	-2.107961e-03
1.976009393404264e-02	-1.187413e+01	-5.155145e-03	-2.039214e-03
1.976014978571821e-02	-1.187291e+01	-3.961787e-03	-2.005784e-03
1.976019556963467e-02	-1.187169e+01	-3.301017e-03	-1.991368e-03
1.976023443716121e-02	-1.187056e+01	-2.903151e-03	-1.983545e-03
1.976027673176659e-02	-1.186930e+01	-2.591854e-03	-1.977759e-03
1.976032085135593e-02	-1.186794e+01	-2.364709e-03	-1.973684e-03
1.976036760058890e-02	-1.186649e+01	-2.200018e-03	-1.970779e-03
1.976040974449764e-02	-1.186517e+01	-2.098481e-03	-1.968991e-03
1.976045040328429e-02	-1.186389e+01	-2.029730e-03	-1.967767e-03
1.976049534593094e-02	-1.186246e+01	-1.976976e-03	-1.966800e-03
1.976060490213068e-02	-1.185898e+01	-1.908836e-03	-1.965325e-03
1.976084366548665e-02	-1.185136e+01	-1.870705e-03	-1.963553e-03
1.977868888889533e-02	-1.128016e+01	-1.743564e-03	-1.865923e-03
1.978960705251151e-02	-1.092927e+01	-1.670044e-03	-1.806173e-03
1.980960705251151e-02	-1.028441e+01	-1.547428e-03	-1.697477e-03
1.984960705251151e-02	-8.986626e+00	-1.323943e-03	-1.480717e-03
1.992960705251150e-02	-6.357657e+00	-8.720096e-04	-1.041693e-03
1.998960705251150e-02	-4.358711e+00	-5.289203e-04	-7.078852e-04
2.000000000000000e-02	-4.010448e+00	-4.691594e-04	-6.496894e-04 Step Information: A=999m  (Step: 3/3)
0.000000000000000e+00	-1.457835e-23	3.231981e-24	2.915654e-25
8.191999540940742e-07	2.559092e-02	4.687061e-06	4.301874e-06
1.638399908188148e-06	5.118804e-02	9.179312e-06	8.584483e-06
3.276799816376297e-06	1.024009e-01	1.816817e-05	1.715229e-05
6.553599632752594e-06	2.049005e-01	3.615728e-05	3.429795e-05
1.310719926550519e-05	4.101941e-01	7.218520e-05	6.862956e-05
2.621439853101037e-05	8.218000e-01	1.444345e-04	1.374524e-04
4.621439853101037e-05	1.451994e+00	2.551654e-04	2.428719e-04
6.621439853101037e-05	2.084762e+00	3.664400e-04	3.487682e-04
8.621439853101037e-05	2.720295e+00	4.781542e-04	4.551229e-04
1.062143985310104e-04	3.358536e+00	5.901676e-04	5.619145e-04
1.262143985310104e-04	3.999425e+00	7.024031e-04	6.691273e-04
1.462143985310104e-04	4.642906e+00	8.148859e-04	7.767549e-04
1.662143985310104e-04	5.288921e+00	9.276698e-04	8.847935e-04
1.862143985310104e-04	5.937414e+00	1.040787e-03	9.932375e-04
2.062143985310104e-04	6.588328e+00	1.154245e-03	1.102079e-03
2.262143985310104e-04	7.241606e+00	1.268037e-03	1.211308e-03
2.462143985310104e-04	7.897192e+00	1.382156e-03	1.320917e-03
2.662143985310104e-04	8.555030e+00	1.496591e-03	1.430895e-03
2.862143985310104e-04	9.215064e+00	1.611335e-03	1.541234e-03
3.062143985310103e-04	9.877240e+00	1.726377e-03	1.651924e-03
3.262143985310103e-04	1.054150e+01	1.841709e-03	1.762956e-03
3.462143985310103e-04	1.120779e+01	1.957322e-03	1.874320e-03
3.662143985310103e-04	1.187606e+01	2.073208e-03	1.986009e-03
4.062143985310103e-04	1.321831e+01	2.305760e-03	2.210322e-03
4.462143985310103e-04	1.456781e+01	2.539295e-03	2.435823e-03
4.862143985310103e-04	1.592415e+01	2.773746e-03	2.662440e-03
5.262143985310104e-04	1.728688e+01	3.009045e-03	2.890104e-03
5.862143985310105e-04	1.934207e+01	3.363436e-03	3.233408e-03
6.462143985310107e-04	2.140931e+01	3.719360e-03	3.578676e-03
7.062143985310109e-04	2.348722e+01	4.076597e-03	3.925679e-03
7.862143985310111e-04	2.627202e+01	4.554579e-03	4.390657e-03
8.862143985310113e-04	2.977143e+01	5.154022e-03	4.974845e-03
9.862143985310116e-04	3.328561e+01	5.754743e-03	5.561385e-03
1.106214398531012e-03	3.751373e+01	6.475953e-03	6.266945e-03
1.128714398531012e-03	3.830709e+01	6.611203e-03	6.399331e-03
1.133714398531012e-03	3.848341e+01	6.642832e-03	6.428898e-03
1.143714398531012e-03	3.883603e+01	6.715226e-03	6.488864e-03
1.158863067821872e-03	3.937020e+01	6.833348e-03	6.580455e-03
1.193847836233635e-03	4.060366e+01	7.116629e-03	6.792914e-03
1.273847836233636e-03	4.342236e+01	7.780178e-03	7.279892e-03
1.393847836233636e-03	4.764030e+01	8.792544e-03	8.010378e-03
1.573847836233636e-03	5.392595e+01	1.033280e-02	9.101832e-03
1.813847836233637e-03	6.218235e+01	1.240644e-02	1.054008e-02
1.893847836233637e-03	6.489214e+01	1.309876e-02	1.101318e-02
1.913847836233637e-03	6.556608e+01	1.329109e-02	1.113264e-02
1.916347836233637e-03	6.565020e+01	1.334090e-02	1.114997e-02
1.921347836233637e-03	6.581829e+01	1.357099e-02	1.119676e-02
1.924695874913816e-03	6.593079e+01	1.396592e-02	1.125044e-02
1.928261821377181e-03	6.605055e+01	1.483897e-02	1.134926e-02
1.932236767091469e-03	6.618397e+01	1.676906e-02	1.154753e-02
1.936016131985761e-03	6.631075e+01	2.019341e-02	1.188237e-02
1.937142567165605e-03	6.634852e+01	2.165516e-02	1.202287e-02
1.937544517972983e-03	6.636199e+01	2.223873e-02	1.207865e-02
1.937563291536989e-03	6.636262e+01	2.227425e-02	1.208528e-02
1.937600838665002e-03	6.636388e+01	2.260080e-02	1.219025e-02
1.937624047190394e-03	6.636465e+01	2.329692e-02	1.242776e-02
1.937641417263375e-03	6.636522e+01	2.459958e-02	1.288823e-02
1.937655730179643e-03	6.636568e+01	2.687318e-02	1.370740e-02
1.937669149266146e-03	6.636609e+01	3.099110e-02	1.518264e-02
1.937682547693207e-03	6.636647e+01	3.858719e-02	1.784887e-02
1.937696044251496e-03	6.636680e+01	5.235920e-02	2.257185e-02
1.937710742072335e-03	6.636706e+01	7.956697e-02	3.168190e-02
1.937724263115025e-03	6.636715e+01	1.234558e-01	4.612438e-02
1.937738349669194e-03	6.636699e+01	2.015801e-01	7.137436e-02
1.937751787296805e-03	6.636646e+01	3.248803e-01	1.105712e-01
1.937765607052008e-03	6.636534e+01	5.277196e-01	1.742266e-01
1.937779029711643e-03	6.636344e+01	8.266330e-01	2.685668e-01
1.937792399813811e-03	6.636054e+01	1.201400e+00	4.114520e-01
1.937798348112785e-03	6.635870e+01	1.336358e+00	5.027061e-01
1.937806334764517e-03	6.635567e+01	1.483512e+00	6.412449e-01
1.937811936612762e-03	6.635326e+01	1.602416e+00	7.471251e-01
1.937819132796105e-03	6.634960e+01	1.772112e+00	9.048687e-01
1.937831362687566e-03	6.634222e+01	2.111548e+00	1.219263e+00
1.937845643715677e-03	6.633231e+01	2.575854e+00	1.653947e+00
1.937853168867337e-03	6.632650e+01	2.842738e+00	1.904228e+00
1.937871711699213e-03	6.631085e+01	3.519972e+00	2.541946e+00
1.937878730589101e-03	6.630036e+01	3.770376e+00	2.778255e+00
1.937882940870763e-03	6.628994e+01	3.916075e+00	2.915772e+00
1.937891361434085e-03	6.625967e+01	4.195270e+00	3.179568e+00
1.937908202560730e-03	6.616425e+01	4.688142e+00	3.645632e+00
1.937927198895703e-03	6.598377e+01	5.131040e+00	4.064967e+00
1.937945772507694e-03	6.567833e+01	5.457294e+00	4.374263e+00
1.937962940665561e-03	6.519125e+01	5.685341e+00	4.590925e+00
1.937978803492409e-03	6.440706e+01	5.850871e+00	4.748795e+00
1.937995845015767e-03	6.307658e+01	5.999086e+00	4.891209e+00
1.938004592379074e-03	6.204092e+01	6.069366e+00	4.959348e+00
1.938014536231564e-03	6.037756e+01	6.149347e+00	5.037544e+00
1.938023509903892e-03	5.837505e+01	6.224828e+00	5.111977e+00
1.938032838918609e-03	5.546028e+01	6.310142e+00	5.196800e+00
1.938051496948043e-03	4.763956e+01	6.510810e+00	5.398210e+00
1.938066930502962e-03	3.971936e+01	6.704823e+00	5.594369e+00
1.938082971151710e-03	3.073815e+01	6.908986e+00	5.801418e+00
