time	V(a1)	V(g)	V(l) Step Information: A=10µ  (Step: 1/3)
1.938089546366237e-03	2.718354e+01	6.985507e+00	5.879128e+00
1.938093661257763e-03	2.511427e+01	7.029986e+00	5.924274e+00
1.938096028839358e-03	2.400489e+01	7.054223e+00	5.948910e+00
1.938101862831090e-03	2.144198e+01	7.109600e+00	6.005142e+00
1.938105395901177e-03	2.005232e+01	7.140079e+00	6.036083e+00
1.938108045507943e-03	1.909995e+01	7.161349e+00	6.057668e+00
1.938113344721474e-03	1.740668e+01	7.200264e+00	6.097172e+00
1.938123943148536e-03	1.473525e+01	7.264445e+00	6.162271e+00
1.938145140002659e-03	1.093122e+01	7.350342e+00	6.249277e+00
1.938159682499878e-03	9.231990e+00	7.386288e+00	6.285583e+00
1.938173749780237e-03	8.277724e+00	7.408906e+00	6.308370e+00
1.938189219513056e-03	7.680289e+00	7.424500e+00	6.324000e+00
1.938210098899396e-03	7.244417e+00	7.436203e+00	6.335663e+00
1.938221924427595e-03	7.114574e+00	7.440069e+00	6.339478e+00
1.938238234988131e-03	7.028101e+00	7.443479e+00	6.342836e+00
1.938276914202985e-03	6.950492e+00	7.446788e+00	6.346068e+00
1.939241907926902e-03	6.809175e+00	7.324277e+00	6.230031e+00
1.942776580117184e-03	6.343044e+00	6.830661e+00	5.762692e+00
1.945971279584625e-03	5.964076e+00	6.427559e+00	5.381304e+00
1.948378482757776e-03	5.702065e+00	6.148422e+00	5.117358e+00
1.951279280572267e-03	5.411872e+00	5.837823e+00	4.823876e+00
1.956258778844360e-03	4.957006e+00	5.364693e+00	4.377276e+00
1.960676842735912e-03	4.613543e+00	5.000306e+00	4.033839e+00
1.965168515358710e-03	4.309173e+00	4.676213e+00	3.728884e+00
1.969038344271964e-03	4.078337e+00	4.430073e+00	3.497698e+00
1.973344947755406e-03	3.851287e+00	4.187826e+00	3.270635e+00
1.977549025740177e-03	3.656769e+00	3.979764e+00	3.076100e+00
1.981763481271822e-03	3.485441e+00	3.795970e+00	2.904751e+00
1.985972525000450e-03	3.335169e+00	3.634210e+00	2.754455e+00
1.990183837807104e-03	3.203176e+00	3.491545e+00	2.622436e+00
1.994394176338835e-03	3.087388e+00	3.365788e+00	2.506619e+00
1.998604930500670e-03	2.985843e+00	3.254858e+00	2.405045e+00
2.002815506900102e-03	2.896869e+00	3.156974e+00	2.316039e+00
2.007026159245393e-03	2.818974e+00	3.070540e+00	2.238111e+00
2.011236779129200e-03	2.750858e+00	2.994150e+00	2.169961e+00
2.014947182678354e-03	2.698095e+00	2.934157e+00	2.117096e+00
2.017684625305322e-03	2.663125e+00	2.893813e+00	2.081981e+00
2.021671049332551e-03	2.617669e+00	2.840357e+00	2.036181e+00
2.024546303233924e-03	2.588616e+00	2.805285e+00	2.006730e+00
2.028503461026713e-03	2.553367e+00	2.761186e+00	1.970633e+00
2.034514739378115e-03	2.509622e+00	2.701892e+00	1.924565e+00
2.045060135495814e-03	2.452958e+00	2.611567e+00	1.865792e+00
2.054021916950524e-03	2.425044e+00	2.527012e+00	1.838057e+00
2.066734313602370e-03	2.408524e+00	2.362371e+00	1.826473e+00
2.072764471671555e-03	2.404549e+00	2.288117e+00	1.823005e+00
2.081110003176963e-03	2.400682e+00	2.193305e+00	1.818812e+00
2.095602706798619e-03	2.395925e+00	2.048913e+00	1.813603e+00
2.110716759597354e-03	2.393667e+00	1.930630e+00	1.811031e+00
2.124763950568071e-03	2.393934e+00	1.857129e+00	1.812050e+00
2.126323462321970e-03	2.394305e+00	1.851781e+00	1.812402e+00
2.127902869033577e-03	2.394749e+00	1.846863e+00	1.812813e+00
2.131061682456791e-03	2.395816e+00	1.838731e+00	1.813786e+00
2.137398729765974e-03	2.398287e+00	1.828660e+00	1.816292e+00
2.138758162158852e-03	2.398918e+00	1.827430e+00	1.816911e+00
2.139214321742392e-03	2.399134e+00	1.827076e+00	1.817124e+00
2.139248224312695e-03	2.399145e+00	1.827044e+00	1.817137e+00
2.139292620750021e-03	2.399125e+00	1.826947e+00	1.817140e+00
2.139341120808745e-03	2.398999e+00	1.826458e+00	1.817035e+00
2.139392925870663e-03	2.398760e+00	1.824900e+00	1.816726e+00
2.139449128542926e-03	2.398522e+00	1.822481e+00	1.816481e+00
2.139478138852542e-03	2.398457e+00	1.821296e+00	1.816439e+00
2.139516943432352e-03	2.398429e+00	1.819980e+00	1.816407e+00
2.139559751241479e-03	2.398424e+00	1.818897e+00	1.816408e+00
2.139611637461925e-03	2.398435e+00	1.817991e+00	1.816418e+00
2.139652929742923e-03	2.398451e+00	1.817515e+00	1.816436e+00
2.139694466811639e-03	2.398470e+00	1.817183e+00	1.816454e+00
2.139736390372077e-03	2.398492e+00	1.816959e+00	1.816476e+00
2.139781377558975e-03	2.398516e+00	1.816800e+00	1.816499e+00
2.139824769992671e-03	2.398540e+00	1.816706e+00	1.816524e+00
2.139864779567685e-03	2.398563e+00	1.816653e+00	1.816546e+00
2.139906939857472e-03	2.398588e+00	1.816622e+00	1.816571e+00
2.140010415351295e-03	2.398649e+00	1.816609e+00	1.816631e+00
2.140226060697380e-03	2.398777e+00	1.816696e+00	1.816757e+00
2.159304461831899e-03	2.410131e+00	1.827864e+00	1.827947e+00
2.171321488377200e-03	2.417260e+00	1.834885e+00	1.834977e+00
2.191321488377200e-03	2.429097e+00	1.846545e+00	1.846647e+00
2.211321488377200e-03	2.440896e+00	1.858176e+00	1.858278e+00
2.371321488377200e-03	2.533675e+00	1.949675e+00	1.949764e+00
2.531321488377201e-03	2.623238e+00	2.038059e+00	2.038136e+00
2.691321488377201e-03	2.709142e+00	2.122879e+00	2.122946e+00
2.851321488377202e-03	2.790982e+00	2.203724e+00	2.203782e+00
3.011321488377202e-03	2.868383e+00	2.280217e+00	2.280268e+00
3.171321488377202e-03	2.941004e+00	2.352015e+00	2.352058e+00
3.311321488377203e-03	3.000382e+00	2.410737e+00	2.410775e+00
3.451321488377203e-03	3.055671e+00	2.465429e+00	2.465462e+00
3.591321488377203e-03	3.106696e+00	2.515915e+00	2.515944e+00
3.731321488377204e-03	3.153298e+00	2.562035e+00	2.562060e+00
3.871321488377204e-03	3.195335e+00	2.603643e+00	2.603665e+00
4.011321488377204e-03	3.232675e+00	2.640609e+00	2.640628e+00
4.151321488377204e-03	3.265204e+00	2.672816e+00	2.672832e+00
4.291321488377205e-03	3.292821e+00	2.700163e+00	2.700177e+00
4.431321488377205e-03	3.315438e+00	2.722560e+00	2.722572e+00
4.571321488377206e-03	3.332980e+00	2.739934e+00	2.739944e+00
4.711321488377206e-03	3.345385e+00	2.752221e+00	2.752229e+00
4.851321488377206e-03	3.352605e+00	2.759373e+00	2.759380e+00
4.991321488377207e-03	3.354604e+00	2.761354e+00	2.761360e+00
5.131321488377207e-03	3.351357e+00	2.758139e+00	2.758144e+00
5.271321488377207e-03	3.342852e+00	2.749717e+00	2.749721e+00
5.411321488377208e-03	3.329088e+00	2.736089e+00	2.736091e+00
5.551321488377208e-03	3.310079e+00	2.717265e+00	2.717266e+00
5.691321488377209e-03	3.285846e+00	2.693270e+00	2.693271e+00
5.831321488377209e-03	3.256423e+00	2.664139e+00	2.664139e+00
5.991321488377209e-03	3.216499e+00	2.624618e+00	2.624617e+00
6.151321488377210e-03	3.169941e+00	2.578535e+00	2.578533e+00
6.311321488377210e-03	3.116849e+00	2.525995e+00	2.525994e+00
6.491321488377211e-03	3.049461e+00	2.459325e+00	2.459322e+00
6.691321488377211e-03	2.965302e+00	2.376089e+00	2.376087e+00
6.911321488377212e-03	2.861793e+00	2.273763e+00	2.273760e+00
7.171321488377212e-03	2.725309e+00	2.138920e+00	2.138916e+00
7.491321488377213e-03	2.537471e+00	1.953520e+00	1.953516e+00
7.931321488377210e-03	2.246491e+00	1.666816e+00	1.666812e+00
8.371321488377192e-03	1.922218e+00	1.348284e+00	1.348280e+00
8.811321488377174e-03	1.569861e+00	1.003978e+00	1.003974e+00
9.239758988377159e-03	1.204023e+00	6.502311e-01	6.502271e-01
9.421024238369925e-03	1.042856e+00	4.966677e-01	4.966638e-01
9.421404172561336e-03	1.044062e+00	4.963351e-01	4.963309e-01
9.421790397366592e-03	1.052554e+00	4.958542e-01	4.958451e-01
9.421966748222706e-03	1.068949e+00	4.952792e-01	4.952520e-01
9.422080420082597e-03	1.096882e+00	4.944409e-01	4.943824e-01
9.422166965813694e-03	1.139893e+00	4.932589e-01	4.931545e-01
9.422251110165550e-03	1.216075e+00	4.912986e-01	4.911180e-01
9.422344439935159e-03	1.362259e+00	4.875545e-01	4.872311e-01
9.422435752345500e-03	1.606541e+00	4.812983e-01	4.807415e-01
9.422533913578109e-03	2.052371e+00	4.700740e-01	4.691162e-01
9.422648526227137e-03	2.914509e+00	4.481639e-01	4.464789e-01
9.422780387548494e-03	4.446542e+00	4.071381e-01	4.042535e-01
9.422918470158883e-03	6.617860e+00	3.450597e-01	3.407439e-01
9.423025218233051e-03	8.574657e+00	2.882197e-01	2.830652e-01
9.423146116007817e-03	1.080480e+01	2.233776e-01	2.178957e-01
9.423272578749342e-03	1.287424e+01	1.637841e-01	1.587144e-01
9.423379389287787e-03	1.429226e+01	1.235269e-01	1.192069e-01
9.423478324946517e-03	1.528892e+01	9.458772e-02	9.105189e-02
9.423599997770333e-03	1.618160e+01	6.837647e-02	6.574172e-02
9.423729945881030e-03	1.684344e+01	4.908397e-02	4.721717e-02
9.423883648023386e-03	1.737832e+01	3.421346e-02	3.298860e-02
9.423966092520159e-03	1.757939e+01	2.862470e-02	2.762948e-02
9.424072485489184e-03	1.776594e+01	2.308112e-02	2.231137e-02
9.424169884236947e-03	1.789660e+01	1.924764e-02	1.862842e-02
9.424275283869127e-03	1.800351e+01	1.607021e-02	1.557089e-02
9.424379681950427e-03	1.808403e+01	1.366010e-02	1.324729e-02
9.424497849971831e-03	1.815290e+01	1.157461e-02	1.123257e-02
9.424618533412801e-03	1.820582e+01	9.958435e-03	9.667623e-03
9.424752088423107e-03	1.824938e+01	8.602346e-03	8.351528e-03
9.424891577641344e-03	1.828293e+01	7.533760e-03	7.312059e-03
9.425045058659582e-03	1.830980e+01	6.647983e-03	6.448525e-03
9.425203650381011e-03	1.832969e+01	5.959159e-03	5.775586e-03
9.425381957811646e-03	1.834535e+01	5.377312e-03	5.206092e-03
9.425560754058844e-03	1.835597e+01	4.938737e-03	4.776049e-03
9.425769456946372e-03	1.836384e+01	4.554733e-03	4.398967e-03
9.425987206918267e-03	1.836848e+01	4.257345e-03	4.106507e-03
9.426229499419658e-03	1.837060e+01	4.012115e-03	3.865049e-03
9.426495941583365e-03	1.837040e+01	3.814699e-03	3.670480e-03
9.426785158787639e-03	1.836811e+01	3.659119e-03	3.517001e-03
9.427118661722038e-03	1.836366e+01	3.529856e-03	3.389351e-03
9.427469132529686e-03	1.835756e+01	3.436952e-03	3.297741e-03
9.427843271031789e-03	1.834997e+01	3.366643e-03	3.228238e-03
9.428621364396280e-03	1.833207e+01	3.280302e-03	3.143041e-03
9.429861547229775e-03	1.830067e+01	3.220285e-03	3.083967e-03
9.432631675216322e-03	1.822696e+01	3.184929e-03	3.049721e-03
9.469698260849023e-03	1.722175e+01	3.003011e-03	2.879737e-03
9.501510626609295e-03	1.634653e+01	2.846318e-03	2.733105e-03
9.539700541979203e-03	1.528152e+01	2.656044e-03	2.554693e-03
9.579700541979201e-03	1.415044e+01	2.454316e-03	2.365146e-03
9.619700541979199e-03	1.300325e+01	2.250179e-03	2.172940e-03
9.659700541979198e-03	1.184044e+01	2.043713e-03	1.978159e-03
9.699700541979196e-03	1.066252e+01	1.834998e-03	1.780885e-03
9.759700541979194e-03	8.868355e+00	1.517863e-03	1.480454e-03
9.799700541979192e-03	7.654770e+00	1.303866e-03	1.277303e-03
9.839700541979191e-03	6.427766e+00	1.087891e-03	1.071940e-03
9.859700541979190e-03	5.809380e+00	9.792021e-04	9.684777e-04
9.879700541979189e-03	5.187817e+00	8.700126e-04	8.644453e-04
9.899700541979188e-03	4.563135e+00	7.603998e-04	7.599457e-04
9.919700541979187e-03	3.935393e+00	6.503051e-04	6.548959e-04
9.959700541979186e-03	2.670961e+00	4.288423e-04	4.433694e-04
1.001970054197918e-02	7.528080e-01	9.353279e-05	1.225627e-04
1.003970054197918e-02	1.079174e-01	-1.905874e-05	1.469040e-05
1.005970054197918e-02	-5.396317e-01	-1.320013e-04	-9.357326e-05
1.007970054197918e-02	-1.189783e+00	-2.453534e-04	-2.023110e-04
1.009970054197918e-02	-1.842481e+00	-3.590390e-04	-3.114215e-04
1.013970054197918e-02	-3.155291e+00	-5.875101e-04	-5.309079e-04
1.019970054197918e-02	-5.142217e+00	-9.327695e-04	-8.630714e-04
1.025970054197917e-02	-7.149078e+00	-1.280834e-03	-1.198465e-03
1.029970054197917e-02	-8.497340e+00	-1.514354e-03	-1.423776e-03
1.033970054197917e-02	-9.853384e+00	-1.748970e-03	-1.650365e-03
1.037970054197917e-02	-1.121679e+01	-1.984620e-03	-1.878161e-03
1.041970054197917e-02	-1.258713e+01	-2.221243e-03	-2.107097e-03
1.043970054197917e-02	-1.327477e+01	-2.339918e-03	-2.221992e-03
1.045970054197917e-02	-1.396399e+01	-2.458783e-03	-2.337102e-03
1.047970054197916e-02	-1.465474e+01	-2.577898e-03	-2.452508e-03
1.049970054197916e-02	-1.534696e+01	-2.697194e-03	-2.568111e-03
1.051970054197916e-02	-1.604061e+01	-2.816739e-03	-2.683995e-03
1.053970054197916e-02	-1.673563e+01	-2.936863e-03	-2.800097e-03
1.055970054197916e-02	-1.743197e+01	-3.060310e-03	-2.916746e-03
1.057970054197916e-02	-1.812958e+01	-3.180760e-03	-3.033266e-03
1.059970054197916e-02	-1.882842e+01	-3.300927e-03	-3.149996e-03
1.061970054197916e-02	-1.952843e+01	-3.421294e-03	-3.266871e-03
1.065970054197916e-02	-2.093176e+01	-3.662314e-03	-3.501200e-03
1.069970054197916e-02	-2.233919e+01	-3.903785e-03	-3.736189e-03
1.075970054197915e-02	-2.445714e+01	-4.266694e-03	-4.089793e-03
1.081970054197915e-02	-2.658211e+01	-4.630374e-03	-4.444479e-03
1.089970054197915e-02	-2.942408e+01	-5.116011e-03	-4.918807e-03
1.099970054197914e-02	-3.298624e+01	-5.723616e-03	-5.513259e-03
1.111970054197914e-02	-3.726744e+01	-6.452415e-03	-6.227542e-03
1.117970054197914e-02	-3.940788e+01	-6.816229e-03	-6.584583e-03
1.124220054197913e-02	-4.163576e+01	-7.195951e-03	-6.956333e-03
1.124720054197913e-02	-4.181386e+01	-7.231801e-03	-6.986562e-03
1.126891667521811e-02	-4.258712e+01	-7.405872e-03	-7.119441e-03
1.132608338578346e-02	-4.462039e+01	-7.889695e-03	-7.471198e-03
1.144608338578345e-02	-4.887386e+01	-8.927220e-03	-8.209346e-03
1.162608338578345e-02	-5.519985e+01	-1.050251e-02	-9.310092e-03
1.188608338578344e-02	-6.416871e+01	-1.279018e-02	-1.087563e-02
1.196608338578343e-02	-6.687719e+01	-1.349583e-02	-1.134969e-02
1.196858338578343e-02	-6.696141e+01	-1.352828e-02	-1.136542e-02
1.197358338578343e-02	-6.712969e+01	-1.364938e-02	-1.140208e-02
1.197691606904766e-02	-6.724180e+01	-1.385213e-02	-1.143790e-02
1.198024325426530e-02	-6.735366e+01	-1.431087e-02	-1.149738e-02
1.198371906462656e-02	-6.747046e+01	-1.530178e-02	-1.160671e-02
1.198747593996246e-02	-6.759662e+01	-1.739488e-02	-1.181897e-02
1.199112119717636e-02	-6.771896e+01	-2.114329e-02	-1.218316e-02
1.199204373870658e-02	-6.774991e+01	-2.248156e-02	-1.231131e-02
1.199205640272169e-02	-6.775034e+01	-2.250462e-02	-1.231526e-02
1.199207031826963e-02	-6.775080e+01	-2.255108e-02	-1.233063e-02
1.199209814936552e-02	-6.775173e+01	-2.284377e-02	-1.243062e-02
1.199211918145478e-02	-6.775243e+01	-2.347596e-02	-1.264649e-02
1.199213676363825e-02	-6.775301e+01	-2.475804e-02	-1.309799e-02
1.199215113879468e-02	-6.775346e+01	-2.698026e-02	-1.389615e-02
1.199216459311187e-02	-6.775388e+01	-3.101320e-02	-1.534207e-02
1.199217798866890e-02	-6.775426e+01	-3.844381e-02	-1.795255e-02
1.199219149262445e-02	-6.775460e+01	-5.193697e-02	-2.258249e-02
1.199220622436367e-02	-6.775487e+01	-7.868721e-02	-3.154388e-02
1.199221975013579e-02	-6.775496e+01	-1.218107e-01	-4.574225e-02
1.199223384986986e-02	-6.775481e+01	-1.987063e-01	-7.060868e-02
1.199224728454588e-02	-6.775430e+01	-3.200518e-01	-1.092044e-01
1.199226111036801e-02	-6.775320e+01	-5.200763e-01	-1.719920e-01
1.199227453470676e-02	-6.775134e+01	-8.153781e-01	-2.651233e-01
1.199228791883085e-02	-6.774848e+01	-1.191944e+00	-4.059077e-01
1.199229372980901e-02	-6.774671e+01	-1.326347e+00	-4.939586e-01
1.199230181923289e-02	-6.774367e+01	-1.475128e+00	-6.333193e-01
1.199230718893416e-02	-6.774139e+01	-1.587455e+00	-7.335639e-01
1.199231426167913e-02	-6.773783e+01	-1.752103e+00	-8.863084e-01
1.199232712225531e-02	-6.773011e+01	-2.106333e+00	-1.214478e+00
1.199234185515817e-02	-6.771990e+01	-2.585535e+00	-1.662995e+00
1.199234963505025e-02	-6.771389e+01	-2.861993e+00	-1.922370e+00
1.199236880559156e-02	-6.769766e+01	-3.561984e+00	-2.581596e+00
1.199237388572062e-02	-6.769077e+01	-3.743376e+00	-2.752739e+00
1.199238041484889e-02	-6.767541e+01	-3.968547e+00	-2.965340e+00
1.199238912035326e-02	-6.764268e+01	-4.253170e+00	-3.234299e+00
1.199240653136201e-02	-6.753892e+01	-4.750684e+00	-3.704823e+00
1.199242553041011e-02	-6.734812e+01	-5.178758e+00	-4.110178e+00
1.199244397613275e-02	-6.702679e+01	-5.491086e+00	-4.406331e+00
1.199246102717861e-02	-6.651494e+01	-5.709932e+00	-4.614319e+00
1.199247678765062e-02	-6.569268e+01	-5.869732e+00	-4.766819e+00
1.199249370728711e-02	-6.431036e+01	-6.014136e+00	-4.905714e+00
1.199250185634338e-02	-6.328806e+01	-6.079085e+00	-4.968754e+00
1.199251350172600e-02	-6.121115e+01	-6.172945e+00	-5.060683e+00
1.199252259149736e-02	-5.902323e+01	-6.250852e+00	-5.137707e+00
1.199253240998945e-02	-5.568137e+01	-6.343647e+00	-5.230201e+00
1.199255204697364e-02	-4.679311e+01	-6.564877e+00	-5.452731e+00
1.199256852162859e-02	-3.792785e+01	-6.779076e+00	-5.669613e+00
1.199258504381768e-02	-2.860122e+01	-6.986914e+00	-5.880569e+00
1.199259169113020e-02	-2.511779e+01	-7.060318e+00	-5.955150e+00
1.199259586868758e-02	-2.313019e+01	-7.102421e+00	-5.997898e+00
1.199259972386517e-02	-2.146478e+01	-7.138334e+00	-6.034381e+00
1.199260434941899e-02	-1.969186e+01	-7.177724e+00	-6.074388e+00
1.199261051682409e-02	-1.767419e+01	-7.224166e+00	-6.121550e+00
1.199262285163430e-02	-1.450726e+01	-7.298352e+00	-6.196816e+00
1.199264140635499e-02	-1.110649e+01	-7.373514e+00	-6.272975e+00
1.199265546301653e-02	-9.421948e+00	-7.409814e+00	-6.309662e+00
1.199266956935894e-02	-8.406731e+00	-7.433720e+00	-6.333768e+00
1.199268518511886e-02	-7.756656e+00	-7.450245e+00	-6.350348e+00
1.199270463623724e-02	-7.313295e+00	-7.461858e+00	-6.361940e+00
1.199271702862245e-02	-7.163579e+00	-7.466221e+00	-6.366254e+00
1.199273296731196e-02	-7.068207e+00	-7.469776e+00	-6.369763e+00
1.199277090506731e-02	-6.981753e+00	-7.473311e+00	-6.373221e+00
1.199364002889301e-02	-6.850873e+00	-7.365571e+00	-6.271176e+00
1.199705924164234e-02	-6.398903e+00	-6.886968e+00	-5.818045e+00
1.200005582599194e-02	-6.040856e+00	-6.506200e+00	-5.457768e+00
1.200235353356426e-02	-5.787724e+00	-6.236631e+00	-5.202845e+00
1.200510960217623e-02	-5.507328e+00	-5.936921e+00	-4.919616e+00
1.200970800892567e-02	-5.077600e+00	-5.489655e+00	-4.497332e+00
1.201388903363768e-02	-4.741414e+00	-5.133361e+00	-4.161397e+00
1.201841060974470e-02	-4.423841e+00	-4.795164e+00	-3.843019e+00
1.202260232992358e-02	-4.165774e+00	-4.520226e+00	-3.584663e+00
1.202682291055397e-02	-3.937158e+00	-4.276302e+00	-3.355917e+00
1.203104330616678e-02	-3.736192e+00	-4.061469e+00	-3.154932e+00
1.203524987008973e-02	-3.560201e+00	-3.872808e+00	-2.978923e+00
1.203946225653329e-02	-3.405399e+00	-3.706309e+00	-2.824099e+00
1.204367214055436e-02	-3.269565e+00	-3.559639e+00	-2.688241e+00
1.204788308985005e-02	-3.150330e+00	-3.430291e+00	-2.568980e+00
1.205209358302148e-02	-3.045764e+00	-3.316224e+00	-2.464386e+00
1.205630427096648e-02	-2.954114e+00	-3.215570e+00	-2.372706e+00
1.206051487564161e-02	-2.873857e+00	-3.126704e+00	-2.292418e+00
1.206472551589843e-02	-2.803650e+00	-3.048177e+00	-2.222178e+00
1.206817931833522e-02	-2.752767e+00	-2.990576e+00	-2.171236e+00
1.207195016122285e-02	-2.703466e+00	-2.933886e+00	-2.121752e+00
1.207585906427545e-02	-2.658567e+00	-2.881158e+00	-2.076525e+00
1.207865338799762e-02	-2.630033e+00	-2.846800e+00	-2.047618e+00
1.208249386079707e-02	-2.595306e+00	-2.803560e+00	-2.012106e+00
1.208824085907441e-02	-2.552408e+00	-2.746090e+00	-1.967125e+00
1.209819755628216e-02	-2.496418e+00	-2.659902e+00	-1.909198e+00
1.210707556699976e-02	-2.466349e+00	-2.580083e+00	-1.878358e+00
1.211946516970682e-02	-2.447891e+00	-2.421646e+00	-1.864970e+00
1.212587360934134e-02	-2.443208e+00	-2.341460e+00	-1.861110e+00
1.213402009489582e-02	-2.439235e+00	-2.247466e+00	-1.856800e+00
1.214957102373504e-02	-2.433769e+00	-2.090390e+00	-1.850890e+00
1.216400497002171e-02	-2.431312e+00	-1.975624e+00	-1.848132e+00
1.217897721174946e-02	-2.431316e+00	-1.894981e+00	-1.848889e+00
1.218055424686063e-02	-2.431669e+00	-1.889475e+00	-1.849223e+00
1.218217149664768e-02	-2.432101e+00	-1.884345e+00	-1.849621e+00
1.218540599622179e-02	-2.433154e+00	-1.875871e+00	-1.850577e+00
1.219189487485022e-02	-2.435613e+00	-1.865429e+00	-1.853077e+00
1.219328643846547e-02	-2.436247e+00	-1.864165e+00	-1.853699e+00
1.219370662294064e-02	-2.436442e+00	-1.863835e+00	-1.853892e+00
1.219374238149048e-02	-2.436454e+00	-1.863802e+00	-1.853906e+00
1.219378453450182e-02	-2.436436e+00	-1.863717e+00	-1.853909e+00
1.219383475876078e-02	-2.436307e+00	-1.863226e+00	-1.853805e+00
1.219388686699000e-02	-2.436069e+00	-1.861673e+00	-1.853496e+00
1.219394357026994e-02	-2.435828e+00	-1.859238e+00	-1.853248e+00
1.219397192497802e-02	-2.435765e+00	-1.858079e+00	-1.853206e+00
1.219401023813578e-02	-2.435736e+00	-1.856774e+00	-1.853174e+00
1.219405292356671e-02	-2.435730e+00	-1.855686e+00	-1.853174e+00
1.219410553885994e-02	-2.435741e+00	-1.854761e+00	-1.853183e+00
1.219414682000635e-02	-2.435756e+00	-1.854284e+00	-1.853201e+00
1.219418824491402e-02	-2.435775e+00	-1.853951e+00	-1.853218e+00
1.219423011635047e-02	-2.435796e+00	-1.853725e+00	-1.853240e+00
1.219427508602022e-02	-2.435820e+00	-1.853566e+00	-1.853263e+00
1.219431861097435e-02	-2.435843e+00	-1.853470e+00	-1.853287e+00
1.219435854676781e-02	-2.435866e+00	-1.853416e+00	-1.853309e+00
1.219440076493827e-02	-2.435890e+00	-1.853385e+00	-1.853333e+00
1.219450422299577e-02	-2.435950e+00	-1.853371e+00	-1.853392e+00
1.219471922691880e-02	-2.436076e+00	-1.853455e+00	-1.853516e+00
1.221368507980686e-02	-2.447180e+00	-1.864381e+00	-1.864464e+00
1.222559134256910e-02	-2.454129e+00	-1.871226e+00	-1.871318e+00
1.224559134256909e-02	-2.465771e+00	-1.882697e+00	-1.882800e+00
1.226559134256909e-02	-2.477376e+00	-1.894139e+00	-1.894241e+00
1.242559134256909e-02	-2.568542e+00	-1.984072e+00	-1.984161e+00
1.258559134256908e-02	-2.656409e+00	-2.070801e+00	-2.070879e+00
1.274559134256907e-02	-2.740538e+00	-2.153884e+00	-2.153952e+00
1.290559134256907e-02	-2.820525e+00	-2.232914e+00	-2.232972e+00
1.306559134256906e-02	-2.896002e+00	-2.307518e+00	-2.307568e+00
1.322559134256905e-02	-2.966633e+00	-2.377356e+00	-2.377399e+00
1.338559134256905e-02	-3.032109e+00	-2.442118e+00	-2.442156e+00
1.352559134256904e-02	-3.084955e+00	-2.494401e+00	-2.494433e+00
1.366559134256904e-02	-3.133472e+00	-2.542411e+00	-2.542440e+00
1.380559134256903e-02	-3.177509e+00	-2.585996e+00	-2.586021e+00
1.394559134256903e-02	-3.216926e+00	-2.625015e+00	-2.625037e+00
1.408559134256902e-02	-3.251599e+00	-2.659343e+00	-2.659362e+00
1.422559134256901e-02	-3.281420e+00	-2.688871e+00	-2.688887e+00
1.436559134256901e-02	-3.306292e+00	-2.713502e+00	-2.713516e+00
1.450559134256900e-02	-3.326134e+00	-2.733153e+00	-2.733165e+00
1.464559134256900e-02	-3.340877e+00	-2.747755e+00	-2.747765e+00
1.478559134256899e-02	-3.350464e+00	-2.757252e+00	-2.757260e+00
1.492559134256899e-02	-3.354853e+00	-2.761600e+00	-2.761607e+00
1.506559134256898e-02	-3.354013e+00	-2.760770e+00	-2.760775e+00
1.520559134256897e-02	-3.347926e+00	-2.754742e+00	-2.754746e+00
1.534559134256897e-02	-3.336586e+00	-2.743512e+00	-2.743515e+00
1.548559134256896e-02	-3.319996e+00	-2.727084e+00	-2.727087e+00
1.562559134256896e-02	-3.298175e+00	-2.705478e+00	-2.705479e+00
1.576559134256895e-02	-3.271151e+00	-2.678721e+00	-2.678721e+00
1.592559134256894e-02	-3.233946e+00	-2.641888e+00	-2.641888e+00
1.608559134256894e-02	-3.190073e+00	-2.598460e+00	-2.598459e+00
1.624559134256893e-02	-3.139627e+00	-2.548534e+00	-2.548533e+00
1.642559134256892e-02	-3.075157e+00	-2.484744e+00	-2.484742e+00
1.662559134256892e-02	-2.994156e+00	-2.404624e+00	-2.404621e+00
1.684559134256891e-02	-2.894007e+00	-2.305603e+00	-2.305600e+00
1.708559134256890e-02	-2.772054e+00	-2.185091e+00	-2.185088e+00
1.738559134256889e-02	-2.601938e+00	-2.017125e+00	-2.017121e+00
1.776559134256887e-02	-2.360332e+00	-1.778902e+00	-1.778898e+00
1.820559134256885e-02	-2.047972e+00	-1.471664e+00	-1.471660e+00
1.864559134256883e-02	-1.705583e+00	-1.136308e+00	-1.136304e+00
1.908559134256882e-02	-1.338103e+00	-7.792330e-01	-7.792290e-01
1.942097524621332e-02	-1.042912e+00	-4.967232e-01	-4.967193e-01
1.942135515311483e-02	-1.044080e+00	-4.963908e-01	-4.963866e-01
1.942174140745906e-02	-1.052440e+00	-4.959136e-01	-4.959047e-01
1.942191978411129e-02	-1.068816e+00	-4.953385e-01	-4.953116e-01
1.942203390392091e-02	-1.096629e+00	-4.945026e-01	-4.944445e-01
1.942212066137539e-02	-1.139511e+00	-4.933234e-01	-4.932195e-01
1.942220481933540e-02	-1.215414e+00	-4.913709e-01	-4.911911e-01
1.942229841391959e-02	-1.361526e+00	-4.876279e-01	-4.873053e-01
1.942238959865245e-02	-1.604759e+00	-4.813968e-01	-4.808417e-01
1.942248772208267e-02	-2.049225e+00	-4.702081e-01	-4.692531e-01
