time	V(D,G)	V(a1)	V(l)
9.727494824999277e-03	1.379983e+01	1.324585e+01	3.383637e-03
9.728539505445045e-03	1.378391e+01	1.321879e+01	3.164158e-03
9.728580597115165e-03	1.378430e+01	1.321838e+01	3.148055e-03
9.728640324239670e-03	1.378908e+01	1.322035e+01	3.039571e-03
9.728704117141882e-03	1.379987e+01	1.322556e+01	2.747516e-03
9.728772985945855e-03	1.381392e+01	1.323215e+01	2.430489e-03
9.728790203146848e-03	1.381656e+01	1.323321e+01	2.385794e-03
9.728824637548834e-03	1.381974e+01	1.323401e+01	2.313553e-03
9.728878242007920e-03	1.382264e+01	1.323415e+01	2.250668e-03
9.728936044939926e-03	1.382387e+01	1.323338e+01	2.218558e-03
9.728979201612907e-03	1.382395e+01	1.323244e+01	2.205665e-03
9.729017328419538e-03	1.382364e+01	1.323144e+01	2.198157e-03
9.729058332831582e-03	1.382308e+01	1.323030e+01	2.192592e-03
9.729099116982276e-03	1.382236e+01	1.322910e+01	2.188765e-03
9.729135929482189e-03	1.382162e+01	1.322800e+01	2.186306e-03
9.729176409942761e-03	1.382072e+01	1.322676e+01	2.184351e-03
9.729214217352178e-03	1.381984e+01	1.322558e+01	2.183032e-03
9.729261338142028e-03	1.381869e+01	1.322411e+01	2.181853e-03
9.729368109639088e-03	1.381597e+01	1.322073e+01	2.180219e-03
9.729595054183630e-03	1.380999e+01	1.321351e+01	2.178385e-03
9.741769804943031e-03	1.348501e+01	1.282453e+01	2.110781e-03
9.747018296574862e-03	1.334432e+01	1.265641e+01	2.081791e-03
9.757515279838522e-03	1.306206e+01	1.231955e+01	2.024834e-03
9.801004303388473e-03	1.188050e+01	1.091520e+01	1.790612e-03
9.881004303388469e-03	9.658474e+00	8.297050e+00	1.353885e-03
9.981004303388465e-03	6.796367e+00	4.964428e+00	7.980337e-04
1.008100430338846e-02	3.847201e+00	1.571243e+00	2.321614e-04
1.012100430338846e-02	2.644836e+00	1.984725e-01	3.243558e-06
1.016100430338846e-02	1.430207e+00	-1.182536e+00	-2.270443e-04
1.020350430338846e-02	1.274173e-01	-2.657990e+00	-4.732099e-04
1.020850430338846e-02	-2.685091e-02	-2.832232e+00	-5.024503e-04
1.023029253479243e-02	-7.011572e-01	-3.592848e+00	-6.294107e-04
1.029029253479243e-02	-2.574098e+00	-5.697757e+00	-9.803368e-04
1.039029253479243e-02	-5.746093e+00	-9.237661e+00	-1.570428e-03
1.049029253479242e-02	-8.975718e+00	-1.281230e+01	-2.166221e-03
1.059029253479242e-02	-1.225620e+01	-1.641566e+01	-2.766710e-03
1.061904253479242e-02	-1.320741e+01	-1.745591e+01	-2.940217e-03
1.062654253479242e-02	-1.345622e+01	-1.772762e+01	-2.986859e-03
1.064679474943324e-02	-1.412916e+01	-1.846182e+01	-3.114829e-03
1.072679474943323e-02	-1.680247e+01	-2.136909e+01	-3.624794e-03
1.078679474943323e-02	-1.882231e+01	-2.355587e+01	-4.008953e-03
1.082679474943323e-02	-2.017527e+01	-2.501610e+01	-4.265573e-03
1.086679474943323e-02	-2.153288e+01	-2.647781e+01	-4.522507e-03
1.088679474943323e-02	-2.221330e+01	-2.720911e+01	-4.651072e-03
1.090679474943323e-02	-2.289474e+01	-2.794065e+01	-4.779682e-03
1.092679474943323e-02	-2.357715e+01	-2.867238e+01	-4.908341e-03
1.096679474943322e-02	-2.494467e+01	-3.013624e+01	-5.165750e-03
1.102679474943322e-02	-2.700200e+01	-3.233238e+01	-5.551981e-03
1.110679474943322e-02	-2.975438e+01	-3.525943e+01	-6.066852e-03
1.114679474943322e-02	-3.113369e+01	-3.672169e+01	-6.324104e-03
1.116679474943322e-02	-3.182389e+01	-3.745234e+01	-6.452659e-03
1.118239831888253e-02	-3.236233e+01	-3.802206e+01	-6.558247e-03
1.118343988938521e-02	-3.239817e+01	-3.806002e+01	-6.567822e-03
1.118552303039056e-02	-3.246941e+01	-3.813568e+01	-6.591586e-03
1.118838883580542e-02	-3.256623e+01	-3.823911e+01	-6.642963e-03
1.119176763387451e-02	-3.267755e+01	-3.835954e+01	-6.754952e-03
1.119491105602528e-02	-3.277644e+01	-3.846908e+01	-6.942135e-03
1.119838288223216e-02	-3.287991e+01	-3.858728e+01	-7.289611e-03
1.119961215761492e-02	-3.291354e+01	-3.862748e+01	-7.457816e-03
1.119964517894095e-02	-3.291436e+01	-3.862850e+01	-7.462849e-03
1.119967557165854e-02	-3.291397e+01	-3.862871e+01	-7.475831e-03
1.119971524982497e-02	-3.291099e+01	-3.862754e+01	-7.583024e-03
1.119971770593001e-02	-3.291057e+01	-3.862732e+01	-7.596121e-03
1.119972261814009e-02	-3.290913e+01	-3.862650e+01	-7.626168e-03
1.119973244256026e-02	-3.290377e+01	-3.862328e+01	-7.716049e-03
1.119975209140060e-02	-3.288071e+01	-3.860915e+01	-8.125746e-03
1.119976998320085e-02	-3.283482e+01	-3.858089e+01	-9.034536e-03
1.119978524606548e-02	-3.275471e+01	-3.853145e+01	-1.065099e-02
1.119979931385005e-02	-3.261678e+01	-3.844622e+01	-1.341883e-02
1.119981314388740e-02	-3.237343e+01	-3.829568e+01	-1.819316e-02
1.119982844318256e-02	-3.191267e+01	-3.801146e+01	-2.745496e-02
1.119984243207334e-02	-3.121163e+01	-3.757987e+01	-4.163038e-02
1.119985744642638e-02	-3.002315e+01	-3.685061e+01	-6.594931e-02
1.119987212938867e-02	-2.830611e+01	-3.580210e+01	-1.016379e-01
1.119988819479213e-02	-2.578615e+01	-3.427516e+01	-1.551283e-01
1.119990542483827e-02	-2.262999e+01	-3.238435e+01	-2.231175e-01
1.119991800264173e-02	-2.029366e+01	-3.099001e+01	-2.717446e-01
1.119992497665512e-02	-1.916386e+01	-3.029601e+01	-2.959589e-01
1.119993521065890e-02	-1.782673e+01	-2.944108e+01	-3.256176e-01
1.119994190095354e-02	-1.714128e+01	-2.900078e+01	-3.403920e-01
1.119995061140301e-02	-1.651119e+01	-2.859780e+01	-3.550293e-01
1.119996803230196e-02	-1.571206e+01	-2.808628e+01	-3.738143e-01
1.119999549742793e-02	-1.500496e+01	-2.763261e+01	-3.884957e-01
1.120002255421892e-02	-1.466026e+01	-2.741117e+01	-3.953144e-01
1.120006154080169e-02	-1.444486e+01	-2.727346e+01	-3.998262e-01
1.120011602801458e-02	-1.432330e+01	-2.719590e+01	-4.022245e-01
1.120019692241428e-02	-1.426235e+01	-2.715786e+01	-4.033878e-01
1.120117851560907e-02	-1.422280e+01	-2.714602e+01	-4.046284e-01
1.134705749537321e-02	-1.423625e+01	-2.917106e+01	-4.927199e-01
1.150705749537320e-02	-1.424849e+01	-3.133985e+01	-5.862268e-01
1.166705749537320e-02	-1.425884e+01	-3.344970e+01	-6.764364e-01
1.184705749537319e-02	-1.426871e+01	-3.574740e+01	-7.739149e-01
1.202705749537318e-02	-1.427750e+01	-3.795867e+01	-8.670648e-01
1.220705749537317e-02	-1.428500e+01	-4.007720e+01	-9.557728e-01
1.238705749537317e-02	-1.429189e+01	-4.209680e+01	-1.039921e+00
1.258705749537316e-02	-1.429856e+01	-4.421749e+01	-1.127906e+00
1.278705749537315e-02	-1.430445e+01	-4.620082e+01	-1.209904e+00
1.300705749537314e-02	-1.431004e+01	-4.821497e+01	-1.292956e+00
1.322705749537313e-02	-1.431513e+01	-5.004476e+01	-1.368278e+00
1.346705749537312e-02	-1.431978e+01	-5.182080e+01	-1.441340e+00
1.372705749537311e-02	-1.432386e+01	-5.347475e+01	-1.509436e+00
1.400705749537310e-02	-1.432747e+01	-5.492992e+01	-1.569543e+00
1.430705749537309e-02	-1.433047e+01	-5.610186e+01	-1.618340e+00
1.462705749537307e-02	-1.433243e+01	-5.689947e+01	-1.652240e+00
1.496705749537306e-02	-1.433319e+01	-5.722681e+01	-1.667468e+00
1.514705749537305e-02	-1.433327e+01	-5.718179e+01	-1.666825e+00
1.548705749537304e-02	-1.433214e+01	-5.668507e+01	-1.649210e+00
1.576705749537303e-02	-1.433037e+01	-5.587543e+01	-1.618766e+00
1.596705749537302e-02	-1.432859e+01	-5.507917e+01	-1.588352e+00
1.608705749537302e-02	-1.432731e+01	-5.451566e+01	-1.566694e+00
1.610705749537301e-02	-1.432720e+01	-5.441557e+01	-1.562840e+00
1.618705749537301e-02	-1.432624e+01	-5.399765e+01	-1.546723e+00
1.634705749537300e-02	-1.432409e+01	-5.307861e+01	-1.511179e+00
1.660705749537299e-02	-1.431984e+01	-5.135384e+01	-1.444226e+00
1.692705749537298e-02	-1.431362e+01	-4.885318e+01	-1.346805e+00
1.730705749537297e-02	-1.430454e+01	-4.537516e+01	-1.210912e+00
1.770705749537295e-02	-1.429240e+01	-4.116927e+01	-1.046225e+00
1.810705749537293e-02	-1.427706e+01	-3.646907e+01	-8.619334e-01
1.850705749537292e-02	-1.425719e+01	-3.134708e+01	-6.609977e-01
1.888705749537290e-02	-1.423109e+01	-2.616074e+01	-4.576769e-01
1.924705749537289e-02	-1.419233e+01	-2.101843e+01	-2.568265e-01
1.942705749537288e-02	-1.415905e+01	-1.837313e+01	-1.545748e-01
1.950705749537288e-02	-1.413559e+01	-1.717476e+01	-1.091755e-01
1.952705749537288e-02	-1.412759e+01	-1.687027e+01	-9.792985e-02
1.954705749537287e-02	-1.411771e+01	-1.656081e+01	-8.678433e-02
1.956705749537287e-02	-1.410345e+01	-1.624009e+01	-7.595060e-02
1.958705749537287e-02	-1.409508e+01	-1.590097e+01	-6.583983e-02
1.962705749537287e-02	-1.407783e+01	-1.518378e+01	-4.697011e-02
1.966705749537287e-02	-1.403914e+01	-1.445077e+01	-2.832506e-02
1.968705749537287e-02	-1.400544e+01	-1.407596e+01	-1.925897e-02
1.970705749537287e-02	-1.393528e+01	-1.367953e+01	-1.043824e-02
1.972705749537287e-02	-1.379517e+01	-1.325115e+01	-3.699452e-03
1.972706813099787e-02	-1.379635e+01	-1.325169e+01	-3.629462e-03
1.972708940224786e-02	-1.379992e+01	-1.325352e+01	-3.529204e-03
1.972712618829562e-02	-1.380268e+01	-1.325442e+01	-3.465656e-03
1.972716496957961e-02	-1.380333e+01	-1.325394e+01	-3.448905e-03
1.972723019983968e-02	-1.380293e+01	-1.325234e+01	-3.434305e-03
1.972734717496733e-02	-1.380151e+01	-1.324932e+01	-3.409942e-03
1.972763844424322e-02	-1.379727e+01	-1.324181e+01	-3.346371e-03
1.972846404133398e-02	-1.378453e+01	-1.322033e+01	-3.174945e-03
1.972850009158750e-02	-1.378415e+01	-1.321950e+01	-3.166324e-03
1.972854869284943e-02	-1.378510e+01	-1.321933e+01	-3.140526e-03
1.972860669418587e-02	-1.379092e+01	-1.322192e+01	-3.001032e-03
1.972867393336566e-02	-1.380317e+01	-1.322783e+01	-2.671938e-03
1.972874265976635e-02	-1.381599e+01	-1.323356e+01	-2.386367e-03
1.972877865222390e-02	-1.382031e+01	-1.323504e+01	-2.312623e-03
1.972882104670739e-02	-1.382279e+01	-1.323524e+01	-2.260967e-03
1.972886897064346e-02	-1.382409e+01	-1.323471e+01	-2.228504e-03
1.972891922643289e-02	-1.382443e+01	-1.323371e+01	-2.209667e-03
1.972896154357677e-02	-1.382421e+01	-1.323265e+01	-2.200146e-03
1.972900237921713e-02	-1.382371e+01	-1.323153e+01	-2.194020e-03
1.972904311694175e-02	-1.382303e+01	-1.323035e+01	-2.189812e-03
1.972908119795808e-02	-1.382228e+01	-1.322922e+01	-2.187032e-03
1.972911723686119e-02	-1.382150e+01	-1.322812e+01	-2.185117e-03
1.972915592819902e-02	-1.382061e+01	-1.322692e+01	-2.183607e-03
1.972919916508474e-02	-1.381957e+01	-1.322557e+01	-2.182393e-03
1.972930150739197e-02	-1.381699e+01	-1.322234e+01	-2.180637e-03
1.972951688496182e-02	-1.381133e+01	-1.321549e+01	-2.178759e-03
1.974044983093883e-02	-1.351960e+01	-1.286626e+01	-2.118000e-03
1.974432972174493e-02	-1.341571e+01	-1.274205e+01	-2.096536e-03
1.975208950335714e-02	-1.320729e+01	-1.249321e+01	-2.053945e-03
1.976760906658155e-02	-1.278848e+01	-1.199409e+01	-1.970591e-03
1.984678903397710e-02	-1.061571e+01	-9.421749e+00	-1.541489e-03
1.994678903397709e-02	-7.785176e+00	-6.111392e+00	-9.893322e-04
1.998678903397709e-02	-6.627725e+00	-4.769494e+00	-7.654942e-04
2.000000000000000e-02	-6.242848e+00	-4.324486e+00	-6.912054e-04 Step Information: A=500m  (Step: 2/3)
0.000000000000000e+00	9.977553e-23	3.670509e-23	-7.341034e-25
6.399999641359955e-09	7.816842e-06	1.724675e-04	1.966234e-06
1.279999928271991e-08	2.859782e-05	3.501857e-04	3.616256e-06
2.559999856543982e-08	9.778565e-05	7.167695e-04	6.179248e-06
5.119999713087964e-08	2.938853e-04	1.473022e-03	9.356718e-06
7.567377756953674e-08	5.285287e-04	2.214155e-03	1.093117e-05
1.092359145972656e-07	8.967969e-04	3.247168e-03	1.208908e-05
1.445550348077061e-07	1.311054e-03	4.342734e-03	1.274738e-05
2.077619122465934e-07	2.082961e-03	6.311253e-03	1.346650e-05
5.117359876097740e-07	5.930263e-03	1.580040e-02	1.541897e-05
1.702127682867824e-06	2.118316e-02	5.299180e-02	2.167986e-05
2.775956984618625e-06	3.497270e-02	8.655310e-02	2.730854e-05
4.923615588120228e-06	6.263022e-02	1.537076e-01	3.856654e-05
9.218932795123433e-06	1.182584e-01	2.881438e-01	6.107910e-05
1.780956720912984e-05	2.307590e-01	5.575207e-01	1.061009e-04
3.499083603714266e-05	4.595971e-01	1.097824e+00	1.963330e-04
5.499083603714266e-05	7.317897e-01	1.729106e+00	3.017957e-04
7.499083603714266e-05	1.010730e+00	2.363085e+00	4.077180e-04
9.499083603714266e-05	1.296577e+00	2.999804e+00	5.140908e-04
1.149908360371427e-04	1.589239e+00	3.639204e+00	6.209044e-04
1.349908360371427e-04	1.888625e+00	4.281229e+00	7.281498e-04
1.549908360371427e-04	2.194644e+00	4.925820e+00	8.358172e-04
1.749908360371426e-04	2.507206e+00	5.572922e+00	9.438976e-04
1.949908360371426e-04	2.826222e+00	6.222476e+00	1.052381e-03
2.149908360371426e-04	3.151605e+00	6.874426e+00	1.161259e-03
2.349908360371426e-04	3.483265e+00	7.528716e+00	1.270522e-03
2.549908360371426e-04	3.821115e+00	8.185289e+00	1.380161e-03
2.749908360371426e-04	4.165069e+00	8.844091e+00	1.490165e-03
2.949908360371426e-04	4.515042e+00	9.505065e+00	1.600527e-03
3.149908360371426e-04	4.870946e+00	1.016816e+01	1.711237e-03
3.349908360371426e-04	5.232698e+00	1.083331e+01	1.822285e-03
3.549908360371426e-04	5.600214e+00	1.150047e+01	1.933664e-03
3.949908360371426e-04	6.352200e+00	1.284059e+01	2.157374e-03
4.349908360371426e-04	7.126241e+00	1.418809e+01	2.382295e-03
4.749908360371426e-04	7.921686e+00	1.554254e+01	2.608357e-03
5.149908360371426e-04	8.737889e+00	1.690351e+01	2.835487e-03
5.749908360371428e-04	9.999724e+00	1.895627e+01	3.178035e-03
6.349908360371429e-04	1.130473e+01	2.102135e+01	3.522599e-03
7.149908360371431e-04	1.310739e+01	2.379135e+01	3.984762e-03
7.224908360371432e-04	1.328005e+01	2.405194e+01	4.028632e-03
7.324908360371432e-04	1.351138e+01	2.439965e+01	4.088126e-03
7.620330575603826e-04	1.420041e+01	2.542813e+01	4.265559e-03
8.420330575603827e-04	1.610955e+01	2.822234e+01	4.749783e-03
9.420330575603830e-04	1.858058e+01	3.173030e+01	5.359005e-03
1.062033057560383e-03	2.165897e+01	3.595434e+01	6.093739e-03
1.202033057560384e-03	2.538813e+01	4.088955e+01	6.953480e-03
1.362033057560384e-03	2.980448e+01	4.652010e+01	7.935862e-03
1.444533057560384e-03	3.213569e+01	4.941242e+01	8.441168e-03
1.449533057560384e-03	3.227795e+01	4.958732e+01	8.473363e-03
1.454230549191110e-03	3.241132e+01	4.975150e+01	8.510021e-03
1.457926445726232e-03	3.251554e+01	4.988040e+01	8.553851e-03
1.461387302650485e-03	3.261167e+01	5.000061e+01	8.623970e-03
1.465110016703166e-03	3.271221e+01	5.012901e+01	8.756041e-03
1.468998202948136e-03	3.281225e+01	5.026157e+01	8.993269e-03
1.473184615673480e-03	3.291394e+01	5.040265e+01	9.416760e-03
1.473199014064679e-03	3.291422e+01	5.040311e+01	9.418584e-03
1.473227810847076e-03	3.291382e+01	5.040366e+01	9.429187e-03
1.473271323742035e-03	3.290879e+01	5.040294e+01	9.554569e-03
1.473292370103121e-03	3.289961e+01	5.040017e+01	9.769425e-03
1.473310288245851e-03	3.287944e+01	5.039337e+01	1.024619e-02
1.473324202045424e-03	3.284641e+01	5.038186e+01	1.102535e-02
1.473337527889702e-03	3.278629e+01	5.036061e+01	1.241475e-02
1.473351030851712e-03	3.267714e+01	5.032183e+01	1.492714e-02
1.473364785765605e-03	3.248009e+01	5.025159e+01	1.939647e-02
1.473379898151544e-03	3.210839e+01	5.011935e+01	2.802869e-02
1.473393848058300e-03	3.153271e+01	4.991483e+01	4.146911e-02
1.473408647656668e-03	3.055459e+01	4.956834e+01	6.454626e-02
1.473423099595692e-03	2.911064e+01	4.905909e+01	9.903558e-02
1.473438658686310e-03	2.694363e+01	4.830014e+01	1.516810e-01
1.473455002231181e-03	2.413381e+01	4.732653e+01	2.214767e-01
1.473469732120086e-03	2.139897e+01	4.638153e+01	2.882179e-01
1.473476822457522e-03	2.018014e+01	4.594596e+01	3.190313e-01
1.473487244764106e-03	1.865771e+01	4.537979e+01	3.585750e-01
1.473494018527743e-03	1.784857e+01	4.507819e+01	3.790310e-01
1.473502504819104e-03	1.710271e+01	4.480103e+01	3.992275e-01
1.473519477401824e-03	1.600393e+01	4.439131e+01	4.261444e-01
1.473523316499847e-03	1.582092e+01	4.432292e+01	4.301784e-01
1.473530994695892e-03	1.556077e+01	4.422636e+01	4.373953e-01
1.473546351087983e-03	1.519171e+01	4.408953e+01	4.477645e-01
1.473577063872164e-03	1.476373e+01	4.393085e+01	4.590834e-01
1.473618176881521e-03	1.448660e+01	4.382818e+01	4.654606e-01
1.473669277581960e-03	1.435024e+01	4.377834e+01	4.684978e-01
1.473743771234826e-03	1.428225e+01	4.375463e+01	4.699999e-01
1.473860684392808e-03	1.425050e+01	4.374546e+01	4.706713e-01
1.475131841884478e-03	1.423279e+01	4.376862e+01	4.711537e-01
1.538251322434338e-03	1.423412e+01	4.524289e+01	4.806321e-01
1.598251322434339e-03	1.423553e+01	4.663188e+01	4.905489e-01
1.658251322434339e-03	1.423699e+01	4.800779e+01	5.012328e-01
1.718251322434339e-03	1.423854e+01	4.936995e+01	5.125692e-01
1.778251322434339e-03	1.424012e+01	5.071777e+01	5.244677e-01
1.838251322434339e-03	1.424175e+01	5.205064e+01	5.368345e-01
1.898251322434339e-03	1.424339e+01	5.336799e+01	5.495971e-01
1.958251322434339e-03	1.424505e+01	5.466924e+01	5.626783e-01
2.018251322434340e-03	1.424669e+01	5.595386e+01	5.760201e-01
2.078251322434340e-03	1.424834e+01	5.722131e+01	5.895588e-01
2.138251322434340e-03	1.424997e+01	5.847108e+01	6.032478e-01
2.198251322434340e-03	1.425159e+01	5.970267e+01	6.170340e-01
2.238251322434340e-03	1.425265e+01	6.051337e+01	6.262602e-01
2.278251322434340e-03	1.425371e+01	6.131564e+01	6.354999e-01
2.318251322434340e-03	1.425475e+01	6.210933e+01	6.447424e-01
2.358251322434341e-03	1.425578e+01	6.289429e+01	6.539774e-01
2.398251322434341e-03	1.425679e+01	6.367039e+01	6.631953e-01
2.438251322434341e-03	1.425779e+01	6.443752e+01	6.723868e-01
2.478251322434341e-03	1.425878e+01	6.519552e+01	6.815437e-01
2.518251322434341e-03	1.425975e+01	6.594427e+01	6.906579e-01
2.538251322434341e-03	1.426022e+01	6.631514e+01	6.951979e-01
2.558251322434341e-03	1.426071e+01	6.668365e+01	6.997219e-01
2.578251322434341e-03	1.426117e+01	6.704979e+01	7.042341e-01
2.598251322434341e-03	1.426165e+01	6.741353e+01	7.087287e-01
2.618251322434341e-03	1.426210e+01	6.777487e+01	7.132098e-01
2.638251322434341e-03	1.426257e+01	6.813379e+01	7.176717e-01
2.658251322434341e-03	1.426302e+01	6.849028e+01	7.221184e-01
2.678251322434341e-03	1.426348e+01	6.884431e+01	7.265445e-01
2.698251322434341e-03	1.426392e+01	6.919588e+01	7.309539e-01
2.718251322434341e-03	1.426437e+01	6.954498e+01	7.353413e-01
2.738251322434342e-03	1.426480e+01	6.989158e+01	7.397106e-01
2.758251322434342e-03	1.426525e+01	7.023566e+01	7.440565e-01
2.778251322434342e-03	1.426567e+01	7.057723e+01	7.483830e-01
2.798251322434342e-03	1.426610e+01	7.091626e+01	7.526849e-01
2.818251322434342e-03	1.426652e+01	7.125275e+01	7.569661e-01
2.838251322434342e-03	1.426695e+01	7.158666e+01	7.612216e-01
2.858251322434342e-03	1.426735e+01	7.191800e+01	7.654551e-01
2.878251322434342e-03	1.426777e+01	7.224675e+01	7.696618e-01
2.918251322434342e-03	1.426858e+01	7.289642e+01	7.780011e-01
2.958251322434342e-03	1.426937e+01	7.353556e+01	7.862355e-01
2.998251322434342e-03	1.427015e+01	7.416407e+01	7.943608e-01
3.038251322434342e-03	1.427091e+01	7.478185e+01	8.023734e-01
3.098251322434342e-03	1.427200e+01	7.568818e+01	8.141743e-01
3.158251322434343e-03	1.427308e+01	7.656980e+01	8.257002e-01
3.218251322434343e-03	1.427410e+01	7.742639e+01	8.369450e-01
3.298251322434343e-03	1.427542e+01	7.852905e+01	8.514796e-01
3.378251322434343e-03	1.427668e+01	7.958596e+01	8.654729e-01
3.478251322434343e-03	1.427816e+01	8.084171e+01	8.821737e-01
3.578251322434344e-03	1.427953e+01	8.202367e+01	8.979682e-01
3.698251322434344e-03	1.428105e+01	8.334291e+01	9.156803e-01
3.818251322434344e-03	1.428244e+01	8.455226e+01	9.319979e-01
3.958251322434344e-03	1.428389e+01	8.582200e+01	9.492204e-01
4.118251322434345e-03	1.428531e+01	8.708392e+01	9.664488e-01
4.298251322434345e-03	1.428662e+01	8.825858e+01	9.826242e-01
4.498251322434346e-03	1.428774e+01	8.925510e+01	9.965267e-01
4.718251322434346e-03	1.428857e+01	8.997153e+01	1.006784e+00
4.938251322434347e-03	1.428895e+01	9.028682e+01	1.011705e+00
5.178251322434347e-03	1.428889e+01	9.017157e+01	1.010941e+00
5.378251322434348e-03	1.428845e+01	8.970988e+01	1.005412e+00
5.498251322434348e-03	1.428802e+01	8.927406e+01	9.999666e-01
5.598251322434349e-03	1.428757e+01	8.882039e+01	9.942149e-01
6.018251322434350e-03	1.428462e+01	8.602863e+01	9.581646e-01
6.438251322434351e-03	1.428002e+01	8.184474e+01	9.034018e-01
6.858251322434352e-03	1.427356e+01	7.634130e+01	8.308814e-01
7.258251322434353e-03	1.426548e+01	6.996023e+01	7.464574e-01
7.658251322434354e-03	1.425514e+01	6.256904e+01	6.484132e-01
8.058251322434344e-03	1.424187e+01	5.428380e+01	5.383144e-01
8.458251322434327e-03	1.422438e+01	4.523421e+01	4.179357e-01
8.838251322434312e-03	1.420124e+01	3.605710e+01	2.958630e-01
9.178251322434298e-03	1.416931e+01	2.747106e+01	1.819408e-01
9.318251322434292e-03	1.414935e+01	2.385304e+01	1.342380e-01
9.398251322434289e-03	1.413419e+01	2.176546e+01	1.069854e-01
9.438251322434288e-03	1.412484e+01	2.071506e+01	9.346421e-02
9.458251322434287e-03	1.411932e+01	2.018744e+01	8.678817e-02
9.478251322434286e-03	1.411307e+01	1.965721e+01	8.020414e-02
9.498251322434285e-03	1.410593e+01	1.912288e+01	7.385114e-02
9.518251322434284e-03	1.410080e+01	1.858316e+01	6.783698e-02
9.538251322434283e-03	1.409668e+01	1.803872e+01	6.213717e-02
9.658251322434279e-03	1.404001e+01	1.473940e+01	2.826835e-02
9.678251322434278e-03	1.402265e+01	1.418508e+01	2.264474e-02
9.698251322434277e-03	1.399888e+01	1.362849e+01	1.716736e-02
9.718251322434276e-03	1.396395e+01	1.306769e+01	1.177431e-02
9.738251322434275e-03	1.390121e+01	1.249820e+01	6.950858e-03
9.758251322434274e-03	1.380427e+01	1.191908e+01	2.994214e-03
9.758261958059273e-03	1.380339e+01	1.191849e+01	3.040688e-03
9.758283229309269e-03	1.380095e+01	1.191706e+01	3.103360e-03
9.758325771809261e-03	1.379863e+01	1.191518e+01	3.133862e-03
9.758390961676701e-03	1.379722e+01	1.191306e+01	3.126178e-03
9.758456873001023e-03	1.379643e+01	1.191107e+01	3.117079e-03
9.758588695649667e-03	1.379512e+01	1.190710e+01	3.100002e-03
9.759733177587044e-03	1.378479e+01	1.187249e+01	2.960426e-03
9.759816384516029e-03	1.378446e+01	1.187013e+01	2.945702e-03
9.759860228217117e-03	1.378616e+01	1.186957e+01	2.915408e-03
9.759926544799647e-03	1.379446e+01	1.187065e+01	2.690254e-03
9.759996841149808e-03	1.380738e+01	1.187288e+01	2.321731e-03
9.760052563833586e-03	1.381629e+01	1.187399e+01	2.129031e-03
9.760090269070907e-03	1.381981e+01	1.187386e+01	2.067297e-03
9.760140847014180e-03	1.382217e+01	1.187292e+01	2.022079e-03
9.760194871598930e-03	1.382339e+01	1.187160e+01	1.997899e-03
9.760234794575481e-03	1.382372e+01	1.187049e+01	1.987690e-03
9.760275171072632e-03	1.382375e+01	1.186930e+01	1.980764e-03
9.760319159842856e-03	1.382357e+01	1.186797e+01	1.975672e-03
9.760367301886912e-03	1.382321e+01	1.186648e+01	1.971972e-03
9.760410703371596e-03	1.382278e+01	1.186513e+01	1.969734e-03
9.760452763839743e-03	1.382230e+01	1.186380e+01	1.968219e-03
9.760492952880295e-03	1.382180e+01	1.186253e+01	1.967187e-03
9.760542639698794e-03	1.382114e+01	1.186095e+01	1.966269e-03
9.760659158607885e-03	1.381952e+01	1.185724e+01	1.964901e-03
9.760917509306195e-03	1.381576e+01	1.184900e+01	1.963127e-03
9.783134266520862e-03	1.348467e+01	1.113742e+01	1.841592e-03
9.798397492061486e-03	1.325185e+01	1.064619e+01	1.758168e-03
9.818397492061485e-03	1.294144e+01	1.000020e+01	1.650000e-03
9.898397492061482e-03	1.163553e+01	7.388409e+00	1.213811e-03
9.998397492061478e-03	9.861324e+00	4.063633e+00	6.586714e-04
1.007839749206147e-02	8.334775e+00	1.359946e+00	2.073201e-04
1.011839749206147e-02	7.537502e+00	-5.364246e-03	-2.057595e-05
1.015839749206147e-02	6.718382e+00	-1.379098e+00	-2.498606e-04
1.017839749206147e-02	6.300819e+00	-2.068995e+00	-3.650060e-04
1.019839749206147e-02	5.878021e+00	-2.760844e+00	-4.804659e-04
1.023839749206147e-02	5.017017e+00	-4.150196e+00	-7.123245e-04
1.031839749206146e-02	3.235433e+00	-6.950098e+00	-1.179535e-03
1.037839749206146e-02	1.849394e+00	-9.067000e+00	-1.532747e-03
1.041839749206146e-02	9.026960e-01	-1.048561e+01	-1.769436e-03
1.043839749206146e-02	4.227585e-01	-1.119697e+01	-1.888122e-03
1.045839749206146e-02	-6.147394e-02	-1.190964e+01	-2.007315e-03
1.047839749206146e-02	-5.499431e-01	-1.262356e+01	-2.126534e-03
1.051839749206146e-02	-1.539319e+00	-1.405499e+01	-2.365330e-03
1.057839749206145e-02	-3.053439e+00	-1.621036e+01	-2.724849e-03
1.065839749206145e-02	-5.125571e+00	-1.909756e+01	-3.206369e-03
1.071839749206145e-02	-6.717356e+00	-2.127136e+01	-3.568865e-03
1.077839749206145e-02	-8.339519e+00	-2.345096e+01	-3.932296e-03
1.081839749206144e-02	-9.436996e+00	-2.490665e+01	-4.175001e-03
1.083839749206144e-02	-9.990357e+00	-2.563514e+01	-4.296456e-03
1.085839749206144e-02	-1.054672e+01	-2.636400e+01	-4.417971e-03
