time	V(a)	V(a1)
4.865127610811101e-02	1.621716e-01	1.583107e+01
4.867127610811101e-02	1.622383e-01	1.561024e+01
4.911127610811099e-02	1.637049e-01	1.061143e+01
4.955127610811098e-02	1.651716e-01	5.410182e+00
4.997127610811096e-02	1.665716e-01	3.476501e-01
5.005127610811096e-02	1.668383e-01	-6.200228e-01
5.041127610811094e-02	1.680382e-01	-4.960927e+00
5.083127610811092e-02	1.694382e-01	-9.941344e+00
5.125127610811091e-02	1.708383e-01	-1.474894e+01
5.133127610811090e-02	1.711049e-01	-1.563809e+01
5.135127610811090e-02	1.711716e-01	-1.585885e+01
5.137127610811090e-02	1.712382e-01	-1.607898e+01
5.139127610811090e-02	1.713049e-01	-1.629846e+01
5.145127610811090e-02	1.715049e-01	-1.695299e+01
5.189127610811088e-02	1.729716e-01	-2.155411e+01
5.221127610811087e-02	1.740382e-01	-2.464685e+01
5.255127610811085e-02	1.751716e-01	-2.765954e+01
5.289127610811084e-02	1.763049e-01	-3.035700e+01
5.323127610811083e-02	1.774382e-01	-3.270846e+01
5.359127610811081e-02	1.786382e-01	-3.479141e+01
5.395127610811080e-02	1.798382e-01	-3.642985e+01
5.431127610811078e-02	1.810382e-01	-3.760285e+01
5.467127610811077e-02	1.822382e-01	-3.829541e+01
5.503127610811075e-02	1.834382e-01	-3.849870e+01
5.539127610811074e-02	1.846382e-01	-3.821011e+01
5.575127610811072e-02	1.858382e-01	-3.743332e+01
5.611127610811071e-02	1.870382e-01	-3.617827e+01
5.647127610811069e-02	1.882382e-01	-3.446099e+01
5.683127610811068e-02	1.894382e-01	-3.230341e+01
5.717127610811067e-02	1.905715e-01	-2.988621e+01
5.751127610811065e-02	1.917049e-01	-2.712837e+01
5.783127610811064e-02	1.927715e-01	-2.424970e+01
5.815127610811063e-02	1.938382e-01	-2.112618e+01
5.851127610811061e-02	1.950382e-01	-1.735889e+01
5.855127610811061e-02	1.951715e-01	-1.692569e+01
5.857127610811061e-02	1.952382e-01	-1.670808e+01
5.859127610811061e-02	1.953049e-01	-1.648981e+01
5.861127610811061e-02	1.953715e-01	-1.627087e+01
5.905127610811059e-02	1.968382e-01	-1.130717e+01
5.949127610811057e-02	1.983049e-01	-6.127748e+00
5.991127610811055e-02	1.997049e-01	-1.073284e+00
5.999127610811055e-02	1.999715e-01	-1.057130e-01
6.007127610811055e-02	2.002382e-01	8.619218e-01
6.043127610811053e-02	2.014382e-01	5.200755e+00
6.085127610811052e-02	2.028382e-01	1.017489e+01
6.127127610811050e-02	2.042382e-01	1.497213e+01
6.141127610811049e-02	2.047049e-01	1.651737e+01
6.143127610811049e-02	2.047715e-01	1.673557e+01
6.145127610811049e-02	2.048382e-01	1.695310e+01
6.151127610811049e-02	2.050382e-01	1.760162e+01
6.195127610811047e-02	2.065048e-01	2.215174e+01
6.227127610811046e-02	2.075715e-01	2.520016e+01
6.259127610811048e-02	2.086382e-01	2.799415e+01
6.293127610811058e-02	2.097715e-01	3.065245e+01
6.327127610811069e-02	2.109048e-01	3.296140e+01
6.363127610811080e-02	2.121048e-01	3.499619e+01
6.399127610811091e-02	2.133048e-01	3.658386e+01
6.435127610811102e-02	2.145048e-01	3.770412e+01
6.471127610811113e-02	2.157048e-01	3.834265e+01
6.507127610811124e-02	2.169048e-01	3.849129e+01
6.543127610811135e-02	2.181048e-01	3.814816e+01
6.579127610811146e-02	2.193048e-01	3.731761e+01
6.615127610811157e-02	2.205048e-01	3.601028e+01
6.651127610811168e-02	2.217048e-01	3.424286e+01
6.687127610811179e-02	2.229048e-01	3.203794e+01
6.721127610811189e-02	2.240381e-01	2.957912e+01
6.755127610811200e-02	2.251715e-01	2.678316e+01
6.769127610811204e-02	2.256381e-01	2.554122e+01
6.801127610811214e-02	2.267048e-01	2.252104e+01
6.843127610811227e-02	2.281048e-01	1.821708e+01
6.849127610811229e-02	2.283048e-01	1.757454e+01
6.851127610811229e-02	2.283715e-01	1.735896e+01
6.853127610811230e-02	2.284381e-01	1.714269e+01
6.855127610811231e-02	2.285048e-01	1.692573e+01
6.899127610811244e-02	2.299715e-01	1.199889e+01
6.943127610811257e-02	2.314381e-01	6.843136e+00
6.985127610811270e-02	2.328381e-01	1.798537e+00
6.999127610811275e-02	2.333048e-01	1.056978e-01
7.007127610811277e-02	2.335715e-01	-8.619372e-01
7.043127610811288e-02	2.347714e-01	-5.200770e+00
7.083127610811300e-02	2.361048e-01	-9.941376e+00
7.125127610811313e-02	2.375048e-01	-1.474896e+01
7.147127610811320e-02	2.382381e-01	-1.717003e+01
7.149127610811321e-02	2.383048e-01	-1.738622e+01
7.151127610811321e-02	2.383714e-01	-1.760172e+01
7.157127610811323e-02	2.385715e-01	-1.824400e+01
7.201127610811336e-02	2.400381e-01	-2.274150e+01
7.233127610811346e-02	2.411048e-01	-2.574453e+01
7.265127610811356e-02	2.421714e-01	-2.848761e+01
7.299127610811366e-02	2.433048e-01	-3.108638e+01
7.333127610811377e-02	2.444381e-01	-3.333085e+01
7.367127610811387e-02	2.455714e-01	-3.519543e+01
7.403127610811398e-02	2.467714e-01	-3.673208e+01
7.439127610811409e-02	2.479714e-01	-3.779942e+01
7.475127610811420e-02	2.491714e-01	-3.838381e+01
7.511127610811431e-02	2.503714e-01	-3.847779e+01
7.547127610811442e-02	2.515714e-01	-3.808016e+01
7.583127610811453e-02	2.527714e-01	-3.719599e+01
7.619127610811464e-02	2.539714e-01	-3.583658e+01
7.655127610811475e-02	2.551714e-01	-3.401931e+01
7.689127610811486e-02	2.563047e-01	-3.190343e+01
7.723127610811496e-02	2.574381e-01	-2.942393e+01
7.755127610811506e-02	2.585047e-01	-2.678337e+01
7.787127610811516e-02	2.595714e-01	-2.387237e+01
7.823127610811527e-02	2.607714e-01	-2.031094e+01
7.837127610811531e-02	2.612381e-01	-1.885323e+01
7.843127610811533e-02	2.614381e-01	-1.821716e+01
7.845127610811534e-02	2.615047e-01	-1.800368e+01
7.847127610811534e-02	2.615714e-01	-1.778948e+01
7.869127610811541e-02	2.623047e-01	-1.538874e+01
7.913127610811554e-02	2.637714e-01	-1.037862e+01
7.957127610811568e-02	2.652380e-01	-5.170505e+00
7.997127610811580e-02	2.665714e-01	-3.476049e-01
8.005127610811583e-02	2.668380e-01	6.200692e-01
8.039127610811593e-02	2.679714e-01	4.720965e+00
8.079127610811605e-02	2.693047e-01	9.473166e+00
8.121127610811618e-02	2.707047e-01	1.430087e+01
8.155127610811629e-02	2.718380e-01	1.803070e+01
8.157127610811629e-02	2.719047e-01	1.824409e+01
8.159127610811630e-02	2.719714e-01	1.845676e+01
8.165127610811632e-02	2.721714e-01	1.909035e+01
8.209127610811645e-02	2.736380e-01	2.351519e+01
8.241127610811655e-02	2.747047e-01	2.645601e+01
8.273127610811665e-02	2.757714e-01	2.912970e+01
8.307127610811675e-02	2.769047e-01	3.164766e+01
8.341127610811686e-02	2.780380e-01	3.380491e+01
8.375127610811696e-02	2.791713e-01	3.557687e+01
8.409127610811706e-02	2.803047e-01	3.694333e+01
8.445127610811717e-02	2.815047e-01	3.793097e+01
8.481127610811728e-02	2.827047e-01	3.843398e+01
8.517127610811739e-02	2.839047e-01	3.844594e+01
8.553127610811750e-02	2.851047e-01	3.796669e+01
8.589127610811761e-02	2.863047e-01	3.700235e+01
8.623127610811772e-02	2.874380e-01	3.565720e+01
8.657127610811782e-02	2.885714e-01	3.390564e+01
8.691127610811793e-02	2.897047e-01	3.176764e+01
8.725127610811803e-02	2.908380e-01	2.926756e+01
8.757127610811813e-02	2.919047e-01	2.660925e+01
8.789127610811823e-02	2.929713e-01	2.368227e+01
8.817127610811831e-02	2.939047e-01	2.092393e+01
8.831127610811836e-02	2.943713e-01	1.948269e+01
8.835127610811837e-02	2.945047e-01	1.906386e+01
8.837127610811837e-02	2.945713e-01	1.885330e+01
8.839127610811838e-02	2.946380e-01	1.864200e+01
8.853127610811842e-02	2.951047e-01	1.714267e+01
8.897127610811856e-02	2.965713e-01	1.222850e+01
8.941127610811869e-02	2.980380e-01	7.081049e+00
8.985127610811883e-02	2.995047e-01	1.798509e+00
8.999127610811887e-02	2.999713e-01	1.056694e-01
9.007127610811889e-02	3.002380e-01	-8.619661e-01
9.043127610811900e-02	3.014380e-01	-5.200799e+00
9.083127610811913e-02	3.027713e-01	-9.941403e+00
9.125127610811926e-02	3.041713e-01	-1.474899e+01
9.163127610811937e-02	3.054380e-01	-1.887998e+01
9.165127610811938e-02	3.055046e-01	-1.909044e+01
9.167127610811938e-02	3.055713e-01	-1.930015e+01
9.173127610811940e-02	3.057713e-01	-1.992465e+01
9.217127610811954e-02	3.072380e-01	-2.427404e+01
9.249127610811964e-02	3.083046e-01	-2.715079e+01
9.281127610811973e-02	3.093713e-01	-2.975340e+01
9.313127610811983e-02	3.104380e-01	-3.205558e+01
9.347127610811994e-02	3.115713e-01	-3.414652e+01
9.381127610812004e-02	3.127046e-01	-3.584828e+01
9.415127610812014e-02	3.138379e-01	-3.714145e+01
9.449127610812025e-02	3.149713e-01	-3.801129e+01
9.483127610812035e-02	3.161046e-01	-3.844788e+01
9.519127610812046e-02	3.173046e-01	-3.843250e+01
9.553127610812057e-02	3.184380e-01	-3.796700e+01
9.587127610812067e-02	3.195713e-01	-3.706877e+01
9.621127610812077e-02	3.207046e-01	-3.574804e+01
9.655127610812088e-02	3.218379e-01	-3.401986e+01
9.689127610812098e-02	3.229713e-01	-3.190392e+01
9.721127610812108e-02	3.240379e-01	-2.957980e+01
9.753127610812118e-02	3.251046e-01	-2.695699e+01
9.785127610812128e-02	3.261713e-01	-2.406199e+01
9.819127610812138e-02	3.273046e-01	-2.072055e+01
9.825127610812140e-02	3.275046e-01	-2.010523e+01
9.827127610812141e-02	3.275713e-01	-1.989852e+01
9.829127610812141e-02	3.276379e-01	-1.969102e+01
9.831127610812142e-02	3.277046e-01	-1.948274e+01
9.875127610812155e-02	3.291713e-01	-1.472072e+01
9.919127610812169e-02	3.306379e-01	-9.677870e+00
9.963127610812182e-02	3.321046e-01	-4.450392e+00
9.999127610812193e-02	3.333046e-01	-1.056562e-01
1.000712761081220e-01	3.335713e-01	8.619797e-01
1.004312761081221e-01	3.347712e-01	5.200812e+00
1.008312761081222e-01	3.361046e-01	9.941417e+00
1.012512761081223e-01	3.375046e-01	1.474900e+01
1.016712761081224e-01	3.389046e-01	1.930018e+01
1.017312761081225e-01	3.391046e-01	1.992474e+01
1.017512761081225e-01	3.391712e-01	2.013136e+01
1.017912761081225e-01	3.393046e-01	2.054218e+01
1.019112761081225e-01	3.397046e-01	2.175491e+01
1.022912761081226e-01	3.409712e-01	2.538333e+01
1.026112761081227e-01	3.420379e-01	2.816057e+01
1.029312761081228e-01	3.431046e-01	3.065347e+01
1.032512761081229e-01	3.441712e-01	3.283685e+01
1.035912761081230e-01	3.453045e-01	3.479295e+01
1.039312761081231e-01	3.464379e-01	3.635249e+01
1.042712761081232e-01	3.475712e-01	3.749770e+01
1.046112761081233e-01	3.487045e-01	3.821552e+01
1.049512761081235e-01	3.498379e-01	3.849776e+01
1.052912761081236e-01	3.509712e-01	3.834121e+01
1.056312761081237e-01	3.521045e-01	3.774766e+01
1.059712761081238e-01	3.532379e-01	3.672387e+01
1.063112761081239e-01	3.543712e-01	3.528151e+01
1.066512761081240e-01	3.555045e-01	3.343701e+01
1.069712761081241e-01	3.565712e-01	3.135244e+01
1.072912761081242e-01	3.576379e-01	2.895130e+01
1.076112761081243e-01	3.587045e-01	2.625782e+01
1.079712761081244e-01	3.599045e-01	2.291220e+01
1.081112761081244e-01	3.603712e-01	2.152958e+01
1.081712761081244e-01	3.605712e-01	2.092411e+01
1.081912761081244e-01	3.606379e-01	2.072062e+01
1.082112761081244e-01	3.607045e-01	2.051631e+01
1.086512761081246e-01	3.621712e-01	1.583101e+01
1.090912761081247e-01	3.636379e-01	1.084370e+01
1.095312761081249e-01	3.651045e-01	5.649519e+00
1.099512761081250e-01	3.665045e-01	5.894750e-01
1.100712761081250e-01	3.669045e-01	-8.619925e-01
1.104112761081251e-01	3.680378e-01	-4.961013e+00
1.108112761081252e-01	3.693712e-01	-9.707510e+00
1.112312761081254e-01	3.707712e-01	-1.452525e+01
1.116512761081255e-01	3.721712e-01	-1.909048e+01
1.118312761081256e-01	3.727712e-01	-2.094984e+01
1.118512761081256e-01	3.728378e-01	-2.115240e+01
1.118912761081256e-01	3.729712e-01	-2.155500e+01
1.120112761081256e-01	3.733712e-01	-2.274211e+01
1.123912761081257e-01	3.746378e-01	-2.628029e+01
1.126912761081258e-01	3.756378e-01	-2.881168e+01
1.130112761081259e-01	3.767045e-01	-3.122947e+01
1.133312761081260e-01	3.777712e-01	-3.333192e+01
1.136512761081261e-01	3.788378e-01	-3.509780e+01
1.139912761081262e-01	3.799711e-01	-3.658540e+01
1.143312761081263e-01	3.811045e-01	-3.765601e+01
1.146712761081264e-01	3.822378e-01	-3.829741e+01
1.150112761081265e-01	3.833711e-01	-3.850231e+01
1.153512761081266e-01	3.845045e-01	-3.826838e+01
1.156912761081267e-01	3.856378e-01	-3.759826e+01
1.160312761081268e-01	3.867711e-01	-3.649960e+01
1.163712761081269e-01	3.879045e-01	-3.498493e+01
1.166912761081270e-01	3.889711e-01	-3.319473e+01
1.170112761081271e-01	3.900378e-01	-3.106934e+01
1.173312761081272e-01	3.911045e-01	-2.863024e+01
1.176512761081273e-01	3.921711e-01	-2.590205e+01
1.179912761081274e-01	3.933045e-01	-2.271743e+01
1.180512761081275e-01	3.935045e-01	-2.212747e+01
1.180712761081275e-01	3.935711e-01	-2.192906e+01
1.180912761081275e-01	3.936378e-01	-2.172978e+01
1.181912761081275e-01	3.939711e-01	-2.072062e+01
1.186312761081276e-01	3.954378e-01	-1.605122e+01
1.190712761081278e-01	3.969045e-01	-1.107561e+01
1.195112761081279e-01	3.983711e-01	-5.888704e+00
1.199312761081280e-01	3.997711e-01	-8.313496e-01
1.200512761081281e-01	4.001711e-01	6.201219e-01
1.203912761081282e-01	4.013045e-01	4.721017e+00
1.207912761081283e-01	4.026378e-01	9.473218e+00
1.212112761081284e-01	4.040378e-01	1.430092e+01
1.216312761081286e-01	4.054378e-01	1.888001e+01
1.219512761081287e-01	4.065045e-01	2.215258e+01
1.219712761081287e-01	4.065711e-01	2.235001e+01
1.220112761081287e-01	4.067044e-01	2.274222e+01
1.221312761081287e-01	4.071044e-01	2.389701e+01
1.225112761081288e-01	4.083711e-01	2.732231e+01
1.228112761081289e-01	4.093711e-01	2.975401e+01
1.231112761081290e-01	4.103711e-01	3.192163e+01
1.234312761081291e-01	4.114377e-01	3.392104e+01
1.237512761081292e-01	4.125044e-01	3.557795e+01
1.240712761081293e-01	4.135711e-01	3.687560e+01
1.244112761081294e-01	4.147044e-01	3.784615e+01
1.247512761081295e-01	4.158378e-01	3.838533e+01
1.250912761081296e-01	4.169711e-01	3.848699e+01
1.254312761081294e-01	4.181044e-01	3.814999e+01
1.257712761081293e-01	4.192378e-01	3.737816e+01
1.260912761081292e-01	4.203044e-01	3.626234e+01
1.264112761081291e-01	4.213711e-01	3.478035e+01
1.267312761081289e-01	4.224377e-01	3.294717e+01
1.270512761081288e-01	4.235044e-01	3.078131e+01
1.273512761081287e-01	4.245044e-01	2.846808e+01
1.276912761081286e-01	4.256377e-01	2.554216e+01
1.278712761081285e-01	4.262377e-01	2.387302e+01
1.279312761081285e-01	4.264377e-01	2.329940e+01
1.279512761081285e-01	4.265044e-01	2.310634e+01
1.279912761081284e-01	4.266377e-01	2.271748e+01
1.284312761081283e-01	4.281044e-01	1.821713e+01
1.288712761081281e-01	4.295711e-01	1.336925e+01
1.291312761081280e-01	4.304377e-01	1.037856e+01
1.295712761081278e-01	4.319044e-01	5.170444e+00
1.299712761081277e-01	4.332377e-01	3.475426e-01
1.300512761081276e-01	4.335044e-01	-6.201334e-01
1.303912761081275e-01	4.346377e-01	-4.721029e+00
1.307912761081274e-01	4.359711e-01	-9.473229e+00
1.312112761081272e-01	4.373710e-01	-1.430093e+01
1.316312761081270e-01	4.387710e-01	-1.888002e+01
1.320512761081269e-01	4.401710e-01	-2.313089e+01
1.320912761081268e-01	4.403044e-01	-2.351587e+01
1.321112761081268e-01	4.403710e-01	-2.370696e+01
1.321512761081268e-01	4.405044e-01	-2.408633e+01
1.322712761081268e-01	4.409044e-01	-2.520137e+01
1.326512761081266e-01	4.421710e-01	-2.848881e+01
1.329512761081265e-01	4.431710e-01	-3.079983e+01
1.332512761081264e-01	4.441710e-01	-3.283750e+01
1.335712761081263e-01	4.452377e-01	-3.468936e+01
1.338912761081262e-01	4.463044e-01	-3.619096e+01
1.342112761081260e-01	4.473710e-01	-3.732711e+01
1.345312761081259e-01	4.484377e-01	-3.808636e+01
1.348512761081258e-01	4.495043e-01	-3.846103e+01
1.351712761081257e-01	4.505710e-01	-3.844734e+01
1.354912761081255e-01	4.516377e-01	-3.804543e+01
1.358112761081254e-01	4.527043e-01	-3.725935e+01
1.361312761081253e-01	4.537710e-01	-3.609705e+01
1.364512761081252e-01	4.548377e-01	-3.457026e+01
1.367512761081250e-01	4.558377e-01	-3.282152e+01
1.370512761081249e-01	4.568377e-01	-3.078147e+01
1.373512761081248e-01	4.578377e-01	-2.846821e+01
1.377112761081247e-01	4.590377e-01	-2.536073e+01
1.377712761081246e-01	4.592377e-01	-2.481018e+01
1.378112761081246e-01	4.593710e-01	-2.443822e+01
1.378712761081246e-01	4.595710e-01	-2.387306e+01
1.383112761081244e-01	4.610377e-01	-1.948271e+01
1.387512761081243e-01	4.625043e-01	-1.472068e+01
1.391912761081241e-01	4.639710e-01	-9.677826e+00
1.396312761081239e-01	4.654377e-01	-4.450346e+00
1.399712761081238e-01	4.665710e-01	-3.475321e-01
1.400712761081238e-01	4.669043e-01	8.620272e-01
1.404112761081236e-01	4.680377e-01	4.961048e+00
1.408112761081235e-01	4.693710e-01	9.707543e+00
1.412312761081233e-01	4.707710e-01	1.452528e+01
1.416512761081231e-01	4.721710e-01	1.909051e+01
1.420712761081230e-01	4.735710e-01	2.332384e+01
1.422512761081229e-01	4.741710e-01	2.501806e+01
1.422912761081229e-01	4.743043e-01	2.538387e+01
1.423712761081229e-01	4.745710e-01	2.610339e+01
1.428112761081227e-01	4.760376e-01	2.975433e+01
1.431112761081226e-01	4.770376e-01	3.192199e+01
1.434112761081225e-01	4.780376e-01	3.380631e+01
1.437112761081223e-01	4.790376e-01	3.539059e+01
1.440112761081222e-01	4.800376e-01	3.666075e+01
1.443312761081221e-01	4.811043e-01	3.765672e+01
1.446512761081220e-01	4.821710e-01	3.827244e+01
1.449712761081219e-01	4.832376e-01	3.850171e+01
1.452912761081217e-01	4.843043e-01	3.834221e+01
1.456112761081216e-01	4.853710e-01	3.779554e+01
1.459312761081215e-01	4.864376e-01	3.686723e+01
1.462312761081214e-01	4.874376e-01	3.565862e+01
1.465312761081213e-01	4.884376e-01	3.413351e+01
1.468312761081211e-01	4.894376e-01	3.230545e+01
1.471312761081210e-01	4.904376e-01	3.019065e+01
1.475512761081209e-01	4.918376e-01	2.678440e+01
1.476112761081208e-01	4.920376e-01	2.625829e+01
1.476512761081208e-01	4.921709e-01	2.590235e+01
1.480912761081206e-01	4.936376e-01	2.172975e+01
1.485312761081205e-01	4.951043e-01	1.714261e+01
1.489712761081203e-01	4.965709e-01	1.222844e+01
1.494112761081201e-01	4.980376e-01	7.080982e+00
1.496112761081201e-01	4.987043e-01	4.690554e+00
1.499912761081199e-01	4.999709e-01	1.056002e-01
1.500000000000000e-01	5.000000e-01	7.299017e-05 Step Information: Vcc=90  (Step: 3/4)
0.000000000000000e+00	1.000000e-06	2.922616e-23
3.199999820679977e-09	1.010667e-06	3.982807e-06
6.399999641359955e-09	1.021333e-06	1.467980e-05
1.279999928271991e-08	1.042667e-06	5.131556e-05
2.559999856543982e-08	1.085333e-06	1.613698e-04
4.446711408717029e-08	1.148223e-06	3.717258e-04
6.453784245574806e-08	1.215126e-06	6.310311e-04
9.057269080226538e-08	1.301908e-06	9.917037e-04
1.234355316577576e-07	1.411451e-06	1.459456e-03
2.596348331751429e-07	1.865448e-06	3.423758e-03
5.719381175851033e-07	2.906457e-06	7.951966e-03
7.410626654152815e-07	3.470204e-06	1.040658e-02
9.902229932448568e-07	4.300737e-06	1.402314e-02
1.382106267278897e-06	5.607012e-06	1.971142e-02
2.162525898743798e-06	8.208405e-06	3.103943e-02
3.723365161673598e-06	1.341119e-05	5.369553e-02
6.845043687533198e-06	2.381677e-05	9.900805e-02
1.308840073925240e-05	4.462792e-05	1.896336e-01
2.557511484269080e-05	8.625021e-05	3.708823e-01
4.557511484269079e-05	1.529167e-04	6.611759e-01
6.557511484269079e-05	2.195833e-04	9.514440e-01
8.557511484269078e-05	2.862498e-04	1.241674e+00
1.655751148426908e-04	5.529160e-04	2.401995e+00
3.855751148426907e-04	1.286248e-03	5.582856e+00
8.055751148426916e-04	2.686245e-03	1.156871e+01
9.055751148426918e-04	3.019578e-03	1.296810e+01
9.255751148426919e-04	3.086244e-03	1.324648e+01
9.455751148426919e-04	3.152911e-03	1.352431e+01
9.855751148426920e-04	3.286244e-03	1.407831e+01
1.185575114842693e-03	3.952909e-03	1.681318e+01
1.545575114842694e-03	5.152907e-03	2.156165e+01
1.885575114842694e-03	6.286238e-03	2.579437e+01
2.245575114842695e-03	7.486235e-03	2.995467e+01
2.465575114842696e-03	8.219567e-03	3.231187e+01
2.485575114842696e-03	8.286234e-03	3.251859e+01
2.505575114842696e-03	8.352900e-03	3.272377e+01
2.517117487144785e-03	8.391375e-03	3.284098e+01
2.527109446119722e-03	8.424682e-03	3.294084e+01
2.538642430733329e-03	8.463125e-03	3.305354e+01
2.549493484743716e-03	8.499295e-03	3.315720e+01
2.552989965636139e-03	8.510949e-03	3.318932e+01
2.554955547218932e-03	8.517502e-03	3.320712e+01
2.554974054228756e-03	8.517563e-03	3.320708e+01
2.555011068248404e-03	8.517686e-03	3.320586e+01
2.555031813811279e-03	8.517756e-03	3.320296e+01
2.555054512805922e-03	8.517832e-03	3.319429e+01
2.555070219926827e-03	8.517884e-03	3.318044e+01
2.555083855508964e-03	8.517929e-03	3.315586e+01
2.555097067985792e-03	8.517973e-03	3.311165e+01
2.555110488511572e-03	8.518018e-03	3.303210e+01
2.555124114589717e-03	8.518063e-03	3.289086e+01
2.555138720167968e-03	8.518112e-03	3.263370e+01
2.555152505256784e-03	8.518158e-03	3.222980e+01
2.555166910402371e-03	8.518206e-03	3.155514e+01
2.555181077526076e-03	8.518253e-03	3.054534e+01
2.555195994030677e-03	8.518303e-03	2.903255e+01
2.555211314957599e-03	8.518354e-03	2.703930e+01
2.555221673305365e-03	8.518388e-03	2.546487e+01
2.555227765311600e-03	8.518409e-03	2.445954e+01
2.555235862366756e-03	8.518436e-03	2.311250e+01
2.555241649211887e-03	8.518456e-03	2.220716e+01
2.555249235085871e-03	8.518481e-03	2.117219e+01
2.555264406833840e-03	8.518531e-03	1.953736e+01
2.555284258264551e-03	8.518597e-03	1.793646e+01
2.555289221122229e-03	8.518614e-03	1.764981e+01
2.555299146837584e-03	8.518646e-03	1.725179e+01
2.555318998268295e-03	8.518713e-03	1.671746e+01
2.555358701129718e-03	8.518845e-03	1.612274e+01
2.555396273906329e-03	8.518971e-03	1.585341e+01
2.555450934600868e-03	8.519153e-03	1.570228e+01
2.555646964130557e-03	8.519806e-03	1.558818e+01
2.840371591999341e-03	9.468886e-03	1.568777e+01
3.180371591999342e-03	1.060222e-02	1.583428e+01
3.520371591999343e-03	1.173555e-02	1.597919e+01
3.860371591999344e-03	1.286888e-02	1.611917e+01
4.220371591999345e-03	1.406888e-02	1.625797e+01
4.580371591999346e-03	1.526887e-02	1.638274e+01
4.940371591999347e-03	1.646887e-02	1.648900e+01
5.300371591999348e-03	1.766887e-02	1.657240e+01
5.660371591999349e-03	1.886887e-02	1.662879e+01
6.020371591999350e-03	2.006887e-02	1.665432e+01
6.380371591999351e-03	2.126886e-02	1.664548e+01
6.720371591999352e-03	2.240219e-02	1.660278e+01
7.060371591999352e-03	2.353553e-02	1.652433e+01
7.400371591999353e-03	2.466886e-02	1.640797e+01
7.720371591999354e-03	2.573552e-02	1.626180e+01
8.020371591999345e-03	2.673552e-02	1.608999e+01
8.300371591999334e-03	2.766885e-02	1.589494e+01
8.560371591999323e-03	2.853552e-02	1.567259e+01
8.680371591999319e-03	2.893551e-02	1.554457e+01
8.740371591999316e-03	2.913551e-02	1.546465e+01
8.760371591999315e-03	2.920218e-02	1.543190e+01
8.780371591999315e-03	2.926885e-02	1.539147e+01
8.800371591999314e-03	2.933551e-02	1.533633e+01
8.820371591999313e-03	2.940218e-02	1.526101e+01
8.840371591999312e-03	2.946885e-02	1.517047e+01
8.860371591999311e-03	2.953551e-02	1.507425e+01
8.880371591999310e-03	2.960218e-02	1.497580e+01
8.900371591999310e-03	2.966885e-02	1.487543e+01
8.920371591999309e-03	2.973551e-02	1.477201e+01
8.940371591999308e-03	2.980218e-02	1.466419e+01
8.960371591999307e-03	2.986884e-02	1.454622e+01
8.980371591999306e-03	2.993551e-02	1.441016e+01
8.999689054351903e-03	2.999990e-02	1.426395e+01
8.999699332600189e-03	2.999994e-02	1.426146e+01
8.999719889096761e-03	3.000001e-02	1.425429e+01
8.999744122088250e-03	3.000009e-02	1.425106e+01
8.999771168210501e-03	3.000018e-02	1.425032e+01
8.999799385043899e-03	3.000027e-02	1.425007e+01
8.999855818710694e-03	3.000046e-02	1.424963e+01
8.999921698721937e-03	3.000068e-02	1.424904e+01
9.000001088750213e-03	3.000094e-02	1.424825e+01
9.000091883925337e-03	3.000125e-02	1.424732e+01
9.000381495678720e-03	3.000221e-02	1.424425e+01
9.002085080900220e-03	3.000789e-02	1.422574e+01
9.002262389215110e-03	3.000848e-02	1.422377e+01
9.002359312243543e-03	3.000880e-02	1.422280e+01
9.002457402213993e-03	3.000913e-02	1.422253e+01
9.002503267289701e-03	3.000928e-02	1.422425e+01
9.002561704760718e-03	3.000948e-02	1.422956e+01
9.002625188195385e-03	3.000969e-02	1.423600e+01
9.002656817774877e-03	3.000980e-02	1.423806e+01
9.002691606437204e-03	3.000991e-02	1.423896e+01
9.002734995748475e-03	3.001006e-02	1.423928e+01
9.002802904848778e-03	3.001028e-02	1.423907e+01
9.002846660015430e-03	3.001043e-02	1.423873e+01
9.002885002180610e-03	3.001056e-02	1.423832e+01
9.002927567128373e-03	3.001070e-02	1.423783e+01
9.002972927891211e-03	3.001085e-02	1.423727e+01
9.003016293709769e-03	3.001099e-02	1.423671e+01
9.003057208848621e-03	3.001113e-02	1.423617e+01
9.003098843194467e-03	3.001127e-02	1.423561e+01
9.003202428744935e-03	3.001161e-02	1.423421e+01
9.003426100091704e-03	3.001236e-02	1.423113e+01
9.025520863447345e-03	3.008601e-02	1.392567e+01
9.040550598856207e-03	3.013611e-02	1.371746e+01
9.060550598856206e-03	3.020277e-02	1.343995e+01
9.420550598856192e-03	3.140277e-02	8.365045e+00
9.840550598856175e-03	3.280277e-02	2.313871e+00
9.980550598856169e-03	3.326944e-02	2.826433e-01
1.000055059885617e-02	3.333610e-02	-7.664895e-03
1.010055059885616e-02	3.366943e-02	-1.458986e+00
1.048055059885615e-02	3.493610e-02	-6.948726e+00
1.090055059885613e-02	3.633609e-02	-1.289810e+01
1.094055059885613e-02	3.646943e-02	-1.345462e+01
1.096055059885613e-02	3.653609e-02	-1.373207e+01
1.098055059885613e-02	3.660276e-02	-1.400896e+01
1.102055059885613e-02	3.673609e-02	-1.456104e+01
1.124055059885612e-02	3.746943e-02	-1.755395e+01
1.158055059885610e-02	3.860276e-02	-2.200951e+01
1.192055059885609e-02	3.973609e-02	-2.621422e+01
1.228055059885608e-02	4.093609e-02	-3.033966e+01
