time	V(b1)	V(b2)	V(e)	V(rpot)	I(R3)	I(R4)	Ix(U1:B2)	Ix(U1:E)
4.449663737066886e-03	7.040472e-02	1.967998e+01	6.329391e+00	1.779865e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.659120e-11
4.549663737066889e-03	7.040472e-02	1.967998e+01	7.552720e+00	1.819865e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.536795e-11
4.649663737066892e-03	7.040472e-02	1.967998e+01	8.648096e+00	1.859865e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.427273e-11
4.749663737066895e-03	7.040472e-02	1.967998e+01	9.630833e+00	1.899865e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.329013e-11
4.849663737066898e-03	7.040472e-02	1.967998e+01	1.051413e+01	1.939865e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.239696e-11
4.962163737066899e-03	7.040577e-02	1.967997e+01	1.142132e+01	1.984865e+04	3.200262e-03	3.200262e-03	3.200262e-03	-1.886358e-11
4.987163737066896e-03	7.040980e-02	1.967996e+01	1.160284e+01	1.994865e+04	3.200440e-03	3.200445e-03	3.200440e-03	5.205047e-09
5.037163737066891e-03	7.043391e-02	1.967985e+01	1.195821e+01	2.014865e+04	3.201506e-03	3.201541e-03	3.201506e-03	3.510323e-08
5.038726237066887e-03	7.043935e-02	1.967982e+01	1.196909e+01	2.015490e+04	3.201747e-03	3.201789e-03	3.201747e-03	4.170731e-08
5.041851237066894e-03	7.047667e-02	1.967966e+01	1.199051e+01	2.016740e+04	3.203398e-03	3.203485e-03	3.203398e-03	8.697685e-08
5.048101237066893e-03	7.060555e-02	1.967909e+01	1.203322e+01	2.019240e+04	3.209099e-03	3.209343e-03	3.209099e-03	2.436084e-07
5.048296549566900e-03	7.061383e-02	1.967905e+01	1.203455e+01	2.019319e+04	3.209466e-03	3.209720e-03	3.209466e-03	2.540452e-07
5.048687174566899e-03	7.064587e-02	1.967891e+01	1.203720e+01	2.019475e+04	3.210881e-03	3.211176e-03	3.210881e-03	2.946475e-07
5.049468424566897e-03	7.074489e-02	1.967847e+01	1.204251e+01	2.019787e+04	3.215256e-03	3.215677e-03	3.215256e-03	4.209433e-07
5.049663737066903e-03	7.078674e-02	1.967829e+01	1.204384e+01	2.019865e+04	3.217103e-03	3.217579e-03	3.217103e-03	4.764948e-07
5.049712565191905e-03	7.080285e-02	1.967822e+01	1.204417e+01	2.019885e+04	3.217812e-03	3.218311e-03	3.217812e-03	4.993574e-07
5.049810221441908e-03	7.084335e-02	1.967804e+01	1.204483e+01	2.019924e+04	3.219593e-03	3.220152e-03	3.219593e-03	5.593729e-07
5.049834635504402e-03	7.085696e-02	1.967798e+01	1.204500e+01	2.019934e+04	3.220190e-03	3.220771e-03	3.220190e-03	5.805019e-07
5.049883463629404e-03	7.089134e-02	1.967783e+01	1.204533e+01	2.019953e+04	3.221697e-03	3.222334e-03	3.221697e-03	6.362682e-07
5.049895670660651e-03	7.090180e-02	1.967778e+01	1.204541e+01	2.019958e+04	3.222155e-03	3.222809e-03	3.222155e-03	6.540012e-07
5.049920084723145e-03	7.093061e-02	1.967766e+01	1.204558e+01	2.019968e+04	3.223412e-03	3.224118e-03	3.223412e-03	7.068527e-07
5.049968912848146e-03	7.100776e-02	1.967732e+01	1.204591e+01	2.019988e+04	3.226767e-03	3.227625e-03	3.226767e-03	8.589055e-07
5.049981119879393e-03	7.103776e-02	1.967719e+01	1.204599e+01	2.019992e+04	3.228062e-03	3.228989e-03	3.228062e-03	9.271192e-07
5.050005533941887e-03	7.112252e-02	1.967683e+01	1.204616e+01	2.020002e+04	3.231702e-03	3.232842e-03	3.231702e-03	1.139850e-06
5.050011637457510e-03	7.115281e-02	1.967670e+01	1.204620e+01	2.020005e+04	3.232991e-03	3.234219e-03	3.232991e-03	1.228017e-06
5.050023844488757e-03	7.123356e-02	1.967636e+01	1.204628e+01	2.020010e+04	3.236402e-03	3.237889e-03	3.236402e-03	1.487800e-06
5.050026896246576e-03	7.126000e-02	1.967625e+01	1.204630e+01	2.020011e+04	3.237507e-03	3.239091e-03	3.237507e-03	1.584073e-06
5.050032999762200e-03	7.135564e-02	1.967586e+01	1.204634e+01	2.020013e+04	3.241370e-03	3.243438e-03	3.241370e-03	2.068172e-06
5.050045206793446e-03	7.172743e-02	1.967444e+01	1.204643e+01	2.020018e+04	3.255625e-03	3.260338e-03	3.255625e-03	4.713713e-06
5.050048258551265e-03	7.194143e-02	1.967368e+01	1.204645e+01	2.020019e+04	3.263208e-03	3.270065e-03	3.263208e-03	6.857265e-06
5.050049021490713e-03	7.204581e-02	1.967335e+01	1.204645e+01	2.020020e+04	3.266498e-03	3.274810e-03	3.266498e-03	8.312662e-06
5.050050547369622e-03	7.235168e-02	1.967248e+01	1.204646e+01	2.020020e+04	3.275249e-03	3.288713e-03	3.275249e-03	1.346419e-05
5.050050928839353e-03	7.249234e-02	1.967214e+01	1.204646e+01	2.020020e+04	3.278598e-03	3.295106e-03	3.278598e-03	1.650841e-05
5.050051691778801e-03	7.295400e-02	1.967118e+01	1.204647e+01	2.020021e+04	3.288164e-03	3.316091e-03	3.288164e-03	2.792792e-05
5.050051882513659e-03	7.319345e-02	1.967081e+01	1.204647e+01	2.020021e+04	3.291868e-03	3.326975e-03	3.291868e-03	3.510821e-05
5.050052263983390e-03	7.404517e-02	1.966974e+01	1.204647e+01	2.020021e+04	3.302574e-03	3.365689e-03	3.302574e-03	6.312459e-05
5.050052359350826e-03	7.457245e-02	1.966932e+01	1.204647e+01	2.020021e+04	3.306845e-03	3.389657e-03	3.306845e-03	8.282434e-05
5.050052550085685e-03	7.665812e-02	1.966805e+01	1.204647e+01	2.020021e+04	3.319482e-03	3.484460e-03	3.319482e-03	1.649850e-04
5.050052597769403e-03	7.826570e-02	1.966753e+01	1.204647e+01	2.020021e+04	3.324672e-03	3.557532e-03	3.324672e-03	2.328648e-04
5.050052693136839e-03	8.525756e-02	1.966599e+01	1.204647e+01	2.020021e+04	3.340139e-03	3.875344e-03	3.340139e-03	5.352140e-04
5.050052716978698e-03	9.056552e-02	1.966541e+01	1.204647e+01	2.020021e+04	3.345862e-03	4.116614e-03	3.345862e-03	7.707676e-04
5.050052764662416e-03	1.168822e-01	1.966385e+01	1.204647e+01	2.020021e+04	3.361446e-03	5.312827e-03	3.361446e-03	1.951945e-03
5.050052797706317e-03	1.743147e-01	1.966252e+01	1.204647e+01	2.020021e+04	3.374775e-03	7.923394e-03	3.374775e-03	4.549585e-03
5.050052839893932e-03	3.798843e-01	1.966056e+01	1.204646e+01	2.020021e+04	3.394388e-03	1.726747e-02	3.394388e-03	1.387361e-02
5.050052876920050e-03	8.247430e-01	1.965895e+01	1.204644e+01	2.020021e+04	3.410505e-03	3.748832e-02	3.410505e-03	3.407209e-02
5.050052930939575e-03	1.910266e+00	1.965706e+01	1.204638e+01	2.020021e+04	3.429359e-03	8.683028e-02	3.429359e-03	8.338593e-02
5.050052957255954e-03	2.551227e+00	1.965640e+01	1.204633e+01	2.020021e+04	3.435978e-03	1.159648e-01	3.435978e-03	1.125221e-01
5.050052973887539e-03	2.933069e+00	1.965613e+01	1.204629e+01	2.020021e+04	3.438693e-03	1.333213e-01	3.438693e-03	1.298792e-01
5.050052995911880e-03	3.319446e+00	1.965590e+01	1.204622e+01	2.020021e+04	3.441017e-03	1.508839e-01	3.441017e-03	1.474367e-01
5.050053019423892e-03	3.610638e+00	1.965574e+01	1.204615e+01	2.020021e+04	3.442601e-03	1.641199e-01	3.442601e-03	1.606612e-01
5.050053033024818e-03	3.722072e+00	1.965568e+01	1.204610e+01	2.020021e+04	3.443175e-03	1.691851e-01	3.443175e-03	1.657186e-01
5.050053046728398e-03	3.794510e+00	1.965565e+01	1.204605e+01	2.020021e+04	3.443544e-03	1.724777e-01	3.443544e-03	1.690195e-01
5.050053063138521e-03	3.852756e+00	1.965561e+01	1.204599e+01	2.020021e+04	3.443843e-03	1.751253e-01	3.443843e-03	1.716801e-01
5.050053095222995e-03	3.912524e+00	1.965558e+01	1.204587e+01	2.020021e+04	3.444167e-03	1.778420e-01	3.444167e-03	1.743971e-01
5.050053153577150e-03	3.944664e+00	1.965556e+01	1.204566e+01	2.020021e+04	3.444399e-03	1.793029e-01	3.444399e-03	1.758584e-01
5.050287768559683e-03	3.651823e+00	1.962449e+01	1.122849e+01	2.020115e+04	3.755055e-03	1.659919e-01	3.755055e-03	1.622360e-01
5.050522383542215e-03	3.379269e+00	1.959568e+01	1.047030e+01	2.020209e+04	4.043175e-03	1.536032e-01	4.043175e-03	1.495583e-01
5.050756998524748e-03	3.127004e+00	1.956912e+01	9.771089e+00	2.020303e+04	4.308761e-03	1.421366e-01	4.308761e-03	1.378252e-01
5.050991613507282e-03	2.895027e+00	1.954482e+01	9.130857e+00	2.020397e+04	4.551812e-03	1.315922e-01	4.551812e-03	1.270368e-01
5.051226228489815e-03	2.683338e+00	1.952277e+01	8.549602e+00	2.020491e+04	4.772328e-03	1.219699e-01	4.772328e-03	1.171930e-01
5.051460843472347e-03	2.491937e+00	1.950297e+01	8.027326e+00	2.020584e+04	4.970308e-03	1.132699e-01	4.970308e-03	1.082939e-01
5.051695458454880e-03	2.320824e+00	1.948542e+01	7.564028e+00	2.020678e+04	5.145754e-03	1.054920e-01	5.145754e-03	1.003395e-01
5.052828709257620e-03	1.620602e+00	1.941258e+01	5.637995e+00	2.021131e+04	5.874151e-03	7.366374e-02	5.874151e-03	6.778753e-02
5.054130484436342e-03	1.077574e+00	1.935636e+01	4.144037e+00	2.021652e+04	6.436442e-03	4.898064e-02	6.436442e-03	4.254480e-02
5.055336358663315e-03	7.543865e-01	1.932329e+01	3.258100e+00	2.022135e+04	6.767127e-03	3.429030e-02	6.767127e-03	2.752272e-02
5.056633059498813e-03	5.347154e-01	1.930153e+01	2.666631e+00	2.022653e+04	6.984667e-03	2.430524e-02	6.984667e-03	1.731801e-02
5.057982935107327e-03	3.823338e-01	1.928762e+01	2.278579e+00	2.023193e+04	7.123747e-03	1.737881e-02	7.123747e-03	1.025098e-02
5.058861748140478e-03	3.085126e-01	1.928188e+01	2.111322e+00	2.023545e+04	7.181161e-03	1.402330e-02	7.181161e-03	6.841060e-03
5.059344672488489e-03	2.716851e-01	1.928024e+01	2.055323e+00	2.023738e+04	7.197591e-03	1.234932e-02	7.197591e-03	5.150008e-03
5.059414778495072e-03	2.655406e-01	1.928008e+01	2.048606e+00	2.023766e+04	7.199201e-03	1.207003e-02	7.199201e-03	4.868516e-03
5.059467358000003e-03	2.593988e-01	1.928001e+01	2.044125e+00	2.023787e+04	7.199869e-03	1.179086e-02	7.199869e-03	4.589867e-03
5.059498029377871e-03	2.546497e-01	1.928000e+01	2.041662e+00	2.023799e+04	7.199949e-03	1.157499e-02	7.199949e-03	4.373400e-03
5.059506792628690e-03	2.526553e-01	1.928002e+01	2.040996e+00	2.023803e+04	7.199826e-03	1.148433e-02	7.199826e-03	4.281760e-03
5.059509815689742e-03	2.521429e-01	1.928002e+01	2.040763e+00	2.023804e+04	7.199826e-03	1.146104e-02	7.199826e-03	4.258916e-03
5.059512838750793e-03	2.514895e-01	1.928002e+01	2.040534e+00	2.023805e+04	7.199794e-03	1.143134e-02	7.199794e-03	4.229650e-03
5.059515861811845e-03	2.506953e-01	1.928003e+01	2.040308e+00	2.023806e+04	7.199729e-03	1.139524e-02	7.199729e-03	4.193962e-03
5.059518884872896e-03	2.497601e-01	1.928004e+01	2.040086e+00	2.023808e+04	7.199631e-03	1.135273e-02	7.199631e-03	4.151853e-03
5.059521907933948e-03	2.486839e-01	1.928005e+01	2.039868e+00	2.023809e+04	7.199502e-03	1.130381e-02	7.199502e-03	4.103323e-03
5.059524930994999e-03	2.474669e-01	1.928007e+01	2.039653e+00	2.023810e+04	7.199339e-03	1.124850e-02	7.199339e-03	4.048370e-03
5.059527954056051e-03	2.461089e-01	1.928008e+01	2.039442e+00	2.023811e+04	7.199144e-03	1.118677e-02	7.199144e-03	3.986997e-03
5.059531831310166e-03	2.432041e-01	1.928014e+01	2.039182e+00	2.023813e+04	7.198629e-03	1.105473e-02	7.198629e-03	3.854365e-03
5.059539718343678e-03	2.343594e-01	1.928031e+01	2.038678e+00	2.023816e+04	7.196923e-03	1.065270e-02	7.196923e-03	3.455794e-03
5.059540513495442e-03	2.327487e-01	1.928035e+01	2.038633e+00	2.023816e+04	7.196528e-03	1.057948e-02	7.196528e-03	3.382686e-03
5.059541573697784e-03	2.296946e-01	1.928042e+01	2.038576e+00	2.023817e+04	7.195787e-03	1.044067e-02	7.195787e-03	3.244143e-03
5.059543694102470e-03	2.214850e-01	1.928063e+01	2.038469e+00	2.023817e+04	7.193674e-03	1.006750e-02	7.193674e-03	2.872596e-03
5.059544167592536e-03	2.188208e-01	1.928071e+01	2.038447e+00	2.023818e+04	7.192914e-03	9.946398e-03	7.192914e-03	2.752178e-03
5.059545114572669e-03	2.108719e-01	1.928097e+01	2.038411e+00	2.023818e+04	7.190313e-03	9.585086e-03	7.190313e-03	2.394068e-03
5.059546213959196e-03	1.964805e-01	1.928165e+01	2.038380e+00	2.023819e+04	7.183544e-03	8.930932e-03	7.183544e-03	1.747317e-03
5.059547372732856e-03	1.776275e-01	1.928402e+01	2.038367e+00	2.023819e+04	7.159773e-03	8.073979e-03	7.159773e-03	9.141669e-04
5.059548823965407e-03	1.605438e-01	1.929065e+01	2.038373e+00	2.023820e+04	7.093548e-03	7.297447e-03	7.093548e-03	2.038988e-04
5.059550248068950e-03	1.541283e-01	1.929987e+01	2.038392e+00	2.023820e+04	7.001264e-03	7.005831e-03	7.001264e-03	4.567262e-06
5.059551950105545e-03	1.514251e-01	1.931170e+01	2.038418e+00	2.023821e+04	6.882944e-03	6.882959e-03	6.882944e-03	1.499663e-08
5.059553937829711e-03	1.485030e-01	1.932499e+01	2.038448e+00	2.023821e+04	6.750134e-03	6.750134e-03	6.750134e-03	1.631534e-12
5.059557913278043e-03	1.430582e-01	1.934974e+01	2.038509e+00	2.023823e+04	6.502646e-03	6.502646e-03	6.502646e-03	-2.222525e-11
5.059565864174706e-03	1.335000e-01	1.939318e+01	2.038631e+00	2.023826e+04	6.068184e-03	6.068184e-03	6.068184e-03	-2.337486e-11
5.059581765968019e-03	1.181120e-01	1.946313e+01	2.038875e+00	2.023833e+04	5.368727e-03	5.368727e-03	5.368727e-03	-2.520580e-11
5.059604275162999e-03	1.021805e-01	1.953554e+01	2.039220e+00	2.023842e+04	4.644569e-03	4.644569e-03	4.644569e-03	-2.710130e-11
5.059629854801795e-03	9.026658e-02	1.958970e+01	2.039612e+00	2.023852e+04	4.103026e-03	4.103026e-03	4.103026e-03	-2.851866e-11
5.059660248276240e-03	8.178771e-02	1.962824e+01	2.040077e+00	2.023864e+04	3.717623e-03	3.717623e-03	3.717623e-03	-2.952719e-11
5.059695602558117e-03	7.637519e-02	1.965284e+01	2.040619e+00	2.023878e+04	3.471599e-03	3.471599e-03	3.471599e-03	-3.017073e-11
5.059739653255346e-03	7.309442e-02	1.966775e+01	2.041294e+00	2.023896e+04	3.322474e-03	3.322474e-03	3.322474e-03	-3.056047e-11
5.059793861686035e-03	7.141314e-02	1.967540e+01	2.042125e+00	2.023918e+04	3.246052e-03	3.246052e-03	3.246052e-03	-3.075971e-11
5.059865689121465e-03	7.068276e-02	1.967871e+01	2.043225e+00	2.023946e+04	3.212853e-03	3.212853e-03	3.212853e-03	-3.084553e-11
5.060115364828685e-03	7.040626e-02	1.967997e+01	2.047049e+00	2.024046e+04	3.200284e-03	3.200284e-03	3.200284e-03	-3.087460e-11
5.093860282518480e-03	7.040531e-02	1.967997e+01	2.548996e+00	2.037544e+04	3.200241e-03	3.200241e-03	3.200241e-03	-3.037272e-11
5.127605200208276e-03	7.040460e-02	1.967998e+01	3.035617e+00	2.051042e+04	3.200209e-03	3.200209e-03	3.200209e-03	-2.988612e-11
5.161350117898071e-03	7.040413e-02	1.967998e+01	3.506912e+00	2.064540e+04	3.200188e-03	3.200188e-03	3.200188e-03	-2.941479e-11
5.195095035587867e-03	7.040391e-02	1.967998e+01	3.962880e+00	2.078038e+04	3.200178e-03	3.200178e-03	3.200178e-03	-2.895874e-11
5.228839953277662e-03	7.040394e-02	1.967998e+01	4.403522e+00	2.091536e+04	3.200179e-03	3.200179e-03	3.200179e-03	-2.851796e-11
5.262584870967458e-03	7.040421e-02	1.967998e+01	4.828838e+00	2.105034e+04	3.200192e-03	3.200191e-03	3.200192e-03	-2.809247e-11
5.296329788657253e-03	7.040472e-02	1.967998e+01	5.238828e+00	2.118532e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.768224e-11
5.396329788657256e-03	7.040472e-02	1.967998e+01	6.395250e+00	2.158532e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.652575e-11
5.496329788657259e-03	7.040472e-02	1.967998e+01	7.445483e+00	2.198532e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.547562e-11
5.596329788657262e-03	7.040472e-02	1.967998e+01	8.400785e+00	2.238532e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.452040e-11
5.696329788657264e-03	7.040472e-02	1.967998e+01	9.270956e+00	2.278532e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.365031e-11
5.796329788657267e-03	7.040473e-02	1.967998e+01	1.006466e+01	2.318532e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.285667e-11
5.896329788657270e-03	7.040473e-02	1.967998e+01	1.078967e+01	2.358532e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.194096e-11
6.008829788657272e-03	7.043051e-02	1.967986e+01	1.154475e+01	2.403532e+04	3.201387e-03	3.201387e-03	3.201387e-03	-1.361512e-13
6.033829788657269e-03	7.043371e-02	1.967985e+01	1.169812e+01	2.413532e+04	3.201518e-03	3.201532e-03	3.201518e-03	1.408613e-08
6.083829788657263e-03	7.048263e-02	1.967963e+01	1.199930e+01	2.433532e+04	3.203662e-03	3.203756e-03	3.203662e-03	9.402599e-08
6.085350791166386e-03	7.049751e-02	1.967957e+01	1.200830e+01	2.434140e+04	3.204320e-03	3.204432e-03	3.204320e-03	1.120682e-07
6.088392796184630e-03	7.056018e-02	1.967929e+01	1.202608e+01	2.435357e+04	3.207093e-03	3.207281e-03	3.207093e-03	1.882058e-07
6.089153297439198e-03	7.058808e-02	1.967917e+01	1.203051e+01	2.435661e+04	3.208327e-03	3.208549e-03	3.208327e-03	2.224175e-07
6.090674299948320e-03	7.067870e-02	1.967877e+01	1.203938e+01	2.436270e+04	3.212334e-03	3.212668e-03	3.212334e-03	3.344825e-07
6.091054550575598e-03	7.071447e-02	1.967861e+01	1.204159e+01	2.436422e+04	3.213915e-03	3.214294e-03	3.213915e-03	3.794426e-07
6.091149613232413e-03	7.072772e-02	1.967855e+01	1.204214e+01	2.436460e+04	3.214500e-03	3.214896e-03	3.214500e-03	3.967147e-07
6.091339738546059e-03	7.076032e-02	1.967841e+01	1.204325e+01	2.436536e+04	3.215938e-03	3.216378e-03	3.215938e-03	4.402562e-07
6.091387269874474e-03	7.077074e-02	1.967836e+01	1.204352e+01	2.436555e+04	3.216397e-03	3.216852e-03	3.216397e-03	4.544215e-07
6.091482332531289e-03	7.080617e-02	1.967820e+01	1.204408e+01	2.436593e+04	3.217956e-03	3.218462e-03	3.217956e-03	5.061519e-07
6.091672457844935e-03	7.093317e-02	1.967765e+01	1.204518e+01	2.436669e+04	3.223524e-03	3.224235e-03	3.223524e-03	7.112922e-07
6.091719989173350e-03	7.099853e-02	1.967736e+01	1.204546e+01	2.436688e+04	3.226374e-03	3.227206e-03	3.226374e-03	8.323762e-07
6.091731872005457e-03	7.102569e-02	1.967724e+01	1.204553e+01	2.436693e+04	3.227550e-03	3.228441e-03	3.227550e-03	8.906229e-07
6.091755637669657e-03	7.109476e-02	1.967695e+01	1.204566e+01	2.436702e+04	3.230526e-03	3.231580e-03	3.230526e-03	1.054228e-06
6.091761579085711e-03	7.111811e-02	1.967685e+01	1.204570e+01	2.436705e+04	3.231525e-03	3.232641e-03	3.231525e-03	1.116294e-06
6.091773461917818e-03	7.117748e-02	1.967659e+01	1.204577e+01	2.436709e+04	3.234052e-03	3.235340e-03	3.234052e-03	1.287799e-06
6.091776432625845e-03	7.119567e-02	1.967652e+01	1.204578e+01	2.436711e+04	3.234822e-03	3.236167e-03	3.234822e-03	1.345098e-06
6.091782374041899e-03	7.124616e-02	1.967631e+01	1.204582e+01	2.436713e+04	3.236932e-03	3.238462e-03	3.236932e-03	1.529935e-06
6.091794256874006e-03	7.138219e-02	1.967575e+01	1.204589e+01	2.436718e+04	3.242550e-03	3.244645e-03	3.242550e-03	2.094981e-06
6.091797227582033e-03	7.143603e-02	1.967553e+01	1.204591e+01	2.436719e+04	3.244712e-03	3.247092e-03	3.244712e-03	2.379567e-06
6.091803168998086e-03	7.159059e-02	1.967492e+01	1.204594e+01	2.436721e+04	3.250783e-03	3.254118e-03	3.250783e-03	3.334570e-06
6.091804654352093e-03	7.164841e-02	1.967470e+01	1.204595e+01	2.436722e+04	3.252961e-03	3.256746e-03	3.252961e-03	3.785015e-06
6.091807625060119e-03	7.180887e-02	1.967412e+01	1.204596e+01	2.436723e+04	3.258807e-03	3.264040e-03	3.258807e-03	5.233911e-06
6.091808367737123e-03	7.186557e-02	1.967392e+01	1.204597e+01	2.436723e+04	3.260764e-03	3.266617e-03	3.260764e-03	5.853739e-06
6.091809853091129e-03	7.201611e-02	1.967343e+01	1.204598e+01	2.436724e+04	3.265744e-03	3.273460e-03	3.265744e-03	7.714001e-06
6.091810224429631e-03	7.206570e-02	1.967327e+01	1.204598e+01	2.436724e+04	3.267294e-03	3.275713e-03	3.267294e-03	8.416921e-06
6.091810967106634e-03	7.224349e-02	1.967279e+01	1.204598e+01	2.436724e+04	3.272065e-03	3.283795e-03	3.272065e-03	1.172997e-05
6.091812452460640e-03	7.290493e-02	1.967130e+01	1.204599e+01	2.436725e+04	3.286972e-03	3.313860e-03	3.286972e-03	2.689491e-05
6.091812823799142e-03	7.326187e-02	1.967066e+01	1.204599e+01	2.436725e+04	3.293359e-03	3.330085e-03	3.293359e-03	3.673466e-05
6.091812916633771e-03	7.342406e-02	1.967043e+01	1.204599e+01	2.436725e+04	3.295675e-03	3.337457e-03	3.295675e-03	4.178823e-05
6.091813102303029e-03	7.386153e-02	1.966990e+01	1.204599e+01	2.436725e+04	3.301061e-03	3.357342e-03	3.301061e-03	5.627535e-05
6.091813148720343e-03	7.401451e-02	1.966973e+01	1.204599e+01	2.436725e+04	3.302681e-03	3.364296e-03	3.302681e-03	6.161004e-05
6.091813241554972e-03	7.457432e-02	1.966929e+01	1.204600e+01	2.436725e+04	3.307111e-03	3.389742e-03	3.307111e-03	8.263424e-05
6.091813427224230e-03	7.650688e-02	1.966810e+01	1.204600e+01	2.436725e+04	3.319022e-03	3.477585e-03	3.319022e-03	1.585704e-04
6.091813473641544e-03	7.786228e-02	1.966762e+01	1.204600e+01	2.436725e+04	3.323785e-03	3.539195e-03	3.323785e-03	2.154134e-04
6.091813566476173e-03	8.340384e-02	1.966624e+01	1.204600e+01	2.436725e+04	3.337609e-03	3.791083e-03	3.337609e-03	4.536593e-04
6.091813589684830e-03	8.710023e-02	1.966574e+01	1.204600e+01	2.436725e+04	3.342584e-03	3.959101e-03	3.342584e-03	6.167488e-04
6.091813636102145e-03	1.010756e-01	1.966444e+01	1.204600e+01	2.436725e+04	3.355596e-03	4.594347e-03	3.355596e-03	1.239359e-03
6.091813647706473e-03	1.078003e-01	1.966405e+01	1.204599e+01	2.436725e+04	3.359473e-03	4.900013e-03	3.359473e-03	1.540846e-03
6.091813670915130e-03	1.435832e-01	1.966310e+01	1.204599e+01	2.436725e+04	3.369018e-03	6.526507e-03	3.369018e-03	3.157884e-03
6.091813717332445e-03	3.335643e-01	1.966093e+01	1.204599e+01	2.436725e+04	3.390701e-03	1.516202e-02	3.390701e-03	1.177138e-02
6.091813757759787e-03	7.606009e-01	1.965911e+01	1.204597e+01	2.436726e+04	3.408933e-03	3.457277e-02	3.408933e-03	3.116072e-02
6.091813805865279e-03	1.675161e+00	1.965734e+01	1.204592e+01	2.436726e+04	3.426644e-03	7.614367e-02	3.426644e-03	7.271528e-02
6.091813839322405e-03	2.485855e+00	1.965644e+01	1.204586e+01	2.436726e+04	3.435559e-03	1.129934e-01	3.435559e-03	1.095577e-01
6.091813856904119e-03	2.898750e+00	1.965614e+01	1.204582e+01	2.436726e+04	3.438652e-03	1.317614e-01	3.438652e-03	1.283116e-01
6.091813876724486e-03	3.264309e+00	1.965591e+01	1.204576e+01	2.436726e+04	3.440886e-03	1.483777e-01	3.440886e-03	1.449136e-01
6.091813899537848e-03	3.566862e+00	1.965574e+01	1.204568e+01	2.436726e+04	3.442552e-03	1.621301e-01	3.442552e-03	1.586631e-01
6.091813914237437e-03	3.698824e+00	1.965568e+01	1.204563e+01	2.436726e+04	3.443239e-03	1.681284e-01	3.443239e-03	1.646576e-01
6.091813927780576e-03	3.778044e+00	1.965564e+01	1.204559e+01	2.436726e+04	3.443643e-03	1.717293e-01	3.443643e-03	1.682677e-01
6.091813943878324e-03	3.841178e+00	1.965560e+01	1.204553e+01	2.436726e+04	3.443965e-03	1.745990e-01	3.443965e-03	1.711528e-01
6.091813975829002e-03	3.907520e+00	1.965557e+01	1.204541e+01	2.436726e+04	3.444321e-03	1.776145e-01	3.444321e-03	1.741692e-01
6.091814032754647e-03	3.943267e+00	1.965554e+01	1.204520e+01	2.436726e+04	3.444567e-03	1.792394e-01	3.444567e-03	1.757947e-01
6.092012665757451e-03	3.693314e+00	1.962887e+01	1.134361e+01	2.436805e+04	3.711311e-03	1.678779e-01	3.711311e-03	1.641660e-01
6.092211298760255e-03	3.458680e+00	1.960395e+01	1.068795e+01	2.436885e+04	3.960499e-03	1.572127e-01	3.960499e-03	1.532511e-01
6.092409931763058e-03	3.239363e+00	1.958079e+01	1.007824e+01	2.436964e+04	4.192130e-03	1.472438e-01	4.192130e-03	1.430499e-01
6.092608564765863e-03	3.035364e+00	1.955938e+01	9.514473e+00	2.437043e+04	4.406205e-03	1.379711e-01	4.406205e-03	1.335625e-01
6.092807197768666e-03	2.846682e+00	1.953973e+01	8.996647e+00	2.437123e+04	4.602724e-03	1.293947e-01	4.602724e-03	1.247888e-01
6.093005830771470e-03	2.673319e+00	1.952183e+01	8.524762e+00	2.437202e+04	4.781686e-03	1.215145e-01	4.781686e-03	1.167289e-01
6.093204463774274e-03	2.515274e+00	1.950569e+01	8.098819e+00	2.437282e+04	4.943092e-03	1.143306e-01	4.943092e-03	1.093828e-01
6.094358586235027e-03	1.746282e+00	1.942565e+01	5.983863e+00	2.437743e+04	5.743505e-03	7.937644e-02	5.743505e-03	7.363162e-02
6.095632421629346e-03	1.165074e+00	1.936538e+01	4.384645e+00	2.438253e+04	6.346160e-03	5.295789e-02	6.346160e-03	4.661218e-02
6.096866860923159e-03	8.035906e-01	1.932828e+01	3.392411e+00	2.438747e+04	6.717241e-03	3.652684e-02	6.717241e-03	2.980927e-02
6.098117615035412e-03	5.713620e-01	1.930507e+01	2.763712e+00	2.439247e+04	6.949295e-03	2.597100e-02	6.949295e-03	1.901991e-02
6.099467174752238e-03	4.076752e-01	1.928989e+01	2.342309e+00	2.439787e+04	7.101089e-03	1.853069e-02	7.101089e-03	1.142666e-02
6.100626902382875e-03	2.426835e-01	1.928325e+01	2.102852e+00	2.440251e+04	7.167476e-03	1.103107e-02	7.167476e-03	3.863567e-03
6.100631417461339e-03	2.161084e-01	1.929103e+01	2.102457e+00	2.440253e+04	7.089732e-03	9.823108e-03	7.089732e-03	2.733367e-03
