time	V(b1)	V(b2)	V(e)	V(rpot)	I(R3)	I(R4)	Ix(U1:B2)	Ix(U1:E)
1.696485177335089e-03	7.548427e-02	1.966869e+01	1.204894e+01	6.785941e+03	3.313120e-03	3.431103e-03	3.313120e-03	1.179856e-04
1.696485225018807e-03	7.631078e-02	1.966830e+01	1.204894e+01	6.785941e+03	3.317040e-03	3.468672e-03	3.317040e-03	1.516393e-04
1.696485320386243e-03	7.890056e-02	1.966731e+01	1.204894e+01	6.785941e+03	3.326860e-03	3.586389e-03	3.326860e-03	2.595328e-04
1.696485344228102e-03	8.018966e-02	1.966698e+01	1.204894e+01	6.785941e+03	3.330178e-03	3.644984e-03	3.330178e-03	3.148088e-04
1.696485391911820e-03	8.437844e-02	1.966615e+01	1.204894e+01	6.785941e+03	3.338526e-03	3.835384e-03	3.338526e-03	4.968583e-04
1.696485403832743e-03	8.607277e-02	1.966590e+01	1.204894e+01	6.785941e+03	3.341024e-03	3.912399e-03	3.341024e-03	5.713747e-04
1.696485427674602e-03	9.341338e-02	1.966525e+01	1.204894e+01	6.785942e+03	3.347499e-03	4.246063e-03	3.347499e-03	8.986063e-04
1.696485475358320e-03	1.200305e-01	1.966365e+01	1.204894e+01	6.785942e+03	3.363486e-03	5.455932e-03	3.363486e-03	2.092645e-03
1.696485487279242e-03	1.340746e-01	1.966318e+01	1.204894e+01	6.785942e+03	3.368228e-03	6.094298e-03	3.368228e-03	2.726245e-03
1.696485511121101e-03	2.106941e-01	1.966209e+01	1.204894e+01	6.785942e+03	3.379124e-03	9.577003e-03	3.379124e-03	6.197959e-03
1.696485558804819e-03	5.868480e-01	1.965983e+01	1.204892e+01	6.785942e+03	3.401679e-03	2.667491e-02	3.401679e-03	2.327325e-02
1.696485602129691e-03	1.276879e+00	1.965808e+01	1.204889e+01	6.785942e+03	3.419176e-03	5.803996e-02	3.419176e-03	5.462016e-02
1.696485650235086e-03	2.377195e+00	1.965667e+01	1.204881e+01	6.785942e+03	3.433312e-03	1.080543e-01	3.433312e-03	1.046184e-01
1.696485668916614e-03	2.822354e+00	1.965630e+01	1.204877e+01	6.785943e+03	3.437018e-03	1.282888e-01	3.437018e-03	1.248493e-01
1.696485686113067e-03	3.163481e+00	1.965608e+01	1.204872e+01	6.785943e+03	3.439164e-03	1.437946e-01	3.439164e-03	1.403543e-01
1.696485709011611e-03	3.495500e+00	1.965590e+01	1.204865e+01	6.785943e+03	3.441039e-03	1.588864e-01	3.441039e-03	1.554345e-01
1.696485727274211e-03	3.677014e+00	1.965580e+01	1.204859e+01	6.785943e+03	3.442003e-03	1.671370e-01	3.442003e-03	1.636729e-01
1.696485741535483e-03	3.768743e+00	1.965575e+01	1.204854e+01	6.785943e+03	3.442472e-03	1.713065e-01	3.442472e-03	1.678489e-01
1.696485756595867e-03	3.832200e+00	1.965572e+01	1.204848e+01	6.785943e+03	3.442794e-03	1.741909e-01	3.442794e-03	1.707450e-01
1.696485789043717e-03	3.905047e+00	1.965568e+01	1.204837e+01	6.785943e+03	3.443180e-03	1.775021e-01	3.443180e-03	1.740578e-01
1.696485845116683e-03	3.943451e+00	1.965566e+01	1.204816e+01	6.785943e+03	3.443437e-03	1.792478e-01	3.443437e-03	1.758041e-01
1.696664370439666e-03	3.718492e+00	1.963153e+01	1.141362e+01	6.786658e+03	3.684704e-03	1.690224e-01	3.684704e-03	1.653375e-01
1.696842895762649e-03	3.506440e+00	1.960892e+01	1.081880e+01	6.787372e+03	3.910787e-03	1.593836e-01	3.910787e-03	1.554722e-01
1.697021421085632e-03	3.307294e+00	1.958783e+01	1.026372e+01	6.788086e+03	4.121687e-03	1.503315e-01	4.121687e-03	1.462083e-01
1.697199946408615e-03	3.121054e+00	1.956826e+01	9.748363e+00	6.788800e+03	4.317404e-03	1.418661e-01	4.317404e-03	1.375458e-01
1.697378471731598e-03	2.947721e+00	1.955020e+01	9.272735e+00	6.789514e+03	4.497938e-03	1.339873e-01	4.497938e-03	1.294847e-01
1.697556997054581e-03	2.787294e+00	1.953367e+01	8.836835e+00	6.790228e+03	4.663290e-03	1.266952e-01	4.663290e-03	1.220249e-01
1.697735522377564e-03	2.639774e+00	1.951865e+01	8.440664e+00	6.790942e+03	4.813458e-03	1.199897e-01	4.813458e-03	1.151665e-01
1.698985077284262e-03	1.783305e+00	1.942945e+01	6.084387e+00	6.795940e+03	5.705494e-03	8.105931e-02	5.705494e-03	7.533508e-02
1.700195686333714e-03	1.214257e+00	1.937044e+01	4.519253e+00	6.800783e+03	6.295642e-03	5.519350e-02	6.295642e-03	4.888901e-02
1.701488066986626e-03	8.288967e-01	1.933084e+01	3.461464e+00	6.805952e+03	6.691593e-03	3.767712e-02	6.691593e-03	3.098528e-02
1.702683296777266e-03	6.024749e-01	1.930809e+01	2.846412e+00	6.810733e+03	6.919130e-03	2.738522e-02	6.919130e-03	2.046496e-02
1.704080087745266e-03	4.350545e-01	1.929231e+01	2.410438e+00	6.816320e+03	7.076903e-03	1.977521e-02	7.076903e-03	1.269635e-02
1.705533313612645e-03	2.480575e-01	1.928362e+01	2.116856e+00	6.822133e+03	7.163776e-03	1.127534e-02	7.163776e-03	4.111136e-03
1.705538746180971e-03	2.199853e-01	1.929227e+01	2.116442e+00	6.822155e+03	7.077248e-03	9.999331e-03	7.077248e-03	2.921684e-03
1.705549611317622e-03	1.507859e-01	1.933733e+01	2.116670e+00	6.822198e+03	6.626709e-03	6.853906e-03	6.626709e-03	2.270616e-04
1.705556538997247e-03	1.375416e-01	1.937481e+01	2.116872e+00	6.822226e+03	6.251889e-03	6.251889e-03	6.251889e-03	-2.281533e-11
1.705563095326684e-03	1.298116e-01	1.940995e+01	2.117089e+00	6.822252e+03	5.900525e-03	5.900525e-03	5.900525e-03	-2.373534e-11
1.705570497908107e-03	1.223797e-01	1.944373e+01	2.117333e+00	6.822282e+03	5.562713e-03	5.562713e-03	5.562713e-03	-2.461948e-11
1.705585303070953e-03	1.106536e-01	1.949703e+01	2.117822e+00	6.822341e+03	5.029711e-03	5.029710e-03	5.029711e-03	-2.601440e-11
1.705611971150947e-03	9.541526e-02	1.956629e+01	2.118703e+00	6.822448e+03	4.337057e-03	4.337057e-03	4.337057e-03	-2.782688e-11
1.705638768346104e-03	8.563633e-02	1.961074e+01	2.119587e+00	6.822555e+03	3.892560e-03	3.892560e-03	3.892560e-03	-2.898969e-11
1.705674040463109e-03	7.840254e-02	1.964363e+01	2.120752e+00	6.822696e+03	3.563752e-03	3.563752e-03	3.563752e-03	-2.984935e-11
1.705711240601440e-03	7.443901e-02	1.966164e+01	2.121980e+00	6.822845e+03	3.383591e-03	3.383591e-03	3.383591e-03	-3.031978e-11
1.705762774882602e-03	7.201026e-02	1.967268e+01	2.123681e+00	6.823051e+03	3.273194e-03	3.273194e-03	3.273194e-03	-3.060710e-11
1.705822551074543e-03	7.094140e-02	1.967754e+01	2.125654e+00	6.823290e+03	3.224609e-03	3.224609e-03	3.224609e-03	-3.073232e-11
1.705910538090633e-03	7.051885e-02	1.967946e+01	2.128557e+00	6.823642e+03	3.205402e-03	3.205402e-03	3.205402e-03	-3.077970e-11
1.720166020794474e-03	7.044489e-02	1.967980e+01	2.588519e+00	6.880664e+03	3.202040e-03	3.202040e-03	3.202040e-03	-3.032851e-11
1.734421503498316e-03	7.039015e-02	1.968004e+01	3.033031e+00	6.937686e+03	3.199552e-03	3.199552e-03	3.199552e-03	-2.989049e-11
1.748676986202158e-03	7.035463e-02	1.968020e+01	3.462092e+00	6.994708e+03	3.197938e-03	3.197938e-03	3.197938e-03	-2.946564e-11
1.762932468906000e-03	7.033833e-02	1.968028e+01	3.875703e+00	7.051730e+03	3.197197e-03	3.197197e-03	3.197197e-03	-2.905396e-11
1.777187951609842e-03	7.034124e-02	1.968026e+01	4.273863e+00	7.108752e+03	3.197329e-03	3.197329e-03	3.197329e-03	-2.865545e-11
1.791443434313684e-03	7.036337e-02	1.968016e+01	4.656574e+00	7.165774e+03	3.198335e-03	3.198335e-03	3.198335e-03	-2.827011e-11
1.805698917017526e-03	7.040472e-02	1.967998e+01	5.023833e+00	7.222796e+03	3.200215e-03	3.200215e-03	3.200215e-03	-2.789795e-11
1.905551302267355e-03	7.040472e-02	1.967998e+01	7.384550e+00	7.622205e+03	3.200215e-03	3.200215e-03	3.200215e-03	-2.553729e-11
2.005551302267358e-03	7.040473e-02	1.967998e+01	9.368930e+00	8.022205e+03	3.200215e-03	3.200215e-03	3.200215e-03	-2.355287e-11
2.105551302267361e-03	7.040466e-02	1.967998e+01	1.105278e+01	8.422205e+03	3.200212e-03	3.200212e-03	3.200212e-03	-2.186607e-11
2.149301302267356e-03	7.040698e-02	1.967997e+01	1.166754e+01	8.597205e+03	3.200317e-03	3.200318e-03	3.200317e-03	3.393510e-10
2.161801302267355e-03	7.040754e-02	1.967997e+01	1.183218e+01	8.647205e+03	3.200340e-03	3.200343e-03	3.200340e-03	2.862129e-09
2.164926302267361e-03	7.041109e-02	1.967995e+01	1.187283e+01	8.659705e+03	3.200496e-03	3.200504e-03	3.200496e-03	7.649248e-09
2.171176302267361e-03	7.043130e-02	1.967986e+01	1.195326e+01	8.684705e+03	3.201391e-03	3.201423e-03	3.201391e-03	3.209862e-08
2.172738802267357e-03	7.044738e-02	1.967979e+01	1.197323e+01	8.690955e+03	3.202102e-03	3.202154e-03	3.202102e-03	5.166957e-08
2.175863802267364e-03	7.051207e-02	1.967950e+01	1.201297e+01	8.703455e+03	3.204964e-03	3.205094e-03	3.204964e-03	1.307604e-07
2.176645052267362e-03	7.055900e-02	1.967930e+01	1.202287e+01	8.706580e+03	3.207038e-03	3.207227e-03	3.207038e-03	1.891246e-07
2.178207552267358e-03	7.073073e-02	1.967854e+01	1.204261e+01	8.712830e+03	3.214628e-03	3.215033e-03	3.214628e-03	4.049372e-07
2.178256380392360e-03	7.074099e-02	1.967849e+01	1.204323e+01	8.713025e+03	3.215080e-03	3.215499e-03	3.215080e-03	4.193216e-07
2.178354036642363e-03	7.077195e-02	1.967835e+01	1.204446e+01	8.713416e+03	3.216442e-03	3.216906e-03	3.216442e-03	4.646527e-07
2.178378450704857e-03	7.078175e-02	1.967831e+01	1.204477e+01	8.713514e+03	3.216873e-03	3.217352e-03	3.216873e-03	4.791657e-07
2.178427278829859e-03	7.080968e-02	1.967819e+01	1.204538e+01	8.713709e+03	3.218099e-03	3.218622e-03	3.218099e-03	5.224707e-07
2.178524935079862e-03	7.088642e-02	1.967785e+01	1.204662e+01	8.714100e+03	3.221463e-03	3.222110e-03	3.221463e-03	6.471796e-07
2.178549349142356e-03	7.091894e-02	1.967771e+01	1.204692e+01	8.714197e+03	3.222880e-03	3.223588e-03	3.222880e-03	7.077165e-07
2.178598177267357e-03	7.101776e-02	1.967728e+01	1.204754e+01	8.714393e+03	3.227169e-03	3.228080e-03	3.227169e-03	9.115054e-07
2.178610384298604e-03	7.105953e-02	1.967710e+01	1.204769e+01	8.714441e+03	3.228962e-03	3.229979e-03	3.228962e-03	1.016947e-06
2.178634798361098e-03	7.118730e-02	1.967656e+01	1.204800e+01	8.714539e+03	3.234401e-03	3.235787e-03	3.234401e-03	1.386117e-06
2.178640901876722e-03	7.124200e-02	1.967633e+01	1.204808e+01	8.714563e+03	3.236680e-03	3.238273e-03	3.236680e-03	1.592237e-06
2.178653108907969e-03	7.141094e-02	1.967564e+01	1.204823e+01	8.714612e+03	3.243605e-03	3.245952e-03	3.243605e-03	2.347168e-06
2.178656160665787e-03	7.148629e-02	1.967534e+01	1.204827e+01	8.714625e+03	3.246558e-03	3.249377e-03	3.246558e-03	2.819376e-06
2.178662264181411e-03	7.172907e-02	1.967443e+01	1.204834e+01	8.714649e+03	3.255721e-03	3.260412e-03	3.255721e-03	4.691223e-06
2.178663790060320e-03	7.186870e-02	1.967397e+01	1.204836e+01	8.714655e+03	3.260294e-03	3.266759e-03	3.260294e-03	6.465249e-06
2.178666841818139e-03	7.250058e-02	1.967222e+01	1.204840e+01	8.714667e+03	3.277839e-03	3.295481e-03	3.277839e-03	1.764369e-05
2.178667604757586e-03	7.290831e-02	1.967132e+01	1.204841e+01	8.714671e+03	3.286833e-03	3.314014e-03	3.286833e-03	2.718169e-05
2.178667795492445e-03	7.314826e-02	1.967093e+01	1.204841e+01	8.714671e+03	3.290713e-03	3.324921e-03	3.290713e-03	3.420833e-05
2.178668176962176e-03	7.395215e-02	1.966989e+01	1.204842e+01	8.714673e+03	3.301075e-03	3.361462e-03	3.301075e-03	6.038723e-05
2.178668272329612e-03	7.442129e-02	1.966949e+01	1.204842e+01	8.714673e+03	3.305105e-03	3.382786e-03	3.305105e-03	7.768250e-05
2.178668463064470e-03	7.619913e-02	1.966832e+01	1.204842e+01	8.714674e+03	3.316766e-03	3.463597e-03	3.316766e-03	1.468331e-04
2.178668510748188e-03	7.737729e-02	1.966787e+01	1.204842e+01	8.714674e+03	3.321305e-03	3.517150e-03	3.321305e-03	1.958457e-04
2.178668606115625e-03	8.206394e-02	1.966657e+01	1.204842e+01	8.714675e+03	3.334302e-03	3.730179e-03	3.334302e-03	3.959024e-04
2.178668629957484e-03	8.501635e-02	1.966611e+01	1.204842e+01	8.714675e+03	3.338936e-03	3.864379e-03	3.338936e-03	5.254749e-04
2.178668677641202e-03	9.592117e-02	1.966489e+01	1.204842e+01	8.714675e+03	3.351070e-03	4.360053e-03	3.351070e-03	1.009164e-03
2.178668689562124e-03	1.010911e-01	1.966453e+01	1.204842e+01	8.714675e+03	3.354733e-03	4.595049e-03	3.354733e-03	1.240314e-03
2.178668713403983e-03	1.291052e-01	1.966360e+01	1.204842e+01	8.714675e+03	3.364006e-03	5.868418e-03	3.364006e-03	2.503900e-03
2.178668761087701e-03	2.784944e-01	1.966142e+01	1.204842e+01	8.714675e+03	3.385764e-03	1.265884e-02	3.385764e-03	9.272809e-03
2.178668799550185e-03	6.026348e-01	1.965964e+01	1.204840e+01	8.714675e+03	3.403581e-03	2.739249e-02	3.403581e-03	2.398570e-02
2.178668841685383e-03	1.309962e+00	1.965798e+01	1.204837e+01	8.714676e+03	3.420152e-03	5.954374e-02	3.420152e-03	5.611653e-02
2.178668887477572e-03	2.371291e+00	1.965665e+01	1.204830e+01	8.714676e+03	3.433504e-03	1.077859e-01	3.433504e-03	1.043493e-01
2.178668905901349e-03	2.812675e+00	1.965628e+01	1.204825e+01	8.714676e+03	3.437151e-03	1.278489e-01	3.437151e-03	1.244106e-01
2.178668923289495e-03	3.158890e+00	1.965607e+01	1.204820e+01	8.714676e+03	3.439334e-03	1.435859e-01	3.439334e-03	1.401461e-01
2.178668946138634e-03	3.491645e+00	1.965588e+01	1.204813e+01	8.714676e+03	3.441216e-03	1.587111e-01	3.441216e-03	1.552597e-01
2.178668964718536e-03	3.676819e+00	1.965578e+01	1.204807e+01	8.714676e+03	3.442201e-03	1.671282e-01	3.442201e-03	1.636646e-01
2.178668978974146e-03	3.768697e+00	1.965573e+01	1.204802e+01	8.714676e+03	3.442670e-03	1.713044e-01	3.442670e-03	1.678469e-01
2.178668993966057e-03	3.831849e+00	1.965570e+01	1.204797e+01	8.714676e+03	3.442990e-03	1.741749e-01	3.442990e-03	1.707288e-01
2.178669026486224e-03	3.904884e+00	1.965566e+01	1.204785e+01	8.714676e+03	3.443378e-03	1.774947e-01	3.443378e-03	1.740502e-01
2.178669082560758e-03	3.943267e+00	1.965564e+01	1.204764e+01	8.714677e+03	3.443635e-03	1.792394e-01	3.443635e-03	1.757956e-01
2.178847670241257e-03	3.718099e+00	1.963149e+01	1.141253e+01	8.715391e+03	3.685115e-03	1.690045e-01	3.685115e-03	1.653193e-01
2.179026257921756e-03	3.505848e+00	1.960886e+01	1.081718e+01	8.716105e+03	3.911404e-03	1.593567e-01	3.911404e-03	1.554447e-01
2.179204845602255e-03	3.306513e+00	1.958775e+01	1.026158e+01	8.716819e+03	4.122500e-03	1.502960e-01	4.122500e-03	1.461720e-01
2.179383433282754e-03	3.120093e+00	1.956816e+01	9.745730e+00	8.717533e+03	4.318404e-03	1.418224e-01	4.318404e-03	1.375011e-01
2.179562020963253e-03	2.946589e+00	1.955009e+01	9.269632e+00	8.718247e+03	4.499116e-03	1.339359e-01	4.499116e-03	1.294320e-01
2.179740608643752e-03	2.786002e+00	1.953354e+01	8.833286e+00	8.718962e+03	4.664636e-03	1.266364e-01	4.664636e-03	1.219648e-01
2.179919196324251e-03	2.638330e+00	1.951850e+01	8.436691e+00	8.719677e+03	4.814963e-03	1.199241e-01	4.814963e-03	1.150993e-01
2.181169187688348e-03	1.780884e+00	1.942920e+01	6.077718e+00	8.724677e+03	5.708010e-03	8.094929e-02	5.708010e-03	7.522245e-02
2.182379753433980e-03	1.211277e+00	1.937013e+01	4.511056e+00	8.729519e+03	6.298716e-03	5.505803e-02	6.298716e-03	4.875043e-02
2.183671887128966e-03	8.254420e-01	1.933049e+01	3.452038e+00	8.734688e+03	6.695089e-03	3.752009e-02	6.695089e-03	3.082474e-02
2.184866341582298e-03	5.986682e-01	1.930772e+01	2.836300e+00	8.739466e+03	6.922817e-03	2.721219e-02	6.922817e-03	2.028814e-02
2.186261788753724e-03	4.306116e-01	1.929195e+01	2.400009e+00	8.745047e+03	7.080538e-03	1.957325e-02	7.080538e-03	1.249055e-02
2.187713260391674e-03	2.469713e-01	1.928316e+01	2.106661e+00	8.750854e+03	7.168374e-03	1.122597e-02	7.168374e-03	4.057296e-03
2.187718934585900e-03	2.198320e-01	1.929179e+01	2.106209e+00	8.750876e+03	7.082124e-03	9.992365e-03	7.082124e-03	2.909992e-03
2.187730282974351e-03	1.512519e-01	1.933730e+01	2.106375e+00	8.750921e+03	6.626995e-03	6.875085e-03	6.626995e-03	2.480278e-04
2.187737177454407e-03	1.376690e-01	1.937423e+01	2.106541e+00	8.750948e+03	6.257684e-03	6.257684e-03	6.257684e-03	-2.281048e-11
2.187743543589582e-03	1.301336e-01	1.940848e+01	2.106721e+00	8.750975e+03	5.915162e-03	5.915162e-03	5.915162e-03	-2.370739e-11
2.187750841037256e-03	1.227613e-01	1.944199e+01	2.106927e+00	8.751003e+03	5.580059e-03	5.580059e-03	5.580059e-03	-2.458448e-11
2.187765435932618e-03	1.111014e-01	1.949499e+01	2.107340e+00	8.751062e+03	5.050063e-03	5.050063e-03	5.050063e-03	-2.597159e-11
2.187792115388207e-03	9.569132e-02	1.956504e+01	2.108095e+00	8.751169e+03	4.349605e-03	4.349605e-03	4.349605e-03	-2.780464e-11
2.187818700885483e-03	8.586198e-02	1.960972e+01	2.108848e+00	8.751274e+03	3.902817e-03	3.902817e-03	3.902817e-03	-2.897358e-11
2.187853947326610e-03	7.852580e-02	1.964306e+01	2.109845e+00	8.751416e+03	3.569354e-03	3.569354e-03	3.569354e-03	-2.984558e-11
2.187890848142651e-03	7.452199e-02	1.966126e+01	2.110889e+00	8.751563e+03	3.387363e-03	3.387363e-03	3.387363e-03	-3.032100e-11
2.187942244439564e-03	7.204770e-02	1.967251e+01	2.112344e+00	8.751769e+03	3.274895e-03	3.274895e-03	3.274895e-03	-3.061398e-11
2.188001479506124e-03	7.095880e-02	1.967746e+01	2.114020e+00	8.752006e+03	3.225400e-03	3.225400e-03	3.225400e-03	-3.074188e-11
2.188088973301097e-03	7.052379e-02	1.967944e+01	2.116494e+00	8.752355e+03	3.205627e-03	3.205627e-03	3.205627e-03	-3.079118e-11
2.202020523403379e-03	7.044661e-02	1.967979e+01	2.503361e+00	8.808082e+03	3.202119e-03	3.202119e-03	3.202119e-03	-3.041346e-11
2.215952073505661e-03	7.038949e-02	1.968005e+01	2.879059e+00	8.863808e+03	3.199523e-03	3.199523e-03	3.199523e-03	-3.004452e-11
2.229883623607943e-03	7.035243e-02	1.968021e+01	3.243587e+00	8.919534e+03	3.197838e-03	3.197838e-03	3.197838e-03	-2.968436e-11
2.243815173710225e-03	7.033542e-02	1.968029e+01	3.596947e+00	8.975261e+03	3.197065e-03	3.197065e-03	3.197065e-03	-2.933296e-11
2.257746723812507e-03	7.033846e-02	1.968028e+01	3.939137e+00	9.030987e+03	3.197203e-03	3.197203e-03	3.197203e-03	-2.899034e-11
2.271678273914789e-03	7.036157e-02	1.968017e+01	4.270159e+00	9.086713e+03	3.198253e-03	3.198253e-03	3.198253e-03	-2.865649e-11
2.285609824017071e-03	7.040472e-02	1.967998e+01	4.590011e+00	9.142439e+03	3.200215e-03	3.200215e-03	3.200215e-03	-2.833142e-11
2.383189713549741e-03	7.040472e-02	1.967998e+01	6.669355e+00	9.532759e+03	3.200215e-03	3.200215e-03	3.200215e-03	-2.625229e-11
2.483189713549744e-03	7.040472e-02	1.967998e+01	8.503451e+00	9.932759e+03	3.200215e-03	3.200215e-03	3.200215e-03	-2.441839e-11
2.583189713549747e-03	7.040473e-02	1.967998e+01	1.004717e+01	1.033276e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.282967e-11
2.695689713549748e-03	7.040503e-02	1.967998e+01	1.154351e+01	1.078276e+04	3.200228e-03	3.200229e-03	3.200228e-03	2.837097e-10
2.720689713549745e-03	7.040818e-02	1.967996e+01	1.182787e+01	1.088276e+04	3.200368e-03	3.200372e-03	3.200368e-03	4.133321e-09
2.726939713549745e-03	7.044341e-02	1.967981e+01	1.189748e+01	1.090776e+04	3.201926e-03	3.201973e-03	3.201926e-03	4.672113e-08
2.739439713549743e-03	7.063014e-02	1.967898e+01	1.203434e+01	1.095776e+04	3.210186e-03	3.210461e-03	3.210186e-03	2.745518e-07
2.739830338549742e-03	7.065515e-02	1.967887e+01	1.203859e+01	1.095932e+04	3.211290e-03	3.211598e-03	3.211290e-03	3.071773e-07
2.739927994799746e-03	7.066800e-02	1.967881e+01	1.203965e+01	1.095971e+04	3.211857e-03	3.212182e-03	3.211857e-03	3.242504e-07
2.740123307299752e-03	7.070031e-02	1.967867e+01	1.204176e+01	1.096049e+04	3.213283e-03	3.213650e-03	3.213283e-03	3.672445e-07
2.740172135424754e-03	7.071053e-02	1.967863e+01	1.204228e+01	1.096069e+04	3.213734e-03	3.214115e-03	3.213734e-03	3.808647e-07
2.740269791674757e-03	7.073994e-02	1.967850e+01	1.204334e+01	1.096108e+04	3.215030e-03	3.215452e-03	3.215030e-03	4.214553e-07
2.740465104174764e-03	7.082248e-02	1.967813e+01	1.204545e+01	1.096186e+04	3.218664e-03	3.219204e-03	3.218664e-03	5.401750e-07
2.740513932299765e-03	7.086678e-02	1.967794e+01	1.204598e+01	1.096206e+04	3.220601e-03	3.221217e-03	3.220601e-03	6.163921e-07
2.740611588549768e-03	7.104770e-02	1.967715e+01	1.204703e+01	1.096245e+04	3.228453e-03	3.229441e-03	3.228453e-03	9.881396e-07
2.740636002612262e-03	7.114612e-02	1.967673e+01	1.204729e+01	1.096254e+04	3.232676e-03	3.233914e-03	3.232676e-03	1.238201e-06
2.740642106127886e-03	7.118899e-02	1.967655e+01	1.204736e+01	1.096257e+04	3.234489e-03	3.235863e-03	3.234489e-03	1.374576e-06
2.740654313159133e-03	7.130162e-02	1.967608e+01	1.204749e+01	1.096262e+04	3.239193e-03	3.240983e-03	3.239193e-03	1.790917e-06
2.740657364916951e-03	7.134198e-02	1.967591e+01	1.204752e+01	1.096263e+04	3.240847e-03	3.242817e-03	3.240847e-03	1.970584e-06
2.740663468432575e-03	7.144990e-02	1.967548e+01	1.204759e+01	1.096265e+04	3.245208e-03	3.247723e-03	3.245208e-03	2.514686e-06
2.740664994311484e-03	7.148555e-02	1.967534e+01	1.204760e+01	1.096266e+04	3.246619e-03	3.249343e-03	3.246619e-03	2.724323e-06
2.740668046069303e-03	7.157499e-02	1.967499e+01	1.204764e+01	1.096267e+04	3.250100e-03	3.253409e-03	3.250100e-03	3.309241e-06
2.740668809008751e-03	7.160220e-02	1.967489e+01	1.204764e+01	1.096267e+04	3.251138e-03	3.254645e-03	3.251138e-03	3.507509e-06
2.740670334887660e-03	7.167669e-02	1.967461e+01	1.204766e+01	1.096268e+04	3.253877e-03	3.258031e-03	3.253877e-03	4.154884e-06
2.740673386645479e-03	7.187521e-02	1.967391e+01	1.204769e+01	1.096269e+04	3.260916e-03	3.267055e-03	3.260916e-03	6.139514e-06
2.740674149584926e-03	7.195363e-02	1.967365e+01	1.204770e+01	1.096270e+04	3.263482e-03	3.270620e-03	3.263482e-03	7.137956e-06
2.740675675463836e-03	7.217970e-02	1.967296e+01	1.204772e+01	1.096270e+04	3.270421e-03	3.280896e-03	3.270421e-03	1.047451e-05
2.740676056933566e-03	7.226573e-02	1.967272e+01	1.204772e+01	1.096270e+04	3.272793e-03	3.284806e-03	3.272793e-03	1.201294e-05
2.740676819873014e-03	7.250778e-02	1.967211e+01	1.204773e+01	1.096271e+04	3.278937e-03	3.295808e-03	3.278937e-03	1.687132e-05
2.740677010607873e-03	7.259472e-02	1.967191e+01	1.204773e+01	1.096271e+04	3.280903e-03	3.299760e-03	3.280903e-03	1.886072e-05
2.740677392077603e-03	7.282816e-02	1.967143e+01	1.204774e+01	1.096271e+04	3.285732e-03	3.310371e-03	3.285732e-03	2.464212e-05
2.740677487445040e-03	7.290558e-02	1.967128e+01	1.204774e+01	1.096271e+04	3.287177e-03	3.313890e-03	3.287177e-03	2.671288e-05
2.740677678179898e-03	7.315812e-02	1.967089e+01	1.204774e+01	1.096271e+04	3.291053e-03	3.325369e-03	3.291053e-03	3.431318e-05
2.740678059649629e-03	7.395092e-02	1.966987e+01	1.204774e+01	1.096271e+04	3.301264e-03	3.361405e-03	3.301264e-03	6.014479e-05
2.740678155017065e-03	7.441483e-02	1.966947e+01	1.204774e+01	1.096271e+04	3.305270e-03	3.382493e-03	3.305270e-03	7.722595e-05
2.740678345751923e-03	7.616656e-02	1.966832e+01	1.204775e+01	1.096271e+04	3.316842e-03	3.462116e-03	3.316842e-03	1.452758e-04
2.740678393435642e-03	7.731305e-02	1.966787e+01	1.204775e+01	1.096271e+04	3.321328e-03	3.514230e-03	3.321328e-03	1.929031e-04
2.740678488803078e-03	8.184003e-02	1.966659e+01	1.204775e+01	1.096271e+04	3.334123e-03	3.720001e-03	3.334123e-03	3.858785e-04
2.740678512644937e-03	8.464731e-02	1.966613e+01	1.204775e+01	1.096271e+04	3.338669e-03	3.847605e-03	3.338669e-03	5.089362e-04
2.740678560328655e-03	9.494113e-02	1.966495e+01	1.204775e+01	1.096271e+04	3.350548e-03	4.315506e-03	3.350548e-03	9.649598e-04
2.740678572249577e-03	9.977955e-02	1.966459e+01	1.204775e+01	1.096271e+04	3.354138e-03	4.535434e-03	3.354138e-03	1.181116e-03
2.740678596091436e-03	1.257731e-01	1.966367e+01	1.204774e+01	1.096271e+04	3.363274e-03	5.716961e-03	3.363274e-03	2.354186e-03
2.740678643775155e-03	2.632422e-01	1.966152e+01	1.204774e+01	1.096271e+04	3.384842e-03	1.196556e-02	3.384842e-03	8.583673e-03
2.740678681510580e-03	5.575606e-01	1.965976e+01	1.204773e+01	1.096271e+04	3.402373e-03	2.534366e-02	3.402373e-03	2.193674e-02
2.740678722235268e-03	1.209794e+00	1.965812e+01	1.204770e+01	1.096271e+04	3.418744e-03	5.499065e-02	3.418744e-03	5.155854e-02
2.740678768429344e-03	2.263593e+00	1.965672e+01	1.204763e+01	1.096271e+04	3.432822e-03	1.028906e-01	3.432822e-03	9.945109e-02
2.740678787126943e-03	2.720710e+00	1.965632e+01	1.204759e+01	1.096271e+04	3.436782e-03	1.236686e-01	3.436782e-03	1.202284e-01
2.740678804067517e-03	3.076569e+00	1.965609e+01	1.204754e+01	1.096271e+04	3.439096e-03	1.398440e-01	3.439096e-03	1.364031e-01
2.740678827500592e-03	3.434667e+00	1.965588e+01	1.204747e+01	1.096271e+04	3.441161e-03	1.561212e-01	3.441161e-03	1.526792e-01
